8,200.0,1045,900249,3390001
9,205.0,1710,900277,5530002
10,197.0,2375,900249,3390255,3650003
11,61.0,150,900081,980004
12,92.0,900,900005
13,151.0,690,900009,170006
15,137.0,480,900007
16,423.0,545,900008
17,128.0,580,900009
18,107.0,345,900081,980281,5470009
20,232.0,1990,900249,3390221,3140011
21,207.0,1280,900081,980063,770012
22,191.0,865,900249,3390012
23,79.0,295,900014
24,137.0,410,900015
25,185.0,750,900081,980281,5470015
26,177.0,950,900249,3390016
27,78.0,285,900018
28,182.0,965,900249,3390018
29,209.0,950,900009,170051,690018
30,270.0,1010,900009,170006,130019
31,159.0,815,900249,3390021
32,181.0,745,900009,170051,690020
33,199.0,2120,900249,3390255,3650350,3580001
34,197.0,975,900249,3390024
35,186.0,885,900009,170051,690023
36,373.0,905,900081,980028
37,351.0,2105,900249,3390201,2840190,2490027
38,311.0,2013,900249,3390255,3650265,2770029
39,348.0,2200,900249,3390161,2140315,3290031,400031
40,323.0,2135,900249,3390161,2140315,3290031
41,314.0,1915,900249,3390161,2140315,3290032
42,294.0,1860,900249,3390161,2140033
43,249.0,890,900034
44,156.0,540,900035
45,171.0,595,900036
48,142.0,465,900037
50,156.0,480,900038
51,156.0,610,900039
53,106.0,170,900077,940040
55,103.0,229,900081,980042
56,124.0,425,900041
57,101.0,370,900042
58,182.0,1030,900249,3390043
60,217.0,820,900081,980046,610044
61,82.0,580,900081,980046
62,360.0,3225,900249,3390255,3650350,3580004
63,322.0,2130,900249,3390160,2130179,1930047
64,416.0,1850,900249,3390047
65,399.0,2000,900249,3390048
66,114.0,415,900042,570050
67,44.0,155,900081,980052
68,141.0,570,900051
69,140.0,675,900009,170051
70,264.0,970,900081,980052,670052
71,102.0,330,900077,940055
72,195.0,590,900077,940056
73,163.0,505,900056
74,170.0,1325,900249,3390166,2250058
75,45.0,60,900058
76,86.0,280,900059
77,79.0,185,900081,980063
78,187.0,1540,900249,3390160,2130060
79,55.0,215,900062
80,98.0,330,900063
81,60.0,115,900064
82,163.0,705,900081,980046,610065
83,134.0,390,900064,810069
84,185.0,1560,900249,3390161,2140069
85,149.0,815,900081,980046,610069
86,171.0,640,900069
87,116.0,285,900081,980074
88,50.0,65,900071
89,135.0,485,900073
91,125.0,480,900042,570077
92,121.0,315,900075
93,132.0,410,900081,980281,5470074
94,45.0,90,900077
95,184.0,885,900249,3390078
96,52.0,95,900079
97,125.0,385,900080
98,24.0,75,900081
99,98.0,230,900081,980087
100,274.0,1340,900249,3390201,2840088,1050084
101,168.0,1570,900249,3390160,2130081
103,170.0,1580,900249,3390160,2130082
104,162.0,925,900249,3390084
105,164.0,1165,900249,3390201,2840088
106,182.0,1615,900249,3390255,3650089
107,169.0,1560,900249,3390160,2130088
108,165.0,1390,900249,3390161,2140093
109,157.0,1190,900249,3390089
111,181.0,1295,900249,3390166,2250158,1620093
112,175.0,825,900249,3390092,1130092
113,151.0,755,900249,3390092
114,169.0,785,900249,3390094
115,177.0,1345,900249,3390161,2140102
116,162.0,1270,900249,3390144,1890086
117,184.0,1290,900249,3390255,3650103
118,164.0,1485,900249,3390161,2140106
119,166.0,1485,900249,3390160,2130101
120,170.0,1260,900249,3390166,2250158,1620102
121,154.0,1310,900249,3390255,3650106
122,154.0,1210,900249,3390100
123,168.0,1265,900249,3390166,2250121
124,177.0,1230,900249,3390166,2250122
126,164.0,1205,900249,3390166,2250123
127,155.0,1255,900249,3390255,3650117
128,165.0,1155,900249,3390201,2840107
129,167.0,1190,900249,3390201,2840109
130,158.0,1265,900249,3390255,3650121
131,173.0,1305,900249,3390161,2140124
132,173.0,1525,900249,3390160,2130119
134,167.0,925,900249,3390110
135,173.0,935,900249,3390111
136,174.0,1505,900249,3390203,2860165,2520126
137,169.0,1330,900249,3390161,2140129
139,167.0,1245,900249,3390166,2250136
140,182.0,1220,900249,3390166,2250137
142,172.0,1290,900249,3390115
145,164.0,1245,900249,3390201,2840119
146,169.0,1300,900249,3390255,3650137
147,168.0,1225,900249,3390166,2250145
150,164.0,1205,900249,3390166,2250146
151,159.0,1235,900249,3390120
152,168.0,1360,900249,3390255,3650343,3530137
153,169.0,1430,900249,3390235,3350129
154,182.0,1585,900249,3390255,3650145
155,210.0,1440,900249,3390166,2250158,1620131
156,184.0,1380,900249,3390201,2840127
159,154.0,1315,900249,3390160,2130142
160,178.0,1395,900249,3390161,2140149
161,172.0,1480,900249,3390203,2860113
162,160.0,1200,900249,3390166,2250158
163,184.0,855,900249,3390158,2070137
164,172.0,1530,900249,3390255,3650117,1270123
165,167.0,1305,900249,3390255,3650156
166,161.0,1385,900249,3390160,2130151
167,169.0,1695,900249,3390255,3650158
169,222.0,1635,900249,3390255,3650181,1910140
171,183.0,1330,900249,3390151,2000138
172,172.0,1265,900249,3390255,3650160
174,171.0,1465,900249,3390203,2860119
175,162.0,1220,900249,3390134
176,173.0,1315,900249,3390201,2840236,3210143
177,176.0,1445,900249,3390160,2130159
178,176.0,1565,900249,3390221,3140146
179,167.0,1290,900249,3390166,2250177
180,164.0,1355,900249,3390166,2250178
181,177.0,1650,900249,3390160,2130142,1590127
183,168.0,1470,900249,3390255,3650174
184,170.0,1495,900249,3390160,2130167
186,172.0,1190,900249,3390201,2840149
187,177.0,1245,900249,3390166,2250185
189,150.0,1170,900249,3390144
190,343.0,1695,900249,3390201,2840236,3210143,1760148
191,159.0,1230,900249,3390255,3650181
192,181.0,1450,900249,3390160,2130177
193,165.0,1470,900249,3390160,2130179
194,194.0,1955,900249,3390203,2860132
196,172.0,1730,900249,3390203,2860133
197,177.0,1390,900249,3390166,2250192
200,157.0,1055,900249,3390151
201,171.0,1280,900249,3390221,3140169
202,180.0,1375,900249,3390221,3140170
203,169.0,1565,900249,3390255,3650199
204,210.0,1430,900249,3390161,2140196
205,164.0,1535,900249,3390203,2860165,2520201
206,173.0,800,900249,3390156
207,154.0,780,900249,3390158
209,182.0,1800,900249,3390203,2860165,2520204
210,171.0,1820,900249,3390203,2860141
212,170.0,1280,900249,3390166,2250204
213,146.0,1210,900249,3390160
214,148.0,1165,900249,3390161
215,168.0,1270,900249,3390166,2250211
218,165.0,1500,900249,3390221,3140187
219,190.0,1575,900249,3390221,3140188
220,254.0,1390,900249,3390201,2840190,2490192
222,160.0,1290,900249,3390164
224,168.0,1320,900249,3390161,2140211
225,152.0,1125,900249,3390166
227,173.0,1375,900249,3390166,2250223
228,177.0,1385,900249,3390166,2250224
230,171.0,1450,900249,3390160,2130205
231,176.0,1405,900249,3390166,2250226
233,166.0,1490,900249,3390203,2860154
235,175.0,1285,900249,3390166,2250229
236,176.0,1580,900249,3390160,2130211
237,184.0,2000,900249,3390203,2860156
239,162.0,1290,900249,3390161,2140224
240,172.0,1305,900249,3390161,2140225
242,166.0,1360,900249,3390161,2140315,3290197
243,166.0,1310,900249,3390255,3650233
244,295.0,1580,900249,3390166,2250158,1620275,3620106
245,155.0,1285,900249,3390177
246,186.0,1380,900249,3390255,3650360,3690163
247,184.0,1590,900249,3390161,2140315,3290201
248,167.0,1189,900249,3390201,2840189
249,164.0,1195,900249,3390201,2840190
250,199.0,1635,900249,3390120,1510183
251,204.0,1360,900249,3390100,1220193
252,157.0,1420,900249,3390203,2860165
253,171.0,1445,900249,3390203,2860169
255,171.0,1200,900249,3390166,2250250
257,176.0,925,900249,3390184
259,168.0,1495,900249,3390203,2860165,2520255
260,194.0,1479,900249,3390201,2840189,2480240
261,174.0,1585,900249,3390255,3650251
262,167.0,1350,900249,3390161,2140315,3290210
263,176.0,1565,900249,3390221,3140217
264,165.0,1305,900249,3390255,3650254
265,175.0,1500,900249,3390255,3650255
266,163.0,1225,900249,3390166,2250265
267,169.0,1280,900249,3390166,2250266
268,193.0,1330,900249,3390166,2250267
269,171.0,1525,900249,3390160,2130243
270,178.0,1295,900249,3390161,2140253
272,249.0,1810,900249,3390196,2740210
273,171.0,2380,900249,3390160,2130245
274,154.0,1255,900249,3390196
275,171.0,1395,900249,3390255,3650264
276,180.0,1570,900249,3390161,2140257
277,165.0,1275,900249,3390255,3650265
279,179.0,1595,900249,3390161,2140315,3290229
280,179.0,2105,900249,3390255,3650269
282,180.0,1255,900249,3390201,2840210
284,154.0,1105,900249,3390201
285,154.0,1160,900249,3390202
286,149.0,1355,900249,3390203
287,167.0,1175,900249,3390204
288,171.0,1390,900249,3390166,2250283
290,184.0,1465,900249,3390201,2840215
291,172.0,1415,900249,3390255,3650280,2930309
292,196.0,2190,900249,3390160,2130101,1190210
293,159.0,1285,900249,3390255,3650280
294,160.0,1305,900249,3390160,2130264
295,175.0,1260,900249,3390161,2140277
297,174.0,1510,900249,3390203,2860165,2520301
299,176.0,1515,900249,3390160,2130272
300,184.0,1675,900249,3390203,2860165,2520304
301,175.0,1590,900249,3390160,2130274
302,185.0,1535,900249,3390255,3650117,1270215
303,172.0,1285,900249,3390255,3650292
304,181.0,1380,900249,3390166,2250358,3640286
305,164.0,1275,900249,3390166,2250300
306,201.0,1815,900249,3390160,2130205,2300233
307,175.0,1595,900249,3390221,3140253
308,187.0,1630,900249,3390203,2860165,2520317
309,166.0,1305,900249,3390166,2250307
310,172.0,1525,900249,3390144,1890239
311,175.0,1445,900249,3390255,3650302
314,150.0,1170,900249,3390221
315,185.0,1525,900249,3390166,2250300,3050248
316,176.0,1375,900249,3390166,2250318
317,170.0,1495,900249,3390160,2130292
318,162.0,1210,900249,3390166,2250321
319,189.0,2230,900249,3390203,2860165,2520201,2050231
320,173.0,1610,900249,3390160,2130294
321,161.0,1195,900249,3390201,2840236
323,184.0,1540,900249,3390203,2860165,2520330
325,171.0,1465,900249,3390160,2130297
326,193.0,1760,900249,3390203,2860165,2520201,2050236
327,166.0,1310,900249,3390160,2130300
329,158.0,1280,900249,3390161,2140315
330,172.0,1400,900249,3390177,2450112
331,173.0,1325,900249,3390166,2250330
332,176.0,1390,900249,3390166,2250331
334,170.0,1385,900249,3390161,2140320
335,157.0,1200,900249,3390235
336,187.0,1395,900249,3390160,2130311
337,181.0,1760,900249,3390196,2740257
338,168.0,1135,900249,3390238
339,127.0,675,900249
340,169.0,1585,900249,3390221,3140279
341,167.0,1470,900249,3390161,2140328
342,162.0,1240,900249,3390166,2250341
343,197.0,1730,900249,3390161,2140315,3290281
345,166.0,1370,900249,3390255,3650117,1270248
347,169.0,1460,900249,3390255,3650335
348,161.0,1225,900249,3390161,2140333
349,179.0,1330,900249,3390166,2250347
351,160.0,1155,900249,3390201,2840258
352,180.0,1755,900249,3390203,2860165,2520201,2050257
353,156.0,1255,900249,3390255,3650343
354,167.0,1225,900249,3390250
356,168.0,1285,900249,3390166,2250353
357,168.0,1130,900249,3390252
358,162.0,1515,900249,3390255,3650350
359,172.0,1410,900249,3390161,2140347
362,195.0,1490,900249,3390166,2250158,1620275
364,164.0,1255,900249,3390166,2250358
365,147.0,1165,900249,3390255
367,167.0,1205,900249,3390256
368,168.0,1780,900249,3390203,2860239
369,164.0,1260,900249,3390255,3650360
370,181.0,1215,900249,3390201,2840272
371,176.0,1670,900249,3390203,2860241
546,177.0,950,900249,3390261
547,93.0,270,900081,980281
548,189.0,680,900081,980004,110273
550,101.0,370,900275
552,143.0,540,900042,570077,910279
553,95.0,970,900277
554,112.0,1065,900278
626,131.0,705,900081,980287
663,319.0,2010,900249,3390203,2860165,2520395
