8,252.0,1310,160051,820001
9,220.0,1205,160002
10,256.0,1345,160047,770003
11,92.0,355,160003
12,119.0,1270,160004
13,211.0,955,160047,770006
15,211.0,980,160005
17,234.0,1090,160047,770006,130007
18,214.0,695,160003,110082,980281,5470009
20,242.0,1560,160010,250011
21,238.0,1485,160047,770012
22,292.0,2225,160047,770041,560228,3140013
23,206.0,2005,160004,120013
24,229.0,785,160061,940015
25,192.0,1420,160010
26,269.0,2035,160047,770041,560167,2140017
27,165.0,635,160012
28,278.0,2355,160047,770041,560228,3140019
29,229.0,990,160013
30,330.0,1275,160047,770006,130019
31,256.0,2005,160047,770041,560228,3140022
32,266.0,1090,160047,770006,130051,690020
33,290.0,2500,160047,770041,560167,2140346,3580001
34,298.0,1200,160047,770006,130051,690022
35,271.0,1230,160047,770006,130051,690023
36,384.0,895,160028,500024
37,366.0,1075,160020
38,389.0,1555,160025,420029
39,366.0,1125,160058,890031,400031
40,341.0,1060,160058,890031
41,389.0,1574,160025,420036
42,339.0,1381,160025
43,396.0,1515,160047,770006,130051,690031
44,227.0,1015,160047,770035
45,259.0,1085,160047,770035,440036
48,120.0,610,160027
50,135.0,470,160028
51,120.0,1235,160029
53,179.0,660,160061,940040
55,205.0,815,160061,940041
56,177.0,840,160047,770041
57,213.0,810,160061,940043
58,282.0,3805,160004,120147,2130041
60,174.0,320,160032
61,121.0,320,160033
62,396.0,1231,160058,890031,400049
63,411.0,2535,160047,770041,560167,2140315,3290158,1930047
64,528.0,2205,160219,3390047
65,511.0,2355,160219,3390048
66,204.0,715,160003,110049
67,151.0,505,160003,110082,980052
68,126.0,615,160039
69,225.0,1020,160047,770006,130051
70,371.0,1320,160003,110082,980052,670052
71,117.0,715,160041
72,268.0,1080,160061,940056
73,261.0,1055,160061,940057
74,264.0,2090,160047,770041,560228,3140191,2250058
75,129.0,640,160061,940059
76,173.0,695,160061,940061
77,110.0,390,160047
78,277.0,3695,160004,120147,2130060
79,132.0,635,160061,940064
80,147.0,785,160049
81,137.0,505,160050
82,115.0,345,160051
83,119.0,440,160053
84,274.0,2345,160047,770041,560228,3140067
85,117.0,315,160054
86,272.0,2205,160047,770041,560228,3140069
87,100.0,365,160056
88,180.0,825,160061,940074
89,112.0,470,160058
90,154.0,505,160059
91,211.0,940,160047,770041,560074
92,148.0,320,160060
93,194.0,680,160047,770075
94,118.0,580,160061
95,296.0,1240,160219,3390078
96,139.0,655,160062
97,162.0,370,160063
98,131.0,425,160003,110082
99,101.0,355,160065
100,373.0,3875,160004,120147,2130085,1050084
101,257.0,2155,160047,770041,560228,3140084
103,260.0,3735,160004,120147,2130082
104,263.0,3505,160004,120147,2130083
105,263.0,3700,160004,120147,2130085
106,269.0,2250,160047,770041,560228,3140088
107,259.0,3715,160004,120147,2130088
108,254.0,1925,160047,770041,560167,2140093
109,269.0,1545,160219,3390089
