8,146.0,395,290001
9,82.0,120,290002
10,142.0,1750,290269,3650003
11,230.0,1065,290018,250040,560004
12,220.0,1630,290018,250006
13,84.0,390,290056,690005
15,157.0,575,290056,690006
16,585.0,1405,290018,250040,560077,930066,770008
17,82.0,430,290056,690007
18,176.0,620,290056,690005,130008
20,114.0,420,290018,250011
21,82.0,285,290014
22,146.0,465,290015
23,182.0,925,290018,250040,560271,5470013
24,185.0,640,290056,690005,130013
25,64.0,280,290018
26,133.0,1010,290269,3650017
27,257.0,1180,290018,250040,560017
28,132.0,1210,290123,1460018
30,203.0,710,290056,690005,130019
31,122.0,900,290269,3650022
32,111.0,395,290056,690020
33,144.0,1495,290269,3650350,3580001
34,137.0,300,290027
35,116.0,535,290056,690023
36,365.0,2058,290242,3290031,400027
37,299.0,1495,290188,2480028
38,256.0,1388,290269,3650265,2770029
39,289.0,1775,290242,3290031,400031
40,264.0,1710,290242,3290031
41,255.0,1490,290242,3290032
42,231.0,1250,290120,1400033
43,241.0,820,290056,690031
44,97.0,410,290056,690032
45,122.0,475,290038
48,301.0,1160,290018,250072,890037
50,314.0,1235,290018,250064,810039
51,301.0,1120,290018,250037
53,285.0,1215,290251,3390077,940040
55,171.0,800,290018,250039
56,120.0,595,290018,250040
57,160.0,560,290056,690040
58,141.0,1155,290175,2250247,2520043
60,367.0,1595,290056,690005,130043,610044
61,232.0,1355,290056,690005,130043
62,305.0,2600,290269,3650350,3580004
63,263.0,1575,290242,3290158,1930047
64,382.0,1985,290175,2250247,2520201,2050049
65,383.0,2135,290175,2250247,2520201,2050050
66,173.0,605,290056,690040,570050
67,243.0,1010,290018,250040,560051
68,255.0,1240,290056,690005,130050
69,70.0,325,290056
70,451.0,1635,290018,250064,810057,720054
71,235.0,1035,290056,690005,130053
72,338.0,1455,290018,250064,810057
73,325.0,1460,290018,250064,810058
74,113.0,995,290175,2250058
75,234.0,920,290056,690005,130057
76,259.0,1065,290056,690268,6260063
77,221.0,890,290018,250040,560077,930066
78,133.0,1170,290265,3570059
79,238.0,1190,290251,3390077,940064
80,268.0,1185,290018,250064,810067
81,201.0,955,290018,250064
82,291.0,1425,290018,250040,560271,5470065
83,275.0,1230,290018,250064,810069
84,133.0,1105,290269,3650067
85,299.0,1590,290056,690005,130043,610069
86,131.0,1025,290269,3650069
87,221.0,1035,290056,690005,130069
88,251.0,1310,290251,3390071
89,262.0,1025,290018,250072
90,246.0,1095,290251,3390073
91,149.0,560,290078
92,295.0,1390,290018,250040,560076
93,139.0,650,290018,250040,560077
94,224.0,1135,290251,3390077
95,154.0,525,290056,690007,170077
96,238.0,1060,290018,250064,810081
97,285.0,1405,290056,690005,130069,870080
98,226.0,830,290018,250040,560085
99,237.0,1005,290018,250040,560086
100,220.0,885,290090,1050084
101,108.0,825,290087
103,115.0,960,290123,1460085
104,85.0,490,290089
105,110.0,710,290090
106,127.0,990,290269,3650089
107,119.0,790,290269,3650090
108,114.0,860,290093
109,120.0,765,290094
111,124.0,965,290175,2250158,1620093
112,121.0,980,290269,3650098
113,127.0,1145,290153,1890084
114,132.0,1015,290272,3690085
115,90.0,760,290099
116,107.0,820,290153,1890086
117,125.0,1270,290123,1460098
118,115.0,985,290175,2250247,2520100
119,102.0,845,290103
120,113.0,930,290175,2250158,1620102
121,99.0,685,290269,3650106
122,107.0,820,290105
123,111.0,935,290175,2250121
124,120.0,900,290175,2250122
126,107.0,875,290175,2250123
127,100.0,630,290269,3650117
128,116.0,925,290175,2250125
129,117.0,915,290175,2250126
130,103.0,640,290269,3650121
131,125.0,720,290269,3650181,1910114
132,118.0,960,290269,3650124
134,115.0,995,290175,2250131
135,122.0,960,290153,1890107
136,121.0,990,290175,2250247,2520126
137,115.0,695,290120,1400121
139,110.0,915,290175,2250136
140,85.0,605,290120
142,125.0,875,290089,1040125
145,112.0,865,290175,2250142
146,100.0,735,290123
147,109.0,1180,290099,1150056
150,107.0,875,290175,2250146
151,118.0,865,290269,3650141
152,113.0,735,290269,3650343,3530137
153,115.0,970,290175,2250149
154,127.0,960,290269,3650145
155,153.0,1110,290175,2250158,1620131
156,133.0,890,290269,3650121,1300137
159,95.0,845,290131
160,125.0,900,290175,2250156
161,122.0,800,290272,3690113
162,103.0,870,290175,2250158
163,134.0,1005,290272,3690115
164,117.0,905,290269,3650117,1270123
165,112.0,680,290269,3650156
166,109.0,870,290175,2250161
167,114.0,1070,290269,3650158
169,167.0,1010,290269,3650181,1910140
171,115.0,710,290089,1040143
172,100.0,820,290140
174,122.0,910,290212,2860119
175,125.0,770,290089,1040146
176,122.0,885,290188,2480164
177,121.0,910,290272,3690123
178,122.0,840,290269,3650168
179,110.0,960,290175,2250177
180,107.0,1025,290175,2250178
181,115.0,1095,290099,1150059
183,113.0,845,290269,3650174
184,114.0,930,290175,2250158,1620151
186,122.0,1010,290269,3650176
187,120.0,915,290175,2250185
189,95.0,720,290153
190,289.0,1450,290175,2250331,3320151
191,104.0,605,290269,3650181
192,125.0,885,290175,2250188
193,106.0,915,290242,3290158
194,145.0,1400,290212,2860132
196,117.0,880,290175,2250191
197,120.0,1060,290175,2250192
200,114.0,540,290089,1040164
201,114.0,1180,290099,1150062
202,110.0,690,290162
203,108.0,870,290163
204,146.0,840,290123,1460160
205,111.0,1020,290175,2250247,2520201
206,129.0,1110,290272,3690142
207,124.0,1030,290212,2860140
209,120.0,1140,290099,1150064
210,114.0,880,290175,2250203
212,113.0,950,290175,2250204
213,103.0,935,290131,1590150
214,107.0,735,290269,3650117,1270158
215,111.0,940,290175,2250211
218,114.0,1070,290269,3650117,1270160
219,133.0,1110,290175,2250158,1620175
220,202.0,1150,290175,2250245,2490192
222,114.0,870,290173
224,114.0,930,290174
225,95.0,795,290175
227,115.0,880,290188,2480207
228,120.0,1055,290175,2250224
230,110.0,860,290178
231,115.0,585,290089,1040189
233,109.0,865,290175,2250227
235,118.0,955,290175,2250229
236,133.0,1305,290131,1590150,2130211
237,125.0,1605,290089,1040193
239,121.0,860,290269,3650117,1270158,2140224
240,121.0,955,290272,3690158
242,107.0,935,290242,3290197
243,111.0,685,290269,3650233
244,238.0,1250,290175,2250158,1620275,3620106
245,110.0,780,290089,1040198
246,127.0,900,290123,1460185
247,125.0,1165,290242,3290201
248,100.0,720,290188
249,112.0,955,290175,2250245
250,158.0,1265,290269,3650141,1510183
251,157.0,970,290105,1220193
252,104.0,905,290175,2250247
253,115.0,1110,290099,1150069
255,114.0,870,290175,2250250
257,143.0,1415,290242,3290207
259,114.0,910,290175,2250253
260,127.0,1010,290188,2480240
261,115.0,680,290120,1400239
262,108.0,925,290242,3290210
263,129.0,1305,290175,2250315,3140217
264,110.0,680,290269,3650254
265,120.0,875,290269,3650255
266,106.0,895,290175,2250265
267,112.0,950,290175,2250266
268,136.0,1000,290175,2250267
269,110.0,880,290202
270,115.0,680,290120,1400247
272,197.0,1145,290175,2250245,2490237
273,110.0,1925,290204
274,110.0,1075,290205
275,110.0,905,290206
276,131.0,1050,290269,3650181,1910225
277,110.0,650,290269,3650265
279,114.0,775,290089,1040219
280,122.0,985,290175,2250276
282,130.0,1275,290211,2850212
284,112.0,980,290131,1590197
285,100.0,920,290211
286,100.0,800,290212
287,114.0,920,290175,2250282
288,114.0,1060,290175,2250283
290,130.0,1090,290269,3650117,1270206
291,115.0,785,290188,2480270
292,132.0,1550,290103,1190210
293,104.0,660,290269,3650280
294,117.0,1030,290131,1590150,2130264
295,126.0,1130,290242,3290241
297,119.0,980,290099,1150073
299,120.0,550,290089,1040234
300,131.0,870,290089,1040236
301,120.0,1010,290269,3650117,1270214
302,130.0,910,290269,3650117,1270215
303,115.0,615,290089,1040238
304,124.0,1050,290175,2250358,3640286
305,107.0,945,290175,2250300
306,140.0,1225,290178,2300233
307,121.0,960,290269,3650298
308,134.0,1115,290175,2250247,2520317
309,109.0,975,290175,2250307
310,117.0,1075,290153,1890239
311,119.0,815,290120,1400278
314,103.0,910,290175,2250315
315,128.0,1195,290175,2250300,3050248
316,119.0,1045,290175,2250318
317,117.0,830,290269,3650310
318,105.0,880,290175,2250321
319,136.0,1715,290175,2250247,2520201,2050231
320,110.0,850,290236
321,112.0,840,290269,3650117,1270229
323,130.0,1010,290269,3650117,1270230
325,118.0,720,290269,3650181,1910268
326,140.0,1245,290175,2250247,2520201,2050236
327,123.0,1035,290131,1590150,2130300
329,99.0,855,290242
330,112.0,565,290089,1040257
331,109.0,1115,290265,3570256
332,119.0,1060,290175,2250331
334,117.0,990,290123,1460242
335,109.0,980,290265,3570260
336,126.0,880,290123,1460244
337,127.0,1100,290269,3650328
338,117.0,980,290123,1460246
339,117.0,440,290251
340,122.0,1325,290175,2250315,3140279
341,116.0,700,290269,3650181,1910282
342,105.0,910,290175,2250341
343,138.0,1305,290242,3290281
345,111.0,745,290269,3650117,1270248
347,114.0,835,290269,3650335
348,112.0,920,290175,2250345
349,110.0,535,290259
351,116.0,939,290175,2250349
352,125.0,890,290120,1400312
353,101.0,630,290269,3650343
354,116.0,910,290175,2250352
356,111.0,955,290175,2250353
357,87.0,815,290265
358,107.0,890,290269,3650350
359,120.0,895,290242,3290297
362,138.0,1160,290175,2250158,1620275
364,107.0,925,290175,2250358
365,92.0,540,290269
367,120.0,820,290270
368,116.0,920,290099,1150093
369,105.0,685,290272
370,139.0,1060,290269,3650106,1210066
371,120.0,1205,290099,1150094
546,122.0,735,290120,1400334
547,170.0,855,290018,250040,560271
548,265.0,1450,290014,210272
550,174.0,1350,290018,250273
552,156.0,670,290018,250040,560275
553,182.0,900,290018,250040,560278
554,148.0,635,290018,250276
626,149.0,570,290056,690268
663,266.0,1495,290175,2250247,2520395
