8,92.0,500,1710001
9,92.0,395,1710002
10,62.0,1050,1710003
11,184.0,1630,1710227,3140041,560004
12,193.0,2235,1710227,3140041,560005
13,52.0,410,1710006
15,137.0,735,1710007
16,537.0,1720,1710056,710009
17,48.0,640,1710165,2140009
18,125.0,760,1710035,440009
20,103.0,1195,1710227,3140011
21,125.0,550,1710011
22,76.0,840,1710227,3140013
23,132.0,1060,1710124,1530014
24,136.0,790,1710071,860013
25,119.0,640,1710015
26,43.0,585,1710229,3170017
27,204.0,1200,1710246,3390077,940018
28,48.0,1010,1710215,2990019
29,102.0,815,1710238,3310020
30,149.0,825,1710165,2140021
31,30.0,240,1710208,2880019
32,60.0,395,1710023
33,64.0,1105,1710147,1910296,3580001
34,72.0,815,1710124,1530025
35,54.0,325,1710175,2310020
36,297.0,1563,1710165,2140315,3290031,400027
37,226.0,1105,1710120,1470028
38,177.0,1278,1710202,2770029
39,218.0,1035,1710135,1740030
40,196.0,1215,1710165,2140315,3290031
41,187.0,995,1710165,2140315,3290032
42,157.0,995,1710113,1340033
43,222.0,1070,1710035,440054,690031
44,24.0,500,1710035
45,24.0,470,1710036
48,237.0,1425,1710056,710038
50,258.0,1315,1710056,710039
51,274.0,1205,1710188,2520038
53,205.0,1150,1710246,3390077,940040
55,124.0,680,1710042
56,74.0,1160,1710227,3140041
57,112.0,705,1710044
58,48.0,835,1710229,3170044
60,335.0,1615,1710006,130043,610044
61,200.0,1375,1710006,130043
62,225.0,2210,1710147,1910296,3580004
63,184.0,1165,1710149,1930047
64,303.0,1445,1710188,2520201,2050049
65,304.0,1595,1710188,2520201,2050050
66,106.0,1240,1710191,2590050
67,180.0,1155,1710246,3390077,940051
68,223.0,1260,1710006,130050
69,51.0,575,1710035,440054
70,379.0,2190,1710085,1030048
71,159.0,1055,1710056
72,294.0,1570,1710246,3390077,940056
73,287.0,1545,1710246,3390077,940057
74,47.0,625,1710175,2310051
75,155.0,1305,1710246,3390058
76,199.0,1185,1710246,3390077,940061
77,175.0,1445,1710227,3140309,5520065
78,59.0,810,1710098,1170039
79,158.0,1125,1710246,3390077,940064
80,199.0,1250,1710246,3390077,940066
81,171.0,1185,1710246,3390077,940067
82,245.0,1990,1710227,3140041,560271,5470065
83,222.0,1315,1710056,710065
84,47.0,470,1710175,2310061
85,240.0,1360,1710056,710067
86,23.0,410,1710071
87,189.0,1055,1710006,130069
88,171.0,1245,1710246,3390071
89,237.0,1825,1710227,3140041,560072
90,166.0,1030,1710246,3390073
91,100.0,545,1710076
92,249.0,1955,1710227,3140041,560076
93,93.0,1215,1710227,3140041,560077
94,144.0,1070,1710246,3390077
95,82.0,290,1710080
96,165.0,1120,1710246,3390077,940081
97,226.0,1340,1710056,710078
98,180.0,1395,1710227,3140041,560085
99,191.0,1570,1710227,3140041,560086
100,155.0,755,1710087,1050084
101,41.0,770,1710227,3140084
103,23.0,575,1710085
104,16.0,230,1710086
105,45.0,580,1710087
106,52.0,775,1710119,1460089
107,37.0,570,1710089
108,38.0,470,1710165,2140093
109,45.0,635,1710091
111,37.0,455,1710092
112,48.0,760,1710229,3170094
113,44.0,350,1710094
114,39.0,185,1710095
115,35.0,475,1710096
116,30.0,320,1710097
117,27.0,265,1710098
118,30.0,630,1710099
119,32.0,515,1710100
120,40.0,565,1710130,1620102
121,28.0,605,1710264,3650106
122,34.0,635,1710103
123,35.0,670,1710263,3640108
124,27.0,345,1710105
126,35.0,545,1710106
127,29.0,350,1710165,2140119
128,35.0,415,1710108
129,49.0,545,1710188,2520279,2840109
130,26.0,370,1710110
131,36.0,625,1710111
132,44.0,720,1710112
134,20.0,260,1710113
135,37.0,425,1710114
136,40.0,355,1710238,3310121
137,30.0,630,1710115
139,40.0,455,1710188,2520129
140,35.0,405,1710116
142,40.0,555,1710117
145,30.0,490,1710118
146,22.0,350,1710119
147,27.0,420,1710120
150,37.0,555,1710227,3140123
151,41.0,450,1710188,2520142
152,26.0,310,1710123
153,22.0,420,1710124
154,56.0,605,1710165,2140146
155,80.0,745,1710130,1620131
156,56.0,620,1710110,1300137
159,30.0,550,1710127
160,40.0,495,1710128
161,35.0,495,1710129
162,30.0,505,1710130
163,44.0,205,1710131
164,35.0,530,1710132
165,40.0,560,1710220,3050138
166,32.0,625,1710133
167,43.0,990,1710264,3650158
169,86.0,845,1710147,1910140
172,41.0,630,1710254,3490136
174,35.0,370,1710135
175,50.0,495,1710136
176,52.0,690,1710232,3210143
177,35.0,545,1710138
178,47.0,770,1710227,3140146
179,45.0,700,1710171,2250177
180,42.0,765,1710171,2250178
181,35.0,545,1710142
183,32.0,1040,1710143
184,41.0,640,1710227,3140151
186,50.0,965,1710145
187,48.0,515,1710162,2100017
189,35.0,505,1710146
190,222.0,1070,1710232,3210143,1760148
191,23.0,440,1710147
192,32.0,420,1710148
193,27.0,505,1710149
194,68.0,690,1710147,1910162
196,35.0,515,1710151
197,40.0,490,1710152
200,18.0,310,1710153
201,42.0,485,1710227,3140169
202,45.0,445,1710155
203,42.0,760,1710227,3140172
204,59.0,345,1710157
205,32.0,480,1710188,2520201
206,44.0,250,1710159
207,41.0,225,1710160
209,40.0,975,1710161
210,35.0,415,1710162
212,19.0,280,1710163
213,25.0,350,1710164
214,21.0,245,1710165
215,40.0,645,1710166
218,35.0,1015,1710263,3640207
219,53.0,705,1710197,2670181
220,129.0,755,1710188,2520201,2050187,2490192
222,35.0,520,1710227,3140189
224,40.0,510,1710227,3140190
225,30.0,535,1710171
227,51.0,785,1710171,2250223
228,49.0,645,1710210,2910184
230,39.0,465,1710188,2520221
231,8.0,160,1710175
233,35.0,490,1710176
235,45.0,535,1710188,2520227
236,45.0,560,1710178
237,40.0,1495,1710179
239,35.0,370,1710165,2140224
240,35.0,430,1710180
242,39.0,440,1710165,2140315,3290197
243,34.0,495,1710182
244,158.0,755,1710197,2670298,3620106
245,28.0,390,1710183
246,49.0,515,1710119,1460185
247,30.0,385,1710185
248,40.0,465,1710186
249,39.0,560,1710188,2520201,2050187
250,81.0,850,1710188,2520142,1510183
251,77.0,710,1710105,1240252
252,25.0,365,1710188
253,24.0,330,1710189
255,46.0,975,1710267,3690169
257,63.0,605,1710189,2530188
259,27.0,420,1710191
260,67.0,755,1710186,2480240
261,46.0,670,1710229,3170198
262,40.0,430,1710165,2140315,3290210
263,47.0,770,1710227,3140217
264,39.0,600,1710264,3650254
265,48.0,675,1710227,3140219
266,30.0,505,1710196
267,23.0,310,1710197
268,71.0,740,1710171,2250267
269,42.0,1100,1710147,1910296,3580045
270,35.0,370,1710199
272,124.0,750,1710188,2520201,2050187,2490237
273,42.0,840,1710227,3140224
274,35.0,645,1710200
275,40.0,545,1710201
276,50.0,885,1710147,1910225
277,31.0,540,1710202
279,45.0,515,1710086,1040219
280,50.0,1620,1710147,1910296,3580047
282,35.0,610,1710203
284,36.0,460,1710188,2520279
285,27.0,510,1710205
286,30.0,545,1710206
287,35.0,495,1710207
288,16.0,165,1710208
290,55.0,1070,1710147,1910296,3580051
291,40.0,485,1710210
292,62.0,1220,1710100,1190210
293,30.0,425,1710211
294,27.0,940,1710212
295,45.0,430,1710213
297,42.0,455,1710188,2520301
299,16.0,560,1710215
300,52.0,620,1710188,2520304
301,47.0,1005,1710263,3640282
302,52.0,525,1710197,2670239
303,35.0,390,1710123,1520232
304,29.0,950,1710219
305,25.0,380,1710220
306,40.0,655,1710221
307,46.0,800,1710227,3140253
308,54.0,610,1710163,2120190
309,18.0,275,1710224
310,37.0,405,1710225
311,45.0,825,1710147,1910257
314,21.0,375,1710227
315,46.0,630,1710220,3050248
316,35.0,425,1710228
317,16.0,365,1710229
318,37.0,640,1710264,3650311
319,57.0,1175,1710188,2520201,2050231
320,40.0,625,1710224,3090303
321,40.0,570,1710232
323,50.0,445,1710233
325,37.0,555,1710147,1910268
326,57.0,505,1710191,2590283
327,32.0,510,1710235
329,31.0,360,1710165,2140315
330,41.0,580,1710237
331,20.0,250,1710238
332,54.0,800,1710171,2250331
334,35.0,505,1710240
335,27.0,355,1710241
336,31.0,220,1710175,2310218
337,51.0,1590,1710147,1910296,3580061
338,26.0,450,1710245
