8,109.0,905,2790161,3180001
9,159.0,995,2790158,3090159,1710002
10,82.0,1570,2790084,1270260,3650003
11,196.0,1630,2790084,1270158,2140042,560004
12,205.0,2235,2790084,1270158,2140042,560005
13,78.0,1260,2790166,3290256,3140006
15,158.0,1115,2790084,1270158,2140009,170051,690006
16,551.0,1970,2790084,1270158,2140042,560077,930066,770008
17,59.0,770,2790084,1270158,2140009
18,150.0,1495,2790084,1270158,2140042,560271,5470009
20,119.0,1485,2790166,3290256,3140011
21,135.0,1105,2790165,3270012
22,92.0,1130,2790166,3290256,3140013
23,135.0,1110,2790165,3270014
24,151.0,1230,2790165,3270015
25,150.0,1580,2790084,1270158,2140042,560015
26,64.0,710,2790084,1270158,2140017
27,222.0,1850,2790079,1190244,3390077,940018
28,73.0,950,2790084,1270158,2140019
29,107.0,915,2790084,1270020
30,160.0,955,2790084,1270158,2140021
31,37.0,535,2790020
32,73.0,780,2790084,1270158,2140023
33,72.0,1280,2790166,3290024
34,90.0,930,2790097,1520025
35,78.0,1000,2790079,1190026
36,292.0,1768,2790166,3290031,400027
37,227.0,1150,2790133,2480028
38,173.0,1008,2790140,2770029
39,216.0,1485,2790166,3290031,400031
40,191.0,1420,2790166,3290031
41,182.0,1200,2790166,3290032
42,173.0,770,2790140,2770033
43,240.0,1155,2790085,1280033
44,69.0,900,2790084,1270158,2140035
45,67.0,890,2790097,1520113,1340036
48,277.0,1820,2790084,1270158,2140042,560036
50,279.0,2410,2790084,1270158,2140369,5530035
51,284.0,1420,2790097,1520232,3030038
53,223.0,1800,2790079,1190244,3390077,940040
55,144.0,1075,2790158,3090040
56,86.0,1160,2790084,1270158,2140042
57,132.0,1175,2790165,3270042
58,71.0,820,2790165,3270043
60,358.0,2035,2790084,1270158,2140042,560004,110043
61,226.0,2225,2790166,3290256,3140006,130043
62,234.0,2120,2790084,1270141,1910296,3580004
63,190.0,1285,2790166,3290158,1930047
64,309.0,1380,2790085,1280187,2050049
65,310.0,1530,2790085,1280187,2050050
66,120.0,1130,2790165,3270049
67,198.0,1805,2790079,1190244,3390077,940051
68,249.0,2110,2790166,3290256,3140006,130050
69,71.0,865,2790084,1270158,2140009,170051
70,411.0,2515,2790079,1190244,3390053
71,219.0,1960,2790079,1190244,3390077,940055
72,312.0,2220,2790079,1190244,3390077,940056
73,305.0,2195,2790079,1190244,3390077,940057
74,43.0,555,2790174,3420059
75,173.0,1955,2790079,1190244,3390058
76,217.0,1835,2790079,1190244,3390077,940061
77,187.0,1455,2790084,1270158,2140042,560077,930066
78,76.0,1085,2790166,3290062
79,176.0,1775,2790079,1190244,3390077,940064
80,217.0,1900,2790079,1190244,3390077,940066
