8,117.0,955,3040050,3380001
9,134.0,805,3040025,2120118,1710002
10,80.0,1550,3040050,3380003
11,200.0,1560,3040025,2120034,560004
12,209.0,2165,3040025,2120034,560005
13,85.0,1160,3040028,2150171,2250315,3140006
15,169.0,1220,3040028,2150009,170051,690006
16,555.0,1900,3040025,2120034,560077,930066,770008
17,70.0,875,3040028,2150009
18,154.0,1425,3040025,2120034,560271,5470009
20,126.0,1385,3040028,2150171,2250315,3140011
21,155.0,855,3040038,2970255,2520318,3090012
22,96.0,705,3040025,2120010
23,152.0,1420,3040025,2120034,560271,5470013
24,171.0,930,3040038,2970255,2520143,1520015
25,154.0,1510,3040025,2120034,560015
26,41.0,575,3040005
27,227.0,1675,3040025,2120034,560017
28,77.0,1185,3040050,3380124,1460018
29,102.0,1060,3040028,2150020
30,174.0,735,3040038,2970213,2140021
31,53.0,320,3040038,2970022
32,85.0,1020,3040028,2150171,2250315,3140023
33,79.0,1120,3040038,2970373,3580001
34,97.0,1080,3040028,2150129,1530025
35,86.0,1100,3040028,2150137,1640024
36,306.0,1453,3040038,2970188,1930263,3290031,400027
37,234.0,1280,3040038,2970255,2520201,2050187,2490027
38,188.0,1123,3040038,2970278,2770029
39,230.0,1170,3040038,2970188,1930263,3290031,400031
40,205.0,1105,3040038,2970188,1930263,3290031
41,196.0,885,3040038,2970188,1930263,3290032
42,174.0,855,3040020,1340033
43,245.0,940,3040038,2970255,2520034
44,66.0,910,3040025,2120118,1710035
45,57.0,410,3040020,1340036
48,279.0,1835,3040025,2120118,1710056,710038
50,287.0,2385,3040025,2120034,560278,5530035
51,282.0,1015,3040038,2970255,2520038
53,233.0,1500,3040038,2970255,2520283,2860217,3390077,940040
55,149.0,810,3040020,1340041
56,90.0,1090,3040025,2120034
57,134.0,1155,3040038,2970255,2520100,1180034
58,67.0,1410,3040043,3170044
60,362.0,1965,3040025,2120034,560004,110043
61,233.0,2125,3040028,2150171,2250315,3140006,130043
62,234.0,1150,3040038,2970188,1930047,630048
63,190.0,850,3040038,2970188,1930047
64,311.0,1255,3040038,2970255,2520201,2050049
65,312.0,1405,3040038,2970255,2520201,2050050
66,123.0,1070,3040038,2970255,2520255,2590050
67,208.0,1505,3040038,2970255,2520283,2860217,3390077,940051
68,256.0,2010,3040028,2150171,2250315,3140006,130050
69,82.0,970,3040028,2150009,170051
70,408.0,2445,3040050,3380083,1030048
71,201.0,1465,3040025,2120118,1710056
72,321.0,2610,3040025,2120034,560278,5530052
73,294.0,2090,3040061,6260060
74,54.0,650,3040028,2150171,2250058
75,183.0,1655,3040038,2970255,2520283,2860217,3390058
76,222.0,1780,3040061,6260063
77,191.0,1385,3040025,2120034,560077,930066
78,73.0,650,3040025,2120054
79,186.0,1475,3040038,2970255,2520283,2860217,3390077,940064
80,227.0,1600,3040038,2970255,2520283,2860217,3390077,940066
81,191.0,1570,3040025,2120034,560065
82,261.0,1920,3040025,2120034,560271,5470065
83,262.0,1615,3040025,2120034,560077,930066,770067
84,74.0,930,3040025,2120059
85,282.0,1770,3040025,2120118,1710056,710067
86,65.0,820,3040025,2120118,1710071
87,222.0,1805,3040028,2150171,2250315,3140006,130069
88,199.0,1595,3040038,2970255,2520283,2860217,3390071
89,253.0,1755,3040025,2120034,560072
90,194.0,1380,3040038,2970255,2520283,2860217,3390073
91,124.0,1190,3040025,2120034,560074
92,265.0,1885,3040025,2120034,560076
93,109.0,1145,3040025,2120034,560077
94,172.0,1420,3040038,2970255,2520283,2860217,3390077
95,82.0,860,3040050,3380078
96,193.0,1470,3040038,2970255,2520283,2860217,3390077,940081
97,268.0,1750,3040025,2120118,1710056,710078
98,196.0,1325,3040025,2120034,560085
99,207.0,1500,3040025,2120034,560086
100,161.0,925,3040050,3380085,1050084
101,54.0,725,3040028,2150082
103,52.0,830,3040050,3380083
104,58.0,640,3040025,2120118,1710086
105,51.0,750,3040050,3380085
106,68.0,640,3040038,2970188,1930087
107,46.0,250,3040025,2120078
108,45.0,370,3040025,2120079
109,61.0,580,3040028,2150171,2250096
111,63.0,500,3040038,2970255,2520100,1180071
112,67.0,1335,3040043,3170094
113,56.0,550,3040038,2970385,3690084
114,60.0,505,3040038,2970385,3690085
115,46.0,315,3040038,2970100
116,42.0,570,3040050,3380096
117,66.0,215,3040038,2970103
118,44.0,255,3040038,2970255,2520100
119,48.0,725,3040028,2150101
120,53.0,330,3040038,2970385,3690089
121,50.0,330,3040038,2970385,3690090
122,51.0,625,3040028,2150103
123,50.0,160,3040038,2970110
124,57.0,375,3040038,2970188,1930245,3050104
126,48.0,530,3040028,2150171,2250123
127,46.0,310,3040038,2970119
128,47.0,265,3040038,2970255,2520111
129,57.0,355,3040038,2970255,2520279,2840109
130,46.0,525,3040050,3380112
131,58.0,520,3040038,2970385,3690098
132,54.0,535,3040025,2120096
134,37.0,120,3040020
135,62.0,1145,3040043,3170115
136,50.0,260,3040038,2970255,2520126
137,46.0,220,3040038,2970132
139,48.0,265,3040038,2970255,2520129
140,50.0,525,3040025,2120101
142,63.0,600,3040038,2970255,2520201,2050117
145,49.0,265,3040038,2970255,2520137
146,45.0,710,3040050,3380124
147,43.0,235,3040025,2120105
150,48.0,530,3040028,2150171,2250146
151,49.0,260,3040038,2970255,2520142
152,45.0,285,3040038,2970255,2520143
153,47.0,685,3040028,2150129
154,76.0,640,3040038,2970255,2520283,2860112
155,88.0,1505,3040038,2970274,2730110
156,65.0,840,3040050,3380134
159,55.0,525,3040038,2970188,1930133
160,66.0,555,3040028,2150171,2250156
161,50.0,290,3040038,2970385,3690113
162,44.0,480,3040028,2150135
163,62.0,495,3040038,2970385,3690115
164,40.0,580,3040028,2150137
165,53.0,455,3040038,2970188,1930245,3050138
166,45.0,315,3040025,2120116
167,55.0,620,3040025,2120117
169,104.0,665,3040038,2970188,1930156,1910140
171,42.0,410,3040025,2120118
172,49.0,765,3040050,3380144
174,63.0,350,3040038,2970255,2520283,2860119
175,75.0,1265,3040043,3170141
176,63.0,425,3040038,2970255,2520166
177,49.0,400,3040038,2970385,3690123
178,65.0,495,3040038,2970188,1930156,1910149
179,51.0,615,3040028,2150171,2250177
180,48.0,680,3040028,2150171,2250178
181,61.0,760,3040028,2150137,1640132
183,41.0,405,3040038,2970179
184,52.0,710,3040028,2150150
186,55.0,705,3040028,2150151
187,61.0,570,3040028,2150171,2250185
189,50.0,645,3040050,3380161
190,230.0,1105,3040028,2150171,2250331,3320151
191,41.0,260,3040038,2970188,1930156
192,54.0,380,3040038,2970385,3690130
193,33.0,190,3040038,2970188
194,86.0,840,3040038,2970255,2520283,2860132
196,56.0,345,3040038,2970188,1930156,1910163
197,61.0,715,3040028,2150171,2250192
200,55.0,605,3040028,2150158
201,55.0,355,3040038,2970385,3690137
202,53.0,445,3040038,2970385,3690138
203,43.0,345,3040038,2970201
204,87.0,1015,3040038,2970385,3690140
205,40.0,290,3040038,2970255,2520201
206,57.0,600,3040038,2970385,3690142
207,65.0,470,3040038,2970255,2520283,2860140
209,57.0,470,3040038,2970188,1930174
210,50.0,270,3040038,2970385,3690144
212,23.0,145,3040025
213,50.0,785,3040050,3380177
214,46.0,155,3040038,2970213
215,20.0,295,3040028
218,40.0,655,3040025,2120144
219,74.0,720,3040028,2150135,1620175
220,137.0,565,3040038,2970255,2520201,2050187,2490192
222,52.0,475,3040028,2150169
224,55.0,460,3040038,2970188,1930185
225,36.0,450,3040028,2150171
227,57.0,700,3040028,2150171,2250223
228,61.0,710,3040028,2150171,2250224
230,47.0,535,3040028,2150174
231,50.0,570,3040025,2120118,1710175
233,45.0,260,3040038,2970255,2520225
235,53.0,345,3040038,2970255,2520227
236,60.0,695,3040028,2150178
237,51.0,895,3040038,2970238
239,60.0,280,3040038,2970213,2140224
240,49.0,445,3040038,2970385,3690158
242,48.0,330,3040038,2970188,1930263,3290197
243,50.0,215,3040038,2970243
244,173.0,795,3040038,2970188,1930245,3050288,3620106
245,46.0,530,3040050,3380200
246,55.0,295,3040038,2970385,3690163
