8,229.0,795,970058,770001
9,220.0,860,970058,770006,130002
10,183.0,1050,970058,770003
11,110.0,305,970003
12,119.0,1360,970004
13,138.0,660,970058,770006
15,209.0,460,970058,770079,980008
16,391.0,390,970007
17,161.0,795,970058,770006,130007
18,143.0,530,970058,770266,5470009
20,218.0,1105,970058,770041,560015,250011
21,165.0,1190,970058,770012
22,219.0,1930,970058,770041,560228,3140013
23,124.0,560,970013
24,199.0,550,970014
25,168.0,965,970058,770041,560015
26,196.0,1740,970058,770041,560167,2140017
27,87.0,340,970017
28,205.0,2060,970058,770041,560228,3140019
29,221.0,1000,970058,770006,130051,690018
30,257.0,980,970058,770006,130019
31,183.0,1710,970058,770041,560228,3140022
32,193.0,795,970058,770006,130051,690020
33,217.0,2205,970058,770041,560167,2140346,3580001
34,225.0,905,970058,770006,130051,690022
35,198.0,935,970058,770006,130051,690023
36,350.0,1080,970052,710028
37,376.0,2745,970058,770041,560228,3140210,2490027
38,329.0,2268,970058,770041,560167,2140258,2770029
39,364.0,2440,970058,770041,560167,2140315,3290031,400031
40,339.0,2375,970058,770041,560167,2140315,3290031
41,330.0,2155,970058,770041,560167,2140315,3290032
42,306.0,2144,970058,770041,560111,1300033
43,323.0,1220,970058,770006,130051,690031
44,154.0,720,970058,770035
45,186.0,790,970058,770035,440036
48,128.0,320,970036
50,156.0,580,970052,710039
51,188.0,385,970036,480039
53,149.0,575,970057,760040
55,135.0,680,970039
56,104.0,545,970058,770041
57,146.0,630,970041
58,214.0,1990,970058,770041,560228,3140043
60,259.0,1135,970052,710045,610044
61,124.0,895,970052,710045
62,378.0,3310,970058,770041,560167,2140346,3580004
63,338.0,2240,970058,770041,560167,2140315,3290158,1930047
64,457.0,2510,970058,770041,560188,2520201,2050049
65,458.0,2660,970058,770041,560188,2520201,2050050
66,146.0,615,970047
67,110.0,350,970058,770051
68,118.0,280,970064,830052
69,152.0,725,970058,770006,130051
70,324.0,905,970051
71,57.0,320,970052
72,238.0,795,970062,810057
73,200.0,665,970058,770057
74,191.0,1795,970058,770041,560228,3140191,2250058
75,107.0,420,970056
76,104.0,480,970057
77,37.0,95,970058
78,224.0,2040,970058,770041,560167,2140315,3290062
79,117.0,345,970058,770076,940064
80,117.0,415,970058,770063
81,101.0,295,970062
82,125.0,115,970063
83,97.0,220,970064
84,201.0,2050,970058,770041,560228,3140067
85,138.0,625,970052,710067
86,199.0,1910,970058,770041,560228,3140069
87,106.0,250,970058,770071
88,164.0,350,970058,770079,980077,900071
89,150.0,365,970058,770072
90,114.0,285,970058,770079,980077
91,135.0,570,970070
92,179.0,270,970063,820082
93,121.0,385,970058,770075
94,103.0,290,970058,770076
95,224.0,750,970058,770041,560082
96,103.0,290,970058,770078
98,90.0,205,970058,770079
99,125.0,200,970058,770080
