from,to,transportation_type_id,transportation_type,price_unit,unit,price_euro,duration_minutes
100,101,1,flight,240,GBP,287.55,780.0
100,103,1,flight,320,EUR,320.0,1100.0
100,104,1,flight,380,EUR,380.0,885.0
100,105,1,flight,360,EUR,360.0,870.0
100,106,1,flight,500,EUR,500.0,1055.0
100,107,1,flight,2600,DKK,349.44,770.0
100,108,1,flight,2200,DKK,295.68,1050.0
100,109,1,flight,500,EUR,500.0,2200.0
100,111,1,flight,270,EUR,270.0,620.0
100,112,1,flight,9000,TRY,560.66,1145.0
100,113,1,flight,7500,TRY,467.22,1020.0
100,114,1,flight,6500,TRY,404.92,1040.0
100,116,1,flight,270,EUR,270.0,800.0
100,116,1,flight,310,EUR,310.0,965.0
100,116,1,flight,270,EUR,270.0,800.0
100,116,1,flight,310,EUR,310.0,965.0
100,117,1,flight,750,USD,671.86,1085.0
100,119,1,flight,230,GBP,275.57,875.0
100,119,1,flight,220,GBP,263.59,895.0
100,119,1,flight,230,GBP,275.57,875.0
100,119,1,flight,220,GBP,263.59,895.0
100,120,1,flight,270,GBP,323.5,820.0
100,121,1,flight,22000,PHP,382.94,1790.0
100,122,1,flight,270,GBP,323.5,840.0
100,123,1,flight,110000,HUF,298.4,835.0
100,124,1,flight,270,EUR,270.0,720.0
100,126,1,flight,450,EUR,450.0,1055.0
100,127,1,flight,3000,DKK,403.2,790.0
100,128,1,flight,280,EUR,280.0,765.0
100,129,1,flight,280,EUR,280.0,750.0
100,130,1,flight,290,EUR,290.0,975.0
100,131,1,flight,3100,NOK,307.3,810.0
100,132,1,flight,3700,NOK,366.78,1025.0
100,134,1,flight,370,USD,331.45,825.0
100,135,1,flight,39000,RSD,-1,975.0
100,135,1,flight,39000,RSD,-1,975.0
100,136,1,flight,330,EUR,330.0,1250.0
100,137,1,flight,320,EUR,320.0,770.0
100,140,1,flight,290,EUR,290.0,815.0
100,142,1,flight,400,GBP,479.25,1050.0
100,145,1,flight,310,EUR,310.0,935.0
100,146,1,flight,480,EUR,480.0,1030.0
100,147,1,flight,2100,DKK,282.24,745.0
100,147,1,flight,2100,DKK,282.24,745.0
100,150,1,flight,310,EUR,310.0,815.0
100,151,1,flight,430,EUR,430.0,1110.0
100,152,1,flight,340,EUR,340.0,915.0
100,153,1,flight,370,USD,331.45,920.0
100,154,1,flight,420,EUR,420.0,1085.0
100,155,1,flight,420,EUR,420.0,1085.0
100,156,1,flight,500,EUR,500.0,1030.0
100,160,1,flight,360,EUR,360.0,820.0
100,161,1,flight,280,EUR,280.0,835.0
100,161,1,flight,280,EUR,280.0,835.0
100,161,1,flight,280,EUR,280.0,835.0
100,162,1,flight,280,EUR,280.0,795.0
100,163,1,flight,8000,TRY,498.36,1040.0
100,164,1,flight,3000,HRK,397.25,960.0
100,166,1,flight,220,GBP,263.59,775.0
100,167,1,flight,260,GBP,311.52,985.0
100,171,1,flight,1400,ILS,354.59,1830.0
100,174,1,flight,290,EUR,290.0,575.0
100,174,1,flight,290,EUR,290.0,575.0
100,175,1,flight,390,EUR,390.0,780.0
100,176,1,flight,390,EUR,390.0,1135.0
100,177,1,flight,360,EUR,360.0,790.0
100,178,1,flight,4700,NOK,465.91,895.0
100,179,1,flight,430,EUR,430.0,1095.0
100,180,1,flight,500,EUR,500.0,1100.0
100,181,1,flight,360,EUR,360.0,805.0
100,183,1,flight,260,USD,232.91,890.0
100,184,1,flight,240,GBP,287.55,820.0
100,184,1,flight,240,GBP,287.55,820.0
100,186,1,flight,480,EUR,480.0,995.0
100,187,1,flight,700,EUR,700.0,1060.0
100,189,1,flight,40000,INR,474.52,1535.0
100,190,1,flight,300,EUR,300.0,1140.0
100,191,1,flight,1300,PLN,279.25,815.0
100,192,1,flight,310,CHF,300.39,785.0
100,193,1,flight,2900,SEK,270.17,810.0
100,193,1,flight,2900,SEK,270.17,810.0
100,194,1,flight,250,GBP,299.53,785.0
100,196,1,flight,310,EUR,310.0,730.0
100,196,1,flight,23000,RUB,240.29,890.0
100,196,1,flight,310,EUR,310.0,730.0
100,196,1,flight,23000,RUB,240.29,890.0
100,197,1,flight,310,EUR,310.0,840.0
100,200,1,flight,490,EUR,490.0,910.0
100,201,1,flight,300,EUR,300.0,855.0
100,202,1,flight,420,EUR,420.0,800.0
100,203,1,flight,270,GBP,323.5,925.0
100,205,1,flight,370,EUR,370.0,845.0
100,206,1,flight,6500,TRY,404.92,1005.0
101,100,1,flight,470,USD,421.03,1010.0
101,102, ,car,27,GBP,32.35,200.9
101,103,1,flight,130,EUR,130.0,560.0
101,104,1,flight,110,EUR,110.0,345.0
101,105,1,flight,30,EUR,30.0,195.0
101,106,1,flight,35,EUR,35.0,775.0
101,107,1,flight,700,DKK,94.08,240.0
101,108,1,flight,900,DKK,120.96,360.0
101,109,1,flight,40,EUR,40.0,925.0
101,111,1,flight,80,EUR,80.0,95.0
101,112,1,flight,3100,TRY,193.12,650.0
101,113,1,flight,1900,TRY,118.36,490.0
101,114,1,flight,1300,TRY,80.98,420.0
101,116,1,flight,20,EUR,20.0,250.0
101,116,1,flight,25,EUR,25.0,325.0
101,116,1,flight,20,EUR,20.0,250.0
101,116,1,flight,25,EUR,25.0,325.0
101,117,1,flight,35,USD,31.35,480.0
101,118,1,flight,30,USD,26.87,475.0
101,119,1,flight,70,GBP,83.87,70.0
101,119,1,flight,70,GBP,83.87,70.0
101,120,1,flight,40,GBP,47.93,85.0
101,120, ,car,65,GBP,77.88,424.6
101,121, ,car,90,GBP,107.83,574.2
101,122,1,flight,30,GBP,35.94,90.0
101,122, ,car,80,GBP,95.85,509.3
101,123,1,flight,10000,HUF,27.13,260.0
101,124,1,flight,65,EUR,65.0,245.0
101,126,1,flight,110,EUR,110.0,210.0
101,127,1,flight,700,DKK,94.08,240.0
101,128,1,flight,29,EUR,29.0,280.0
101,129,1,flight,80,EUR,80.0,275.0
101,130,1,flight,95,EUR,95.0,270.0
101,131,1,flight,750,NOK,74.35,75.0
101,132,1,flight,1200,NOK,118.96,395.0
101,134,1,flight,55,USD,49.27,310.0
101,135,1,flight,16000,RSD,-1,295.0
101,135,1,flight,16000,RSD,-1,295.0
101,136,1,flight,23,EUR,23.0,390.0
101,137,1,flight,20,EUR,20.0,285.0
101,140,1,flight,70,EUR,70.0,220.0
101,142, ,car,80,GBP,95.85,530.8
101,145,1,flight,85,EUR,85.0,300.0
101,146,1,flight,70,EUR,70.0,405.0
101,147,1,flight,500,DKK,67.2,95.0
101,147,1,flight,500,DKK,67.2,95.0
101,150,1,flight,95,GBP,113.82,55.0
101,151,1,flight,30,EUR,30.0,410.0
101,152,1,flight,95,EUR,95.0,420.0
101,153,1,flight,30,USD,26.87,380.0
101,154,1,flight,75,EUR,75.0,380.0
101,155,1,flight,45,EUR,45.0,260.0
101,158, ,car,55,GBP,65.9,376.0
101,160,1,flight,130,EUR,130.0,410.0
101,161,1,flight,75,EUR,75.0,230.0
101,161,1,flight,75,EUR,75.0,230.0
101,161,1,flight,75,EUR,75.0,230.0
101,162,1,flight,60,EUR,60.0,80.0
101,163,1,flight,1100,TRY,68.53,385.0
101,164,1,flight,700,HRK,92.69,450.0
101,165, ,car,60,GBP,71.89,420.5
101,166, ,car,19,GBP,22.76,127.3
101,167,1,flight,60,GBP,71.89,220.0
101,167, ,car,90,GBP,107.83,560.8
101,169,1,flight,1400,DKK,188.16,85.0
101,171,1,flight,950,ILS,240.62,740.0
101,172,1,flight,22,EUR,22.0,350.0
101,174,1,flight,80,EUR,80.0,245.0
101,174,1,flight,80,EUR,80.0,245.0
101,175,1,flight,120,EUR,120.0,370.0
101,176,1,flight,35,EUR,35.0,425.0
101,177,1,flight,85,EUR,85.0,275.0
101,178,1,flight,950,NOK,94.17,190.0
101,179,1,flight,35,EUR,35.0,205.0
101,180,1,flight,90,EUR,90.0,405.0
101,181,1,flight,140,EUR,140.0,355.0
101,183,1,flight,65,USD,58.23,230.0
101,184, ,car,25,GBP,29.95,163.0
101,184, ,car,28,GBP,33.55,185.1
101,184, ,car,25,GBP,29.95,163.0
101,184, ,car,28,GBP,33.55,185.1
101,186,1,flight,35,EUR,35.0,480.0
101,187,1,flight,28,EUR,28.0,415.0
101,189,1,flight,38000,INR,450.79,740.0
101,191,1,flight,75,PLN,16.11,120.0
101,192,1,flight,60,CHF,58.14,145.0
101,193,1,flight,1000,SEK,93.16,240.0
101,193,1,flight,1000,SEK,93.16,240.0
101,194,1,flight,75,GBP,89.86,80.0
101,194, ,car,55,GBP,65.9,400.4
101,196,1,flight,65,EUR,65.0,290.0
101,196,1,flight,380,EUR,380.0,935.0
101,196,1,flight,65,EUR,65.0,290.0
101,196,1,flight,380,EUR,380.0,935.0
101,197,1,flight,90,EUR,90.0,225.0
101,200,1,flight,100,EUR,100.0,390.0
101,201,1,flight,100,EUR,100.0,265.0
101,202,1,flight,55,EUR,55.0,275.0
101,203, ,car,14,GBP,16.77,111.4
101,203, ,towncar,30,GBP,35.94,111.4
101,204,1,flight,12000,HUF,32.55,505.0
101,205,1,flight,90,EUR,90.0,360.0
101,206,1,flight,1200,TRY,74.75,525.0
102,101, ,car,27,GBP,32.35,200.6
102,120, ,car,60,GBP,71.89,402.2
102,121, ,car,85,GBP,101.84,551.8
102,122, ,car,75,GBP,89.86,486.9
102,142, ,car,75,GBP,89.86,508.4
102,158, ,car,50,GBP,59.91,353.7
102,165, ,car,60,GBP,71.89,398.3
102,166, ,car,18,GBP,21.57,133.4
102,166, ,towncar,30,GBP,35.94,133.4
102,167, ,car,85,GBP,101.84,538.4
102,184, ,car,13,GBP,15.58,107.3
102,184, ,towncar,30,GBP,35.94,107.3
102,184, ,car,18,GBP,21.57,141.2
102,184, ,towncar,30,GBP,35.94,141.2
102,184, ,car,13,GBP,15.58,107.3
102,184, ,towncar,30,GBP,35.94,107.3
102,184, ,car,18,GBP,21.57,141.2
102,184, ,towncar,30,GBP,35.94,141.2
102,194, ,car,55,GBP,65.9,378.2
102,203, ,car,17,GBP,20.37,141.1
103,100,1,flight,400,USD,358.33,1530.0
103,101,1,flight,55,GBP,65.9,525.0
103,104,1,flight,30,EUR,30.0,60.0
103,105,1,flight,22,EUR,22.0,530.0
103,105, ,car,440,EUR,440.0,1891.8
103,106,1,flight,110,EUR,110.0,735.0
103,106, ,car,480,EUR,480.0,2036.2
103,107,1,flight,490,DKK,65.86,520.0
103,107, ,car,2800,DKK,376.32,1549.2
103,108,1,flight,130,DKK,17.47,530.0
103,108, ,car,2700,DKK,362.88,1509.2
103,109,1,flight,21,EUR,21.0,535.0
103,109, ,car,260,EUR,260.0,1097.2
103,111,1,flight,30,EUR,30.0,355.0
103,111, ,car,340,EUR,340.0,1424.9
103,112, ,car,2400,TRY,149.51,860.9
103,113, ,car,1600,TRY,99.67,502.2
103,114, ,car,2100,TRY,130.82,749.9
103,115,1,flight,17,CHF,16.47,695.0
103,115, ,car,270,CHF,261.63,1137.5
103,116,1,flight,50,EUR,50.0,325.0
103,116, ,car,330,EUR,330.0,1381.8
103,116,1,flight,15,EUR,15.0,500.0
103,116, ,car,330,EUR,330.0,1381.7
103,116,1,flight,50,EUR,50.0,325.0
103,116, ,car,330,EUR,330.0,1381.8
103,116,1,flight,15,EUR,15.0,500.0
103,116, ,car,330,EUR,330.0,1381.7
103,117, ,car,50,USD,44.79,260.4
103,118, ,car,170,USD,152.29,680.5
103,119,1,flight,40,GBP,47.93,535.0
103,119,1,flight,35,GBP,41.93,540.0
103,119,1,flight,40,GBP,47.93,535.0
103,119,1,flight,35,GBP,41.93,540.0
103,120,1,flight,18,GBP,21.57,440.0
103,122,1,flight,15,GBP,17.97,440.0
103,123,1,flight,4500,HUF,12.21,400.0
103,123, ,car,55000,HUF,149.2,698.1
103,124,1,flight,35,EUR,35.0,320.0
103,124, ,car,270,EUR,270.0,1161.0
103,126,1,flight,85,EUR,85.0,605.0
103,126, ,car,430,EUR,430.0,1793.6
103,127,1,flight,170,DKK,22.85,540.0
103,127, ,car,2600,DKK,349.44,1460.8
103,128,1,flight,15,EUR,15.0,315.0
103,128, ,car,380,EUR,380.0,1611.8
103,129,1,flight,60,EUR,60.0,480.0
103,129, ,car,420,EUR,420.0,1781.3
103,130,1,flight,12,EUR,12.0,300.0
103,130, ,car,230,EUR,230.0,994.8
103,131,1,flight,600,NOK,59.48,510.0
103,131, ,car,5500,NOK,545.21,2347.2
103,132,1,flight,700,NOK,69.39,685.0
103,132, ,car,7000,NOK,693.91,2882.5
103,134,1,flight,94,USD,84.21,220.0
103,134, ,car,85,USD,76.14,478.3
103,135,1,flight,5500,RSD,-1,445.0
103,135, ,car,13000,RSD,-1,506.1
103,135, ,car,11000,RUB,114.92,518.8
103,135,1,flight,5500,RSD,-1,445.0
103,135, ,car,13000,RSD,-1,506.1
103,135, ,car,11000,RUB,114.92,518.8
103,136, ,car,190,EUR,190.0,812.2
103,137,1,flight,35,EUR,35.0,615.0
103,137, ,car,380,EUR,380.0,1631.9
103,139, ,car,5000,CZK,199.28,874.8
103,140,1,flight,40,EUR,40.0,435.0
103,140, ,car,290,EUR,290.0,1249.4
103,141, ,car,27000,RUB,282.08,1271.8
103,142,1,flight,22,GBP,26.36,515.0
103,145,1,flight,15,EUR,15.0,325.0
103,145, ,car,300,EUR,300.0,1267.6
103,146,1,flight,60,EUR,60.0,230.0
103,147,1,flight,420,DKK,56.45,390.0
103,147, ,car,2800,DKK,376.32,1558.8
103,147, ,car,2800,DKK,376.32,1547.8
103,147,1,flight,420,DKK,56.45,390.0
103,147, ,car,2800,DKK,376.32,1558.8
103,147, ,car,2800,DKK,376.32,1547.8
103,150,1,flight,23,EUR,23.0,605.0
103,151,1,flight,17,EUR,17.0,505.0
103,152,1,flight,10,EUR,10.0,230.0
103,153,1,flight,18,USD,16.12,450.0
103,153, ,car,150,USD,134.37,810.8
103,154,1,flight,80,EUR,80.0,635.0
103,154, ,car,320,EUR,320.0,1412.3
103,155, ,car,290,EUR,290.0,1259.5
103,156,1,flight,55,EUR,55.0,775.0
103,156, ,car,380,EUR,380.0,1602.1
103,159, ,car,310,EUR,310.0,1283.9
103,160,1,flight,65,EUR,65.0,465.0
103,160, ,car,250,EUR,250.0,1078.8
103,161,1,flight,55,EUR,55.0,315.0
103,161, ,car,310,EUR,310.0,1300.2
103,161, ,car,320,EUR,320.0,1341.3
103,161, ,car,30000,RUB,313.42,1312.1
103,161,1,flight,55,EUR,55.0,315.0
103,161, ,car,310,EUR,310.0,1300.2
103,161, ,car,320,EUR,320.0,1341.3
103,161, ,car,30000,RUB,313.42,1312.1
103,161,1,flight,55,EUR,55.0,315.0
103,161, ,car,310,EUR,310.0,1300.2
103,161, ,car,320,EUR,320.0,1341.3
103,161, ,car,30000,RUB,313.42,1312.1
103,162,1,flight,20,EUR,20.0,455.0
103,164,1,flight,410,HRK,54.29,310.0
103,164, ,car,1000,HRK,132.42,765.6
103,166,1,flight,50,GBP,59.91,395.0
103,169, ,car,2600,DKK,349.44,1457.6
103,171,1,flight,330,ILS,83.58,685.0
103,172,1,flight,18,EUR,18.0,320.0
103,172, ,car,330,EUR,330.0,1366.6
103,174,1,flight,15,EUR,15.0,315.0
103,174, ,car,280,EUR,280.0,1185.9
103,174, ,car,300,EUR,300.0,1248.7
103,174,1,flight,15,EUR,15.0,315.0
103,174, ,car,280,EUR,280.0,1185.9
103,174, ,car,300,EUR,300.0,1248.7
103,175, ,car,260,EUR,260.0,1126.0
103,176,1,flight,30,EUR,30.0,680.0
103,177,1,flight,45,EUR,45.0,405.0
103,177, ,car,240,EUR,240.0,1051.2
103,178,1,flight,950,NOK,94.17,635.0
103,178, ,car,5500,NOK,545.21,2443.1
103,179,1,flight,30,EUR,30.0,560.0
103,179, ,car,500,EUR,500.0,2276.3
103,180,1,flight,45,EUR,45.0,725.0
103,181,1,flight,60,EUR,60.0,500.0
103,181, ,car,180,EUR,180.0,810.9
103,183,1,flight,17,USD,15.23,750.0
103,184,1,flight,17,GBP,20.37,505.0
103,184,1,flight,17,GBP,20.37,505.0
103,185, ,car,480,EUR,480.0,2408.6
103,186,1,flight,29,EUR,29.0,460.0
103,186, ,car,490,EUR,490.0,2088.9
103,187, ,car,360,EUR,360.0,1549.5
103,189,1,flight,18000,INR,213.53,755.0
103,189, ,car,85000,INR,1008.35,6123.8
103,190, ,car,340,EUR,340.0,1395.8
103,191,1,flight,65,PLN,13.96,510.0
103,191, ,car,1400,PLN,300.73,1306.5
103,192,1,flight,40,CHF,38.76,430.0
103,192, ,car,300,CHF,290.7,1256.5
103,193,1,flight,550,SEK,51.24,380.0
103,193, ,car,4500,SEK,419.24,1754.9
