from,to,transportation_type_id,transportation_type,price_unit,unit,price_euro,duration_minutes
9,10,1,flight,280,USD,244.58,1415.0
9,11,1,flight,410,USD,358.14,485.0
9,11, ,car,600,USD,524.11,5156.2
9,12,1,flight,260,USD,227.11,920.0
9,12, ,car,0,,0,4389.0
9,13,1,flight,140,USD,122.29,420.0
9,15,1,flight,200,USD,174.7,630.0
9,16,1,flight,3600,CNY,492.83,1040.0
9,16, ,car,2000,CNY,273.8,3013.2
9,17,1,flight,420,USD,366.88,515.0
9,17, ,car,95,USD,82.98,2419.7
9,18,1,flight,250,USD,218.38,400.0
9,18, ,car,260,USD,227.11,2639.3
9,19,1,flight,280,USD,244.58,345.0
9,20,1,flight,410,USD,358.14,570.0
9,21,1,flight,70,USD,61.15,55.0
9,21, ,car,0,,0,375.7
9,22,1,flight,430,USD,375.61,420.0
9,23,1,flight,270,USD,235.85,540.0
9,23, ,car,0,,0,3228.7
9,24,1,flight,42000,LKR,-1,590.0
9,24,1,flight,42000,LKR,-1,590.0
9,25,1,flight,95,USD,82.98,70.0
9,25, ,car,30,USD,26.21,536.4
9,26,1,flight,330,USD,288.26,510.0
9,27,1,flight,390,USD,340.67,990.0
9,28,1,flight,330,USD,288.26,460.0
9,29,1,flight,100,USD,87.35,120.0
9,29, ,car,0,,0,1341.3
9,30,1,flight,320,USD,279.52,605.0
9,31,1,flight,380,USD,331.94,510.0
9,31,1,flight,380,USD,331.94,510.0
9,32,1,flight,310,USD,270.79,400.0
9,33,1,flight,190,USD,165.97,200.0
9,34,1,flight,260,USD,227.11,325.0
9,35,1,flight,100,USD,87.35,435.0
9,36,1,flight,550,USD,480.43,1345.0
9,37,1,flight,480,USD,419.29,1155.0
9,38,1,flight,500,USD,436.76,1040.0
9,38,1,flight,470,USD,410.55,1181.0
9,38,1,flight,500,USD,436.76,1040.0
9,38,1,flight,470,USD,410.55,1181.0
9,39,1,flight,500,USD,436.76,1330.0
9,39,1,flight,450,EUR,450.0,1330.0
9,39,1,flight,500,USD,436.76,1330.0
9,39,1,flight,450,EUR,450.0,1330.0
9,39,1,flight,500,USD,436.76,1330.0
9,39,1,flight,450,EUR,450.0,1330.0
9,39,1,flight,500,USD,436.76,1330.0
9,39,1,flight,450,EUR,450.0,1330.0
9,40,1,flight,500,USD,436.76,1175.0
9,40,1,flight,500,USD,436.76,1175.0
9,40,1,flight,500,USD,436.76,1175.0
9,41,1,flight,500,USD,436.76,1038.0
9,44,1,flight,850,SAR,-1,370.0
9,45,1,flight,1600,SAR,-1,500.0
9,47,1,flight,12000,MXN,507.46,1127.0
9,48,1,flight,65000,JPY,498.08,540.0
9,53,1,flight,5500000,IDR,338.67,1290.0
9,55,1,flight,15000,INR,176.07,360.0
9,55, ,car,28000,INR,328.67,2968.6
9,56,1,flight,15000,INR,176.07,315.0
9,57,1,flight,7000,INR,82.17,420.0
9,58,1,flight,410,USD,358.14,465.0
9,60,1,flight,3400,CNY,465.45,825.0
9,60, ,car,3400,CNY,465.45,3912.7
9,61,1,flight,3500,CNY,479.14,835.0
9,61, ,car,3100,CNY,424.38,3635.0
9,62,1,flight,650,CAD,450.89,1075.0
9,62,1,flight,600,CAD,416.2,1260.0
9,62,1,flight,650,CAD,450.89,1075.0
9,62,1,flight,600,CAD,416.2,1260.0
9,62,1,flight,650,CAD,450.89,1075.0
9,62,1,flight,600,CAD,416.2,1260.0
9,63,1,flight,650,CAD,450.89,1033.0
9,63,1,flight,650,CAD,450.89,1114.0
9,63,1,flight,650,CAD,450.89,1033.0
9,63,1,flight,650,CAD,450.89,1114.0
9,63,1,flight,650,CAD,450.89,1033.0
9,63,1,flight,650,CAD,450.89,1114.0
9,64,1,flight,3000,BRL,484.64,1360.0
9,64,1,flight,2800,BRL,452.33,1480.0
9,64,1,flight,3000,BRL,484.64,1360.0
9,64,1,flight,2800,BRL,452.33,1480.0
9,65,1,flight,90000,ARS,-1,1535.0
