from,to,transportation_type_id,transportation_type,price_unit,unit,price_euro,duration_HR,json
24,35,1,flight,220,USD,189.62,9.3,"{""option_id"": 0, ""option"": ""Fly-Colombo-to-Erevan"", ""org"": ""Colombo Airport (CMB)"", ""org_lat"": 7.17445, ""org_lng"": 79.88734, ""org_code"": ""LK"", ""org_zone"": ""Asia/Colombo"", ""org_unknown"": 1, ""dest"": ""Erevan Airport (EVN)"", ""dest_lat"": 40.15272, ""dest_lng"": 44.39805, ""dest_code"": ""AM"", ""dest_zone"": ""Asia/Yerevan"", ""dest_unknown"": 1, ""transits"": {""0"": {""cat"": ""flight"", ""type"": ""turquoise"", ""org_code"": ""CMB"", ""org_name"": ""Colombo"", ""unknown"": """", ""org_lat"": 7.17445, ""org_lng"": 79.88734, ""org_town"": ""Western"", ""org_country"": ""Sri Lanka"", ""org_zone"": ""AS"", ""dest_code"": ""EVN"", ""dest_name"": ""Erevan"", ""dest_lat"": 40.15272, ""dest_lng"": 44.39805, ""dest_town"": ""Armavir"", ""dest_country"": ""Armenia"", ""dest_zone"": ""AS"", ""duration"": 33600, ""price_unit"": ""USD"", ""min_price_unit"": 220, ""max_price_unit"": 791.95}}, ""dist_trip"": 5079}"
24,36,1,flight,650,USD,560.25,21.8,"{""option_id"": 0, ""option"": ""Fly-from-Colombo"", ""org"": ""Colombo Airport (CMB)"", ""org_lat"": 7.17445, ""org_lng"": 79.88734, ""org_code"": ""LK"", ""org_zone"": ""Asia/Colombo"", ""org_unknown"": 1, ""dest"": ""Honolulu Airport (HNL)"", ""dest_lat"": 21.3329, ""dest_lng"": -157.9214, ""dest_code"": ""US"", ""dest_zone"": ""Pacific/Honolulu"", ""dest_unknown"": 1, ""transits"": {""0"": {""cat"": ""flight"", ""type"": ""turquoise"", ""org_code"": ""CMB"", ""org_name"": ""Colombo"", ""unknown"": """", ""org_lat"": 7.17445, ""org_lng"": 79.88734, ""org_town"": ""Western"", ""org_country"": ""Sri Lanka"", ""org_zone"": ""AS"", ""dest_code"": ""HNL"", ""dest_name"": ""Honolulu"", ""dest_lat"": 21.3329, ""dest_lng"": -157.9214, ""dest_town"": ""Hawaii"", ""dest_country"": ""United States"", ""dest_zone"": ""NA"", ""duration"": 78600, ""price_unit"": ""USD"", ""min_price_unit"": 650, ""max_price_unit"": 1369.63}}, ""dist_trip"": 12974}"
24,37,1,flight,550,USD,474.06,20.4,"{""option_id"": 0, ""option"": ""Fly-Colombo-to-San-Francisco"", ""org"": ""Colombo Airport (CMB)"", ""org_lat"": 7.17445, ""org_lng"": 79.88734, ""org_code"": ""LK"", ""org_zone"": ""Asia/Colombo"", ""org_unknown"": 1, ""dest"": ""San Francisco Airport (SFO)"", ""dest_lat"": 37.61522, ""dest_lng"": -122.39, ""dest_code"": ""US"", ""dest_zone"": ""America/Los_Angeles"", ""dest_unknown"": 1, ""transits"": {""0"": {""cat"": ""flight"", ""type"": ""turquoise"", ""org_code"": ""CMB"", ""org_name"": ""Colombo"", ""unknown"": """", ""org_lat"": 7.17445, ""org_lng"": 79.88734, ""org_town"": ""Western"", ""org_country"": ""Sri Lanka"", ""org_zone"": ""AS"", ""dest_code"": ""SFO"", ""dest_name"": ""San Francisco"", ""dest_lat"": 37.61522, ""dest_lng"": -122.39, ""dest_town"": ""California"", ""dest_country"": ""United States"", ""dest_zone"": ""NA"", ""duration"": 73500, ""price_unit"": ""USD"", ""min_price_unit"": 550, ""max_price_unit"": 1494.13}}, ""dist_trip"": 14537}"
24,38,1,flight,500,USD,430.96,22.8,"{""option_id"": 0, ""option"": ""Fly-Colombo-to-Orlando"", ""org"": ""Colombo Airport (CMB)"", ""org_lat"": 7.17445, ""org_lng"": 79.88734, ""org_code"": ""LK"", ""org_zone"": ""Asia/Colombo"", ""org_unknown"": 1, ""dest"": ""Orlando Airport (MCO)"", ""dest_lat"": 28.43138, ""dest_lng"": -81.30844, ""dest_code"": ""US"", ""dest_zone"": ""America/New_York"", ""dest_unknown"": 1, ""transits"": {""0"": {""cat"": ""flight"", ""type"": ""turquoise"", ""org_code"": ""CMB"", ""org_name"": ""Colombo"", ""unknown"": """", ""org_lat"": 7.17445, ""org_lng"": 79.88734, ""org_town"": ""Western"", ""org_country"": ""Sri Lanka"", ""org_zone"": ""AS"", ""dest_code"": ""MCO"", ""dest_name"": ""Orlando"", ""dest_lat"": 28.43138, ""dest_lng"": -81.30844, ""dest_town"": ""Florida"", ""dest_country"": ""United States"", ""dest_zone"": ""NA"", ""duration"": 81900, ""price_unit"": ""USD"", ""min_price_unit"": 500, ""max_price_unit"": 1514.95}}, ""dist_trip"": 15583}"
24,38,1,flight,550,USD,474.06,27.5,"{""option_id"": 0, ""option"": ""Fly-to-Orlando-Sanford"", ""org"": ""Colombo Airport (CMB)"", ""org_lat"": 7.17445, ""org_lng"": 79.88734, ""org_code"": ""LK"", ""org_zone"": ""Asia/Colombo"", ""org_unknown"": 1, ""dest"": ""Orlando Sanford Airport (SFB)"", ""dest_lat"": 28.77484, ""dest_lng"": -81.24301, ""dest_code"": ""US"", ""dest_zone"": ""America/New_York"", ""dest_unknown"": 1, ""transits"": {""0"": {""cat"": ""flight"", ""type"": ""turquoise"", ""org_code"": ""CMB"", ""org_name"": ""Colombo"", ""unknown"": """", ""org_lat"": 7.17445, ""org_lng"": 79.88734, ""org_town"": ""Western"", ""org_country"": ""Sri Lanka"", ""org_zone"": ""AS"", ""dest_code"": ""SFB"", ""dest_name"": ""Orlando Sanford"", ""dest_lat"": 28.77484, ""dest_lng"": -81.24301, ""dest_town"": ""Florida"", ""dest_country"": ""United States"", ""dest_zone"": ""NA"", ""duration"": 99000, ""price_unit"": ""USD"", ""min_price_unit"": 550, ""max_price_unit"": 1380.71}}, ""dist_trip"": 15547}"
24,38,1,flight,500,USD,430.96,22.8,"{""option_id"": 0, ""option"": ""Fly-Colombo-to-Orlando"", ""org"": ""Colombo Airport (CMB)"", ""org_lat"": 7.17445, ""org_lng"": 79.88734, ""org_code"": ""LK"", ""org_zone"": ""Asia/Colombo"", ""org_unknown"": 1, ""dest"": ""Orlando Airport (MCO)"", ""dest_lat"": 28.43138, ""dest_lng"": -81.30844, ""dest_code"": ""US"", ""dest_zone"": ""America/New_York"", ""dest_unknown"": 1, ""transits"": {""0"": {""cat"": ""flight"", ""type"": ""turquoise"", ""org_code"": ""CMB"", ""org_name"": ""Colombo"", ""unknown"": """", ""org_lat"": 7.17445, ""org_lng"": 79.88734, ""org_town"": ""Western"", ""org_country"": ""Sri Lanka"", ""org_zone"": ""AS"", ""dest_code"": ""MCO"", ""dest_name"": ""Orlando"", ""dest_lat"": 28.43138, ""dest_lng"": -81.30844, ""dest_town"": ""Florida"", ""dest_country"": ""United States"", ""dest_zone"": ""NA"", ""duration"": 81900, ""price_unit"": ""USD"", ""min_price_unit"": 500, ""max_price_unit"": 1514.95}}, ""dist_trip"": 15583}"
24,38,1,flight,550,USD,474.06,27.5,"{""option_id"": 0, ""option"": ""Fly-to-Orlando-Sanford"", ""org"": ""Colombo Airport (CMB)"", ""org_lat"": 7.17445, ""org_lng"": 79.88734, ""org_code"": ""LK"", ""org_zone"": ""Asia/Colombo"", ""org_unknown"": 1, ""dest"": ""Orlando Sanford Airport (SFB)"", ""dest_lat"": 28.77484, ""dest_lng"": -81.24301, ""dest_code"": ""US"", ""dest_zone"": ""America/New_York"", ""dest_unknown"": 1, ""transits"": {""0"": {""cat"": ""flight"", ""type"": ""turquoise"", ""org_code"": ""CMB"", ""org_name"": ""Colombo"", ""unknown"": """", ""org_lat"": 7.17445, ""org_lng"": 79.88734, ""org_town"": ""Western"", ""org_country"": ""Sri Lanka"", ""org_zone"": ""AS"", ""dest_code"": ""SFB"", ""dest_name"": ""Orlando Sanford"", ""dest_lat"": 28.77484, ""dest_lng"": -81.24301, ""dest_town"": ""Florida"", ""dest_country"": ""United States"", ""dest_zone"": ""NA"", ""duration"": 99000, ""price_unit"": ""USD"", ""min_price_unit"": 550, ""max_price_unit"": 1380.71}}, ""dist_trip"": 15547}"
24,39,1,flight,650,USD,560.25,24.4,"{""option_id"": 0, ""option"": ""Fly-Colombo-to-Las-Vegas"", ""org"": ""Colombo Airport (CMB)"", ""org_lat"": 7.17445, ""org_lng"": 79.88734, ""org_code"": ""LK"", ""org_zone"": ""Asia/Colombo"", ""org_unknown"": 1, ""dest"": ""Las Vegas Airport (LAS)"", ""dest_lat"": 36.08551, ""dest_lng"": -115.148, ""dest_code"": ""US"", ""dest_zone"": ""America/Los_Angeles"", ""dest_unknown"": 1, ""transits"": {""0"": {""cat"": ""flight"", ""type"": ""turquoise"", ""org_code"": ""CMB"", ""org_name"": ""Colombo"", ""unknown"": """", ""org_lat"": 7.17445, ""org_lng"": 79.88734, ""org_town"": ""Western"", ""org_country"": ""Sri Lanka"", ""org_zone"": ""AS"", ""dest_code"": ""LAS"", ""dest_name"": ""Las Vegas"", ""dest_lat"": 36.08551, ""dest_lng"": -115.148, ""dest_town"": ""Nevada"", ""dest_country"": ""United States"", ""dest_zone"": ""NA"", ""duration"": 87840, ""price_unit"": ""USD"", ""min_price_unit"": 650, ""max_price_unit"": 1674.62}}, ""dist_trip"": 14967}"
24,39,1,flight,550,EUR,550.0,24.4,"{""option_id"": 0, ""option"": ""Fly-Colombo-to-Las-Vegas"", ""org"": ""Colombo Airport (CMB)"", ""org_lat"": 7.17445, ""org_lng"": 79.88734, ""org_code"": ""LK"", ""org_zone"": ""Asia/Colombo"", ""org_unknown"": 1, ""dest"": ""McCarran International Airport"", ""dest_lat"": 36.084, ""dest_lng"": -115.1537, ""dest_code"": ""US"", ""dest_zone"": """", ""dest_unknown"": 1, ""transits"": {""0"": {""cat"": ""flight"", ""type"": ""turquoise"", ""org_code"": ""CMB"", ""org_name"": ""Colombo"", ""unknown"": """", ""org_lat"": 7.17445, ""org_lng"": 79.88734, ""org_town"": ""Western"", ""org_country"": ""Sri Lanka"", ""org_zone"": ""AS"", ""dest_code"": ""LAS"", ""dest_name"": ""Las Vegas"", ""dest_lat"": 36.08551, ""dest_lng"": -115.148, ""dest_town"": ""Nevada"", ""dest_country"": ""United States"", ""dest_zone"": ""NA"", ""duration"": 87840, ""price_unit"": ""EUR"", ""min_price_unit"": 550, ""max_price_unit"": 1445.8}}, ""dist_trip"": 14967}"
24,39,1,flight,650,USD,560.25,24.4,"{""option_id"": 0, ""option"": ""Fly-Colombo-to-Las-Vegas"", ""org"": ""Colombo Airport (CMB)"", ""org_lat"": 7.17445, ""org_lng"": 79.88734, ""org_code"": ""LK"", ""org_zone"": ""Asia/Colombo"", ""org_unknown"": 1, ""dest"": ""Las Vegas Airport (LAS)"", ""dest_lat"": 36.08551, ""dest_lng"": -115.148, ""dest_code"": ""US"", ""dest_zone"": ""America/Los_Angeles"", ""dest_unknown"": 1, ""transits"": {""0"": {""cat"": ""flight"", ""type"": ""turquoise"", ""org_code"": ""CMB"", ""org_name"": ""Colombo"", ""unknown"": """", ""org_lat"": 7.17445, ""org_lng"": 79.88734, ""org_town"": ""Western"", ""org_country"": ""Sri Lanka"", ""org_zone"": ""AS"", ""dest_code"": ""LAS"", ""dest_name"": ""Las Vegas"", ""dest_lat"": 36.08551, ""dest_lng"": -115.148, ""dest_town"": ""Nevada"", ""dest_country"": ""United States"", ""dest_zone"": ""NA"", ""duration"": 87840, ""price_unit"": ""USD"", ""min_price_unit"": 650, ""max_price_unit"": 1674.62}}, ""dist_trip"": 14967}"
24,39,1,flight,550,EUR,550.0,24.4,"{""option_id"": 0, ""option"": ""Fly-Colombo-to-Las-Vegas"", ""org"": ""Colombo Airport (CMB)"", ""org_lat"": 7.17445, ""org_lng"": 79.88734, ""org_code"": ""LK"", ""org_zone"": ""Asia/Colombo"", ""org_unknown"": 1, ""dest"": ""McCarran International Airport"", ""dest_lat"": 36.084, ""dest_lng"": -115.1537, ""dest_code"": ""US"", ""dest_zone"": """", ""dest_unknown"": 1, ""transits"": {""0"": {""cat"": ""flight"", ""type"": ""turquoise"", ""org_code"": ""CMB"", ""org_name"": ""Colombo"", ""unknown"": """", ""org_lat"": 7.17445, ""org_lng"": 79.88734, ""org_town"": ""Western"", ""org_country"": ""Sri Lanka"", ""org_zone"": ""AS"", ""dest_code"": ""LAS"", ""dest_name"": ""Las Vegas"", ""dest_lat"": 36.08551, ""dest_lng"": -115.148, ""dest_town"": ""Nevada"", ""dest_country"": ""United States"", ""dest_zone"": ""NA"", ""duration"": 87840, ""price_unit"": ""EUR"", ""min_price_unit"": 550, ""max_price_unit"": 1445.8}}, ""dist_trip"": 14967}"
24,39,1,flight,650,USD,560.25,24.4,"{""option_id"": 0, ""option"": ""Fly-Colombo-to-Las-Vegas"", ""org"": ""Colombo Airport (CMB)"", ""org_lat"": 7.17445, ""org_lng"": 79.88734, ""org_code"": ""LK"", ""org_zone"": ""Asia/Colombo"", ""org_unknown"": 1, ""dest"": ""Las Vegas Airport (LAS)"", ""dest_lat"": 36.08551, ""dest_lng"": -115.148, ""dest_code"": ""US"", ""dest_zone"": ""America/Los_Angeles"", ""dest_unknown"": 1, ""transits"": {""0"": {""cat"": ""flight"", ""type"": ""turquoise"", ""org_code"": ""CMB"", ""org_name"": ""Colombo"", ""unknown"": """", ""org_lat"": 7.17445, ""org_lng"": 79.88734, ""org_town"": ""Western"", ""org_country"": ""Sri Lanka"", ""org_zone"": ""AS"", ""dest_code"": ""LAS"", ""dest_name"": ""Las Vegas"", ""dest_lat"": 36.08551, ""dest_lng"": -115.148, ""dest_town"": ""Nevada"", ""dest_country"": ""United States"", ""dest_zone"": ""NA"", ""duration"": 87840, ""price_unit"": ""USD"", ""min_price_unit"": 650, ""max_price_unit"": 1674.62}}, ""dist_trip"": 14967}"
24,39,1,flight,550,EUR,550.0,24.4,"{""option_id"": 0, ""option"": ""Fly-Colombo-to-Las-Vegas"", ""org"": ""Colombo Airport (CMB)"", ""org_lat"": 7.17445, ""org_lng"": 79.88734, ""org_code"": ""LK"", ""org_zone"": ""Asia/Colombo"", ""org_unknown"": 1, ""dest"": ""McCarran International Airport"", ""dest_lat"": 36.084, ""dest_lng"": -115.1537, ""dest_code"": ""US"", ""dest_zone"": """", ""dest_unknown"": 1, ""transits"": {""0"": {""cat"": ""flight"", ""type"": ""turquoise"", ""org_code"": ""CMB"", ""org_name"": ""Colombo"", ""unknown"": """", ""org_lat"": 7.17445, ""org_lng"": 79.88734, ""org_town"": ""Western"", ""org_country"": ""Sri Lanka"", ""org_zone"": ""AS"", ""dest_code"": ""LAS"", ""dest_name"": ""Las Vegas"", ""dest_lat"": 36.08551, ""dest_lng"": -115.148, ""dest_town"": ""Nevada"", ""dest_country"": ""United States"", ""dest_zone"": ""NA"", ""duration"": 87840, ""price_unit"": ""EUR"", ""min_price_unit"": 550, ""max_price_unit"": 1445.8}}, ""dist_trip"": 14967}"
24,39,1,flight,650,USD,560.25,24.4,"{""option_id"": 0, ""option"": ""Fly-Colombo-to-Las-Vegas"", ""org"": ""Colombo Airport (CMB)"", ""org_lat"": 7.17445, ""org_lng"": 79.88734, ""org_code"": ""LK"", ""org_zone"": ""Asia/Colombo"", ""org_unknown"": 1, ""dest"": ""Las Vegas Airport (LAS)"", ""dest_lat"": 36.08551, ""dest_lng"": -115.148, ""dest_code"": ""US"", ""dest_zone"": ""America/Los_Angeles"", ""dest_unknown"": 1, ""transits"": {""0"": {""cat"": ""flight"", ""type"": ""turquoise"", ""org_code"": ""CMB"", ""org_name"": ""Colombo"", ""unknown"": """", ""org_lat"": 7.17445, ""org_lng"": 79.88734, ""org_town"": ""Western"", ""org_country"": ""Sri Lanka"", ""org_zone"": ""AS"", ""dest_code"": ""LAS"", ""dest_name"": ""Las Vegas"", ""dest_lat"": 36.08551, ""dest_lng"": -115.148, ""dest_town"": ""Nevada"", ""dest_country"": ""United States"", ""dest_zone"": ""NA"", ""duration"": 87840, ""price_unit"": ""USD"", ""min_price_unit"": 650, ""max_price_unit"": 1674.62}}, ""dist_trip"": 14967}"
24,39,1,flight,550,EUR,550.0,24.4,"{""option_id"": 0, ""option"": ""Fly-Colombo-to-Las-Vegas"", ""org"": ""Colombo Airport (CMB)"", ""org_lat"": 7.17445, ""org_lng"": 79.88734, ""org_code"": ""LK"", ""org_zone"": ""Asia/Colombo"", ""org_unknown"": 1, ""dest"": ""McCarran International Airport"", ""dest_lat"": 36.084, ""dest_lng"": -115.1537, ""dest_code"": ""US"", ""dest_zone"": """", ""dest_unknown"": 1, ""transits"": {""0"": {""cat"": ""flight"", ""type"": ""turquoise"", ""org_code"": ""CMB"", ""org_name"": ""Colombo"", ""unknown"": """", ""org_lat"": 7.17445, ""org_lng"": 79.88734, ""org_town"": ""Western"", ""org_country"": ""Sri Lanka"", ""org_zone"": ""AS"", ""dest_code"": ""LAS"", ""dest_name"": ""Las Vegas"", ""dest_lat"": 36.08551, ""dest_lng"": -115.148, ""dest_town"": ""Nevada"", ""dest_country"": ""United States"", ""dest_zone"": ""NA"", ""duration"": 87840, ""price_unit"": ""EUR"", ""min_price_unit"": 550, ""max_price_unit"": 1445.8}}, ""dist_trip"": 14967}"
24,40,1,flight,490,USD,422.34,23.0,"{""option_id"": 0, ""option"": ""Fly-to-Los-Angeles"", ""org"": ""Colombo Airport (CMB)"", ""org_lat"": 7.17445, ""org_lng"": 79.88734, ""org_code"": ""LK"", ""org_zone"": ""Asia/Colombo"", ""org_unknown"": 1, ""dest"": ""Los Angeles Airport (LAX)"", ""dest_lat"": 33.94353, ""dest_lng"": -118.4087, ""dest_code"": ""US"", ""dest_zone"": ""America/Los_Angeles"", ""dest_unknown"": 1, ""transits"": {""0"": {""cat"": ""flight"", ""type"": ""turquoise"", ""org_code"": ""CMB"", ""org_name"": ""Colombo"", ""unknown"": """", ""org_lat"": 7.17445, ""org_lng"": 79.88734, ""org_town"": ""Western"", ""org_country"": ""Sri Lanka"", ""org_zone"": ""AS"", ""dest_code"": ""LAX"", ""dest_name"": ""Los Angeles"", ""dest_lat"": 33.94353, ""dest_lng"": -118.4087, ""dest_town"": ""California"", ""dest_country"": ""United States"", ""dest_zone"": ""NA"", ""duration"": 82800, ""price_unit"": ""USD"", ""min_price_unit"": 490, ""max_price_unit"": 818.55}}, ""dist_trip"": 15065}"
24,40,1,flight,490,USD,422.34,23.0,"{""option_id"": 0, ""option"": ""Fly-to-Los-Angeles"", ""org"": ""Colombo Airport (CMB)"", ""org_lat"": 7.17445, ""org_lng"": 79.88734, ""org_code"": ""LK"", ""org_zone"": ""Asia/Colombo"", ""org_unknown"": 1, ""dest"": ""Los Angeles Airport (LAX)"", ""dest_lat"": 33.94353, ""dest_lng"": -118.4087, ""dest_code"": ""US"", ""dest_zone"": ""America/Los_Angeles"", ""dest_unknown"": 1, ""transits"": {""0"": {""cat"": ""flight"", ""type"": ""turquoise"", ""org_code"": ""CMB"", ""org_name"": ""Colombo"", ""unknown"": """", ""org_lat"": 7.17445, ""org_lng"": 79.88734, ""org_town"": ""Western"", ""org_country"": ""Sri Lanka"", ""org_zone"": ""AS"", ""dest_code"": ""LAX"", ""dest_name"": ""Los Angeles"", ""dest_lat"": 33.94353, ""dest_lng"": -118.4087, ""dest_town"": ""California"", ""dest_country"": ""United States"", ""dest_zone"": ""NA"", ""duration"": 82800, ""price_unit"": ""USD"", ""min_price_unit"": 490, ""max_price_unit"": 818.55}}, ""dist_trip"": 15065}"
24,40,1,flight,490,USD,422.34,23.0,"{""option_id"": 0, ""option"": ""Fly-to-Los-Angeles"", ""org"": ""Colombo Airport (CMB)"", ""org_lat"": 7.17445, ""org_lng"": 79.88734, ""org_code"": ""LK"", ""org_zone"": ""Asia/Colombo"", ""org_unknown"": 1, ""dest"": ""Los Angeles Airport (LAX)"", ""dest_lat"": 33.94353, ""dest_lng"": -118.4087, ""dest_code"": ""US"", ""dest_zone"": ""America/Los_Angeles"", ""dest_unknown"": 1, ""transits"": {""0"": {""cat"": ""flight"", ""type"": ""turquoise"", ""org_code"": ""CMB"", ""org_name"": ""Colombo"", ""unknown"": """", ""org_lat"": 7.17445, ""org_lng"": 79.88734, ""org_town"": ""Western"", ""org_country"": ""Sri Lanka"", ""org_zone"": ""AS"", ""dest_code"": ""LAX"", ""dest_name"": ""Los Angeles"", ""dest_lat"": 33.94353, ""dest_lng"": -118.4087, ""dest_town"": ""California"", ""dest_country"": ""United States"", ""dest_zone"": ""NA"", ""duration"": 82800, ""price_unit"": ""USD"", ""min_price_unit"": 490, ""max_price_unit"": 818.55}}, ""dist_trip"": 15065}"
24,41,1,flight,500,USD,430.96,22.3,"{""option_id"": 0, ""option"": ""Fly-Colombo-to-Miami"", ""org"": ""Colombo Airport (CMB)"", ""org_lat"": 7.17445, ""org_lng"": 79.88734, ""org_code"": ""LK"", ""org_zone"": ""Asia/Colombo"", ""org_unknown"": 1, ""dest"": ""Miami Airport (MIA)"", ""dest_lat"": 25.79518, ""dest_lng"": -80.27852, ""dest_code"": ""US"", ""dest_zone"": ""America/New_York"", ""dest_unknown"": 1, ""transits"": {""0"": {""cat"": ""flight"", ""type"": ""turquoise"", ""org_code"": ""CMB"", ""org_name"": ""Colombo"", ""unknown"": """", ""org_lat"": 7.17445, ""org_lng"": 79.88734, ""org_town"": ""Western"", ""org_country"": ""Sri Lanka"", ""org_zone"": ""AS"", ""dest_code"": ""MIA"", ""dest_name"": ""Miami"", ""dest_lat"": 25.79518, ""dest_lng"": -80.27852, ""dest_town"": ""Florida"", ""dest_country"": ""United States"", ""dest_zone"": ""NA"", ""duration"": 80400, ""price_unit"": ""USD"", ""min_price_unit"": 500, ""max_price_unit"": 1445.55}}, ""dist_trip"": 15780}"
24,44,1,flight,800,SAR,-1,5.1,"{""option_id"": 0, ""option"": ""Fly-Colombo-to-Dammam"", ""org"": ""Colombo Airport (CMB)"", ""org_lat"": 7.17445, ""org_lng"": 79.88734, ""org_code"": ""LK"", ""org_zone"": ""Asia/Colombo"", ""org_unknown"": 1, ""dest"": ""Dammam Airport (DMM)"", ""dest_lat"": 26.47116, ""dest_lng"": 49.79789, ""dest_code"": ""SA"", ""dest_zone"": ""Asia/Riyadh"", ""dest_unknown"": 1, ""transits"": {""0"": {""cat"": ""flight"", ""type"": ""turquoise"", ""org_code"": ""CMB"", ""org_name"": ""Colombo"", ""unknown"": """", ""org_lat"": 7.17445, ""org_lng"": 79.88734, ""org_town"": ""Western"", ""org_country"": ""Sri Lanka"", ""org_zone"": ""AS"", ""dest_code"": ""DMM"", ""dest_name"": ""Dammam"", ""dest_lat"": 26.47116, ""dest_lng"": 49.79789, ""dest_town"": ""Al Hasa"", ""dest_country"": ""Saudi Arabia"", ""dest_zone"": ""AS"", ""duration"": 18300, ""price_unit"": ""SAR"", ""min_price_unit"": 800, ""max_price_unit"": 1185.56}}, ""dist_trip"": 3834}"
24,45,1,flight,1100,SAR,-1,5.6,"{""option_id"": 0, ""option"": ""Fly-Colombo-to-Riyadh"", ""org"": ""Colombo Airport (CMB)"", ""org_lat"": 7.17445, ""org_lng"": 79.88734, ""org_code"": ""LK"", ""org_zone"": ""Asia/Colombo"", ""org_unknown"": 1, ""dest"": ""Riyadh Airport (RUH)"", ""dest_lat"": 24.95764, ""dest_lng"": 46.69878, ""dest_code"": ""SA"", ""dest_zone"": ""Asia/Riyadh"", ""dest_unknown"": 1, ""transits"": {""0"": {""cat"": ""flight"", ""type"": ""turquoise"", ""org_code"": ""CMB"", ""org_name"": ""Colombo"", ""unknown"": """", ""org_lat"": 7.17445, ""org_lng"": 79.88734, ""org_town"": ""Western"", ""org_country"": ""Sri Lanka"", ""org_zone"": ""AS"", ""dest_code"": ""RUH"", ""dest_name"": ""Riyadh"", ""dest_lat"": 24.95764, ""dest_lng"": 46.69878, ""dest_town"": ""Riyadh Region"", ""dest_country"": ""Saudi Arabia"", ""dest_zone"": ""AS"", ""duration"": 20100, ""price_unit"": ""SAR"", ""min_price_unit"": 1100, ""max_price_unit"": 1578.08}}, ""dist_trip"": 4041}"
24,47,1,flight,13000,MXN,544.98,26.7,"{""option_id"": 0, ""option"": ""Fly-Colombo-to-Cancun"", ""org"": ""Colombo Airport (CMB)"", ""org_lat"": 7.17445, ""org_lng"": 79.88734, ""org_code"": ""LK"", ""org_zone"": ""Asia/Colombo"", ""org_unknown"": 1, ""dest"": ""Cancun Airport (CUN)"", ""dest_lat"": 21.03995, ""dest_lng"": -86.8745, ""dest_code"": ""MX"", ""dest_zone"": ""America/Cancun"", ""dest_unknown"": 1, ""transits"": {""0"": {""cat"": ""flight"", ""type"": ""turquoise"", ""org_code"": ""CMB"", ""org_name"": ""Colombo"", ""unknown"": """", ""org_lat"": 7.17445, ""org_lng"": 79.88734, ""org_town"": ""Western"", ""org_country"": ""Sri Lanka"", ""org_zone"": ""AS"", ""dest_code"": ""CUN"", ""dest_name"": ""Cancun"", ""dest_lat"": 21.03995, ""dest_lng"": -86.8745, ""dest_town"": ""Estado de Quintana Roo"", ""dest_country"": ""Mexico"", ""dest_zone"": ""NA"", ""duration"": 96180, ""price_unit"": ""MXN"", ""min_price_unit"": 13000, ""max_price_unit"": 30335.03}}, ""dist_trip"": 16569}"
24,48,1,flight,32000,JPY,241.24,10.8,"{""option_id"": 0, ""option"": ""Fly-to-Fukuoka"", ""org"": ""Colombo Airport (CMB)"", ""org_lat"": 7.17445, ""org_lng"": 79.88734, ""org_code"": ""LK"", ""org_zone"": ""Asia/Colombo"", ""org_unknown"": 1, ""dest"": ""Fukuoka Airport (FUK)"", ""dest_lat"": 33.59586, ""dest_lng"": 130.4485, ""dest_code"": ""JP"", ""dest_zone"": ""Asia/Tokyo"", ""dest_unknown"": 1, ""transits"": {""0"": {""cat"": ""flight"", ""type"": ""turquoise"", ""org_code"": ""CMB"", ""org_name"": ""Colombo"", ""unknown"": """", ""org_lat"": 7.17445, ""org_lng"": 79.88734, ""org_town"": ""Western"", ""org_country"": ""Sri Lanka"", ""org_zone"": ""AS"", ""dest_code"": ""FUK"", ""dest_name"": ""Fukuoka"", ""dest_lat"": 33.59586, ""dest_lng"": 130.4485, ""dest_town"": ""Fukuoka Prefecture"", ""dest_country"": ""Japan"", ""dest_zone"": ""AS"", ""duration"": 39000, ""price_unit"": ""JPY"", ""min_price_unit"": 32000, ""max_price_unit"": 144217.14}}, ""dist_trip"": 5955}"
24,53,1,flight,3500000,IDR,214.82,7.8,"{""option_id"": 0, ""option"": ""Fly-to-Hang-Nadim"", ""org"": ""Colombo Airport (CMB)"", ""org_lat"": 7.17445, ""org_lng"": 79.88734, ""org_code"": ""LK"", ""org_zone"": ""Asia/Colombo"", ""org_unknown"": 1, ""dest"": ""Hang Nadim Airport (BTH)"", ""dest_lat"": 1.12366, ""dest_lng"": 104.1153, ""dest_code"": ""ID"", ""dest_zone"": ""Asia/Singapore"", ""dest_unknown"": 1, ""transits"": {""0"": {""cat"": ""flight"", ""type"": ""turquoise"", ""org_code"": ""CMB"", ""org_name"": ""Colombo"", ""unknown"": """", ""org_lat"": 7.17445, ""org_lng"": 79.88734, ""org_town"": ""Western"", ""org_country"": ""Sri Lanka"", ""org_zone"": ""AS"", ""dest_code"": ""BTH"", ""dest_name"": ""Hang Nadim"", ""dest_lat"": 1.12366, ""dest_lng"": 104.1153, ""dest_town"": ""Kepulauan Riau"", ""dest_country"": ""Indonesia"", ""dest_zone"": ""AS"", ""duration"": 27900, ""price_unit"": ""IDR"", ""min_price_unit"": 3500000, ""max_price_unit"": 13966933.92}}, ""dist_trip"": 2771}"
