from,to,transportation_type_id,transportation_type,price_unit,unit,price_euro,duration_minutes
161,103, ,car,320,EUR,320.0,1330.3
161,103, ,car,30000,RUB,313.42,1300.7
161,104,1,flight,60,EUR,60.0,175.0
161,104, ,car,350,EUR,350.0,1455.8
161,104, ,car,360,EUR,360.0,1496.1
161,104, ,car,33000,RUB,344.76,1466.5
161,105,1,flight,60,EUR,60.0,165.0
161,105, ,car,220,EUR,220.0,1080.8
161,105,1,flight,30,EUR,30.0,160.0
161,105, ,car,230,EUR,230.0,1113.8
161,105, ,car,21000,RUB,219.4,1080.7
161,106,1,flight,100,EUR,100.0,300.0
161,106, ,car,250,EUR,250.0,1225.2
161,106, ,car,260,EUR,260.0,1258.2
161,106, ,car,24000,RUB,250.74,1225.1
161,107,1,flight,600,DKK,80.64,180.0
161,107, ,car,800,DKK,107.52,431.5
161,107, ,car,800,DKK,107.52,451.0
161,107, ,car,10000,RUB,104.47,448.8
161,108,1,flight,420,DKK,56.45,180.0
161,108, ,car,700,DKK,94.08,391.5
161,108, ,car,750,DKK,100.8,411.0
161,108, ,car,9500,RUB,99.25,408.8
161,109,1,flight,130,EUR,130.0,220.0
161,109, ,car,170,EUR,170.0,704.2
161,109,1,flight,30,EUR,30.0,110.0
161,109, ,car,180,EUR,180.0,744.6
161,109, ,car,16000,RUB,167.16,715.0
161,111,1,flight,55,EUR,55.0,55.0
161,111, ,car,30,EUR,30.0,137.1
161,111, ,car,23,EUR,23.0,118.0
161,111, ,towncar,0,,0,118.0
161,111, ,towncar,135,EUR,135.0,118.0
161,111, ,car,2700,RUB,28.21,143.6
161,112,1,flight,2600,TRY,161.97,335.0
161,112, ,car,6000,TRY,373.77,1979.9
161,112, ,car,6000,TRY,373.77,2020.2
161,112, ,car,36000,RUB,376.11,1990.6
161,113,1,flight,900,TRY,56.07,200.0
161,113, ,car,5000,TRY,311.48,1621.2
161,113, ,car,5500,TRY,342.63,1661.6
161,113, ,car,32000,RUB,334.32,1632.0
161,114,1,flight,1100,TRY,68.53,210.0
161,114, ,car,5500,TRY,342.63,1868.9
161,114, ,car,6000,TRY,373.77,1909.3
161,114, ,car,35000,RUB,365.66,1879.7
161,115, ,car,70,CHF,67.83,334.4
161,115, ,car,80,CHF,77.52,374.8
161,115, ,car,6500,RUB,67.91,345.2
161,116, ,car,23,EUR,23.0,113.9
161,116, ,car,26,EUR,26.0,124.3
161,116, ,car,23,EUR,23.0,132.0
161,116, ,towncar,0,,0,132.0
161,116, ,towncar,135,EUR,135.0,132.0
161,116, ,car,26,EUR,26.0,149.3
161,116, ,car,1900,RUB,19.85,103.3
161,116, ,towncar,2800,RUB,29.25,103.3
161,116, ,car,2300,RUB,24.03,118.9
161,116, ,car,23,EUR,23.0,113.9
161,116, ,car,26,EUR,26.0,124.3
161,116, ,car,23,EUR,23.0,132.0
161,116, ,towncar,0,,0,132.0
161,116, ,towncar,135,EUR,135.0,132.0
161,116, ,car,26,EUR,26.0,149.3
