from,to,transportation_type_id,transportation_type,price_unit,unit,price_euro,duration_minutes
39,16,1,flight,2900,CNY,389.45,1285.0
39,16,1,flight,390,EUR,390.0,1285.0
39,17,1,flight,650,USD,557.7,1130.0
39,17,1,flight,550,EUR,550.0,1130.0
39,18,1,flight,650,USD,557.7,1555.0
39,18,1,flight,550,EUR,550.0,1555.0
39,19,1,flight,470,USD,403.26,1250.0
39,19,1,flight,400,EUR,400.0,1250.0
39,20,1,flight,550,USD,471.9,1150.0
39,20,1,flight,500,EUR,500.0,1150.0
39,21,1,flight,900,USD,772.2,1335.0
39,21,1,flight,750,EUR,750.0,1335.0
39,22,1,flight,700,USD,600.6,1070.0
39,22,1,flight,600,EUR,600.0,1070.0
39,23,1,flight,470,USD,403.26,1467.0
39,23,1,flight,400,EUR,400.0,1467.0
39,24,1,flight,110000,LKR,-1,1427.0
39,24,1,flight,480,EUR,480.0,1427.0
39,24,1,flight,110000,LKR,-1,1427.0
39,24,1,flight,480,EUR,480.0,1427.0
39,25,1,flight,390,USD,334.62,1290.0
39,25,1,flight,340,EUR,340.0,1290.0
39,26,1,flight,500,USD,429.0,1035.0
39,26,1,flight,450,EUR,450.0,1035.0
39,27,1,flight,310,USD,265.98,1400.0
39,27,1,flight,270,EUR,270.0,1400.0
39,28,1,flight,650,USD,557.7,1165.0
39,28,1,flight,550,EUR,550.0,1165.0
39,29,1,flight,500,USD,429.0,1185.0
39,29,1,flight,450,EUR,450.0,1185.0
39,30,1,flight,480,USD,411.84,1310.0
39,30,1,flight,410,EUR,410.0,1310.0
39,31,1,flight,1000,USD,858.0,945.0
39,31, ,car,240,EUR,240.0,2021.4
39,31, ,car,240,EUR,240.0,2015.4
39,31, ,car,240,EUR,240.0,2030.3
39,31,1,flight,850,EUR,850.0,945.0
39,31, ,car,240,EUR,240.0,2021.3
39,31,1,flight,1000,USD,858.0,945.0
39,31, ,car,240,EUR,240.0,2021.4
39,31, ,car,240,EUR,240.0,2015.4
39,31, ,car,240,EUR,240.0,2030.3
39,31,1,flight,850,EUR,850.0,945.0
39,31, ,car,240,EUR,240.0,2021.3
39,32,1,flight,440,USD,377.52,1315.0
39,32,1,flight,380,EUR,380.0,1315.0
39,33,1,flight,460,USD,394.68,1120.0
39,33,1,flight,400,EUR,400.0,1120.0
39,34,1,flight,480,USD,411.84,1085.0
39,34,1,flight,420,EUR,420.0,1085.0
39,35,1,flight,420,USD,360.36,1165.0
39,35,1,flight,360,EUR,360.0,1165.0
39,36,1,flight,120,USD,102.96,370.0
39,36,1,flight,100,EUR,100.0,370.0
39,37,1,flight,28,USD,24.02,93.0
39,37, ,car,50,USD,42.9,560.8
39,37, ,car,45,EUR,45.0,569.3
39,37, ,car,45,EUR,45.0,554.1
39,37,1,flight,24,EUR,24.0,93.0
39,37, ,car,45,EUR,45.0,560.6
39,38,1,flight,60,USD,51.48,268.0
39,38, ,car,230,USD,197.34,2279.0
39,38,1,flight,150,USD,128.7,348.0
39,38, ,car,230,USD,197.34,2293.7
39,38, ,car,200,EUR,200.0,2287.3
39,38, ,car,200,EUR,200.0,2302.0
39,38, ,car,200,EUR,200.0,2279.8
39,38, ,car,200,EUR,200.0,2294.6
39,38,1,flight,55,EUR,55.0,268.0
39,38, ,car,200,EUR,200.0,2278.8
39,38,1,flight,130,EUR,130.0,348.0
39,38, ,car,200,EUR,200.0,2293.5
39,38,1,flight,60,USD,51.48,268.0
39,38, ,car,230,USD,197.34,2279.0
39,38,1,flight,150,USD,128.7,348.0
39,38, ,car,230,USD,197.34,2293.7
39,38, ,car,200,EUR,200.0,2287.3
39,38, ,car,200,EUR,200.0,2302.0
39,38, ,car,200,EUR,200.0,2279.8
39,38, ,car,200,EUR,200.0,2294.6
39,38,1,flight,55,EUR,55.0,268.0
39,38, ,car,200,EUR,200.0,2278.8
39,38,1,flight,130,EUR,130.0,348.0
39,38, ,car,200,EUR,200.0,2293.5
39,40,1,flight,28,USD,24.02,67.0
39,40, ,car,27,USD,23.17,278.9
39,40, ,car,23,EUR,23.0,278.1
39,40, ,car,23,EUR,23.0,274.1
39,40, ,car,24,EUR,24.0,287.4
39,40, ,car,24,EUR,24.0,286.7
39,40, ,car,24,EUR,24.0,282.6
39,40, ,car,23,EUR,23.0,272.2
39,40, ,car,23,EUR,23.0,271.4
39,40, ,car,22,EUR,22.0,267.4
39,40,1,flight,24,EUR,24.0,67.0
39,40, ,car,24,EUR,24.0,278.7
39,40, ,car,23,EUR,23.0,277.9
39,40, ,car,23,EUR,23.0,273.9
39,40,1,flight,28,USD,24.02,67.0
39,40, ,car,27,USD,23.17,278.9
39,40, ,car,23,EUR,23.0,278.1
39,40, ,car,23,EUR,23.0,274.1
39,40, ,car,24,EUR,24.0,287.4
39,40, ,car,24,EUR,24.0,286.7
39,40, ,car,24,EUR,24.0,282.6
39,40, ,car,23,EUR,23.0,272.2
39,40, ,car,23,EUR,23.0,271.4
39,40, ,car,22,EUR,22.0,267.4
39,40,1,flight,24,EUR,24.0,67.0
39,40, ,car,24,EUR,24.0,278.7
39,40, ,car,23,EUR,23.0,277.9
39,40, ,car,23,EUR,23.0,273.9
39,40,1,flight,28,USD,24.02,67.0
39,40, ,car,27,USD,23.17,278.9
39,40, ,car,23,EUR,23.0,278.1
39,40, ,car,23,EUR,23.0,274.1
39,40, ,car,24,EUR,24.0,287.4
39,40, ,car,24,EUR,24.0,286.7
39,40, ,car,24,EUR,24.0,282.6
39,40, ,car,23,EUR,23.0,272.2
39,40, ,car,23,EUR,23.0,271.4
39,40, ,car,22,EUR,22.0,267.4
39,40,1,flight,24,EUR,24.0,67.0
39,40, ,car,24,EUR,24.0,278.7
39,40, ,car,23,EUR,23.0,277.9
39,40, ,car,23,EUR,23.0,273.9
39,41,1,flight,75,USD,64.35,279.0
39,41, ,car,250,USD,214.5,2489.0
39,41, ,car,210,EUR,210.0,2497.3
39,41, ,car,210,EUR,210.0,2489.8
39,41,1,flight,65,EUR,65.0,279.0
39,41, ,car,210,EUR,210.0,2488.8
39,44,1,flight,1600,SAR,-1,1145.0
39,44,1,flight,380,EUR,380.0,1145.0
39,45,1,flight,2000,SAR,-1,1195.0
39,45,1,flight,480,EUR,480.0,1195.0
39,47,1,flight,2200,MXN,92.83,262.0
39,47, ,car,7500,MXN,316.45,3026.2
39,47, ,car,320,EUR,320.0,3034.5
39,47, ,car,320,EUR,320.0,3027.1
39,47,1,flight,95,EUR,95.0,262.0
39,47, ,car,320,EUR,320.0,3026.0
39,48,1,flight,31000,JPY,232.87,990.0
39,48,1,flight,230,EUR,230.0,990.0
39,53,1,flight,7500000,IDR,456.7,1595.0
39,53,1,flight,460,EUR,460.0,1595.0
39,55,1,flight,40000,INR,457.14,1365.0
39,55,1,flight,460,EUR,460.0,1365.0
39,56,1,flight,32000,INR,365.71,1255.0
39,56,1,flight,370,EUR,370.0,1255.0
39,57,1,flight,37000,INR,422.86,1380.0
39,57,1,flight,420,EUR,420.0,1380.0
39,58,1,flight,550,USD,471.9,1025.0
39,58,1,flight,470,EUR,470.0,1025.0
39,59, ,car,110,EUR,110.0,1223.3
39,59, ,car,110,EUR,110.0,1231.6
39,59, ,car,110,EUR,110.0,1224.2
39,59, ,car,110,EUR,110.0,1223.1
39,60,1,flight,2900,CNY,389.45,1209.0
39,60,1,flight,390,EUR,390.0,1209.0
39,61,1,flight,2900,CNY,389.45,1215.0
39,61,1,flight,390,EUR,390.0,1215.0
39,62,1,flight,180,CAD,125.1,150.0
39,62, ,car,230,CAD,159.84,1308.6
39,62, ,car,230,CAD,159.84,1316.7
39,62, ,car,150,EUR,150.0,1294.3
39,62, ,car,150,EUR,150.0,1302.7
39,62, ,car,160,EUR,160.0,1310.8
39,62, ,car,150,EUR,150.0,1288.3
39,62, ,car,160,EUR,160.0,1317.5
39,62, ,car,160,EUR,160.0,1325.6
39,62, ,car,150,EUR,150.0,1303.2
39,62,1,flight,130,EUR,130.0,150.0
39,62, ,car,160,EUR,160.0,1308.6
39,62, ,car,160,EUR,160.0,1316.7
39,62, ,car,150,EUR,150.0,1294.2
39,62,1,flight,180,CAD,125.1,150.0
39,62, ,car,230,CAD,159.84,1308.6
39,62, ,car,230,CAD,159.84,1316.7
39,62, ,car,150,EUR,150.0,1294.3
39,62, ,car,150,EUR,150.0,1302.7
39,62, ,car,160,EUR,160.0,1310.8
39,62, ,car,150,EUR,150.0,1288.3
39,62, ,car,160,EUR,160.0,1317.5
39,62, ,car,160,EUR,160.0,1325.6
39,62, ,car,150,EUR,150.0,1303.2
39,62,1,flight,130,EUR,130.0,150.0
39,62, ,car,160,EUR,160.0,1308.6
39,62, ,car,160,EUR,160.0,1316.7
39,62, ,car,150,EUR,150.0,1294.2
39,62,1,flight,180,CAD,125.1,150.0
39,62, ,car,230,CAD,159.84,1308.6
39,62, ,car,230,CAD,159.84,1316.7
39,62, ,car,150,EUR,150.0,1294.3
39,62, ,car,150,EUR,150.0,1302.7
39,62, ,car,160,EUR,160.0,1310.8
39,62, ,car,150,EUR,150.0,1288.3
39,62, ,car,160,EUR,160.0,1317.5
39,62, ,car,160,EUR,160.0,1325.6
39,62, ,car,150,EUR,150.0,1303.2
39,62,1,flight,130,EUR,130.0,150.0
39,62, ,car,160,EUR,160.0,1308.6
39,62, ,car,160,EUR,160.0,1316.7
39,62, ,car,150,EUR,150.0,1294.2
39,63,1,flight,200,CAD,139.0,240.0
39,63, ,car,370,CAD,257.14,2120.0
39,63,1,flight,140,CAD,97.3,427.0
39,63, ,car,370,CAD,257.14,2130.8
39,63, ,car,260,EUR,260.0,2139.1
39,63, ,car,250,EUR,250.0,2114.0
39,63, ,car,250,EUR,250.0,2124.8
39,63, ,car,260,EUR,260.0,2133.1
39,63, ,car,250,EUR,250.0,2128.9
39,63, ,car,260,EUR,260.0,2139.7
39,63, ,car,260,EUR,260.0,2148.0
39,63,1,flight,140,EUR,140.0,240.0
39,63, ,car,250,EUR,250.0,2119.9
39,63,1,flight,100,EUR,100.0,427.0
39,63, ,car,260,EUR,260.0,2130.8
39,63, ,car,260,EUR,260.0,2139.0
39,63,1,flight,200,CAD,139.0,240.0
39,63, ,car,370,CAD,257.14,2120.0
39,63,1,flight,140,CAD,97.3,427.0
39,63, ,car,370,CAD,257.14,2130.8
39,63, ,car,260,EUR,260.0,2139.1
39,63, ,car,250,EUR,250.0,2114.0
39,63, ,car,250,EUR,250.0,2124.8
39,63, ,car,260,EUR,260.0,2133.1
39,63, ,car,250,EUR,250.0,2128.9
39,63, ,car,260,EUR,260.0,2139.7
39,63, ,car,260,EUR,260.0,2148.0
39,63,1,flight,140,EUR,140.0,240.0
39,63, ,car,250,EUR,250.0,2119.9
39,63,1,flight,100,EUR,100.0,427.0
39,63, ,car,260,EUR,260.0,2130.8
39,63, ,car,260,EUR,260.0,2139.0
39,63,1,flight,200,CAD,139.0,240.0
39,63, ,car,370,CAD,257.14,2120.0
39,63,1,flight,140,CAD,97.3,427.0
39,63, ,car,370,CAD,257.14,2130.8
39,63, ,car,260,EUR,260.0,2139.1
39,63, ,car,250,EUR,250.0,2114.0
39,63, ,car,250,EUR,250.0,2124.8
39,63, ,car,260,EUR,260.0,2133.1
39,63, ,car,250,EUR,250.0,2128.9
39,63, ,car,260,EUR,260.0,2139.7
39,63, ,car,260,EUR,260.0,2148.0
39,63,1,flight,140,EUR,140.0,240.0
39,63, ,car,250,EUR,250.0,2119.9
39,63,1,flight,100,EUR,100.0,427.0
39,63, ,car,260,EUR,260.0,2130.8
39,63, ,car,260,EUR,260.0,2139.0
39,64,1,flight,1900,BRL,293.18,903.0
39,64,1,flight,1800,BRL,277.75,940.0
39,64,1,flight,310,EUR,310.0,903.0
39,64,1,flight,280,EUR,280.0,940.0
39,64,1,flight,1900,BRL,293.18,903.0
39,64,1,flight,1800,BRL,277.75,940.0
39,64,1,flight,310,EUR,310.0,903.0
39,64,1,flight,280,EUR,280.0,940.0
39,65,1,flight,50000,ARS,-1,858.0
39,65,1,flight,45000,ARS,-1,1131.0
39,65,1,flight,450,EUR,450.0,858.0
39,65,1,flight,390,EUR,390.0,1131.0
39,65,1,flight,50000,ARS,-1,858.0
39,65,1,flight,45000,ARS,-1,1131.0
39,65,1,flight,450,EUR,450.0,858.0
39,65,1,flight,390,EUR,390.0,1131.0
39,66,1,flight,32000,INR,365.71,1225.0
39,66,1,flight,370,EUR,370.0,1225.0
39,67,1,flight,15000,THB,385.79,1530.0
39,67,1,flight,410,EUR,410.0,1530.0
39,68,1,flight,750000,KRW,546.27,1170.0
39,68,1,flight,550,EUR,550.0,1170.0
39,69,1,flight,1800,AED,-1,1185.0
39,69,1,flight,420,EUR,420.0,1185.0
39,69,1,flight,1800,AED,-1,1185.0
39,69,1,flight,420,EUR,420.0,1185.0
39,70,1,flight,550,NZD,337.55,915.0
39,70,1,flight,330,EUR,330.0,915.0
39,71,1,flight,19000,PHP,321.18,1055.0
39,71,1,flight,320,EUR,320.0,1055.0
39,72,1,flight,800,AUD,512.79,1031.0
39,72,1,flight,500,EUR,500.0,1031.0
39,73,1,flight,800,AUD,512.79,1066.0
39,73,1,flight,500,AUD,320.49,1461.0
39,73,1,flight,500,EUR,500.0,1066.0
39,73,1,flight,320,EUR,320.0,1461.0
39,73,1,flight,800,AUD,512.79,1066.0
39,73,1,flight,500,AUD,320.49,1461.0
39,73,1,flight,500,EUR,500.0,1066.0
39,73,1,flight,320,EUR,320.0,1461.0
39,73,1,flight,800,AUD,512.79,1066.0
39,73,1,flight,500,AUD,320.49,1461.0
39,73,1,flight,500,EUR,500.0,1066.0
39,73,1,flight,320,EUR,320.0,1461.0
39,74,1,flight,650,MAD,-1,300.0
39,74,1,flight,320,EUR,320.0,940.0
39,75,1,flight,1400,MYR,287.95,1345.0
39,75,1,flight,300,EUR,300.0,1345.0
39,76,1,flight,6000000,IDR,365.36,1383.0
39,76,1,flight,7500000,IDR,456.7,1635.0
39,76,1,flight,380,EUR,380.0,1383.0
39,76,1,flight,460,EUR,460.0,1635.0
39,76,1,flight,6000000,IDR,365.36,1383.0
39,76,1,flight,7500000,IDR,456.7,1635.0
39,76,1,flight,380,EUR,380.0,1383.0
39,76,1,flight,460,EUR,460.0,1635.0
39,77,1,flight,400,USD,343.2,1280.0
39,77,1,flight,340,EUR,340.0,1280.0
39,78,1,flight,350,USD,300.3,950.0
39,78,1,flight,300,EUR,300.0,950.0
39,79,1,flight,2200,MYR,452.5,1555.0
39,79,1,flight,460,EUR,460.0,1555.0
39,80,1,flight,6000000,IDR,365.36,1435.0
39,80,1,flight,380,EUR,380.0,1435.0
39,81,1,flight,500,USD,429.0,1268.0
39,81,1,flight,450,EUR,450.0,1268.0
39,82,1,flight,3900,CNY,523.74,975.0
39,82,1,flight,4200,CNY,564.03,1139.0
39,82,1,flight,500,EUR,500.0,975.0
39,82,1,flight,550,EUR,550.0,1139.0
39,82,1,flight,3900,CNY,523.74,975.0
39,82,1,flight,4200,CNY,564.03,1139.0
39,82,1,flight,500,EUR,500.0,975.0
39,82,1,flight,550,EUR,550.0,1139.0
39,83,1,flight,500000,KRW,364.18,805.0
39,83,1,flight,400000,KRW,291.34,1190.0
39,83,1,flight,380,EUR,380.0,805.0
39,83,1,flight,290,EUR,290.0,1190.0
39,83,1,flight,500000,KRW,364.18,805.0
39,83,1,flight,400000,KRW,291.34,1190.0
39,83,1,flight,380,EUR,380.0,805.0
39,83,1,flight,290,EUR,290.0,1190.0
39,84,1,flight,2200,SAR,-1,1190.0
39,84,1,flight,500,EUR,500.0,1190.0
39,85,1,flight,3900,CNY,523.74,1010.0
39,85,1,flight,500,EUR,500.0,1010.0
39,86,1,flight,1500,SAR,-1,1040.0
39,86,1,flight,360,EUR,360.0,1040.0
39,87,1,flight,320,USD,274.56,955.0
39,87,1,flight,350,USD,300.3,1325.0
39,87,1,flight,270,EUR,270.0,955.0
39,87,1,flight,300,EUR,300.0,1325.0
39,87,1,flight,320,USD,274.56,955.0
39,87,1,flight,350,USD,300.3,1325.0
39,87,1,flight,270,EUR,270.0,955.0
39,87,1,flight,300,EUR,300.0,1325.0
39,88,1,flight,16000,THB,411.51,1595.0
39,88,1,flight,410,EUR,410.0,1595.0
39,89,1,flight,45000,JPY,338.04,838.0
39,89,1,flight,46000,JPY,345.55,815.0
39,89,1,flight,340,EUR,340.0,838.0
39,89,1,flight,350,EUR,350.0,815.0
39,89,1,flight,45000,JPY,338.04,838.0
39,89,1,flight,46000,JPY,345.55,815.0
39,89,1,flight,340,EUR,340.0,838.0
39,89,1,flight,350,EUR,350.0,815.0
39,90,1,flight,14000,THB,360.07,1350.0
39,90,1,flight,380,EUR,380.0,1350.0
39,91,1,flight,33000,INR,377.14,1180.0
39,91,1,flight,380,EUR,380.0,1180.0
39,92,1,flight,2800,CNY,376.02,1037.0
39,92,1,flight,380,EUR,380.0,1037.0
39,93,1,flight,29000,INR,331.43,1125.0
39,93,1,flight,330,EUR,330.0,1125.0
39,94,1,flight,1700,MYR,349.66,1295.0
39,94,1,flight,2200,MYR,452.5,1465.0
39,94,1,flight,350,EUR,350.0,1295.0
39,94,1,flight,450,EUR,450.0,1465.0
39,94,1,flight,1700,MYR,349.66,1295.0
39,94,1,flight,2200,MYR,452.5,1465.0
39,94,1,flight,350,EUR,350.0,1295.0
39,94,1,flight,450,EUR,450.0,1465.0
40,9,1,flight,550,USD,471.9,1075.0
40,11,1,flight,738,USD,633.2,1165.0
40,12,1,flight,430,USD,368.94,1660.0
40,13,1,flight,750,USD,643.5,1140.0
40,15,1,flight,440,USD,377.52,1435.0
40,16,1,flight,3200,CNY,429.74,1235.0
40,18,1,flight,650,USD,557.7,1325.0
40,19,1,flight,500,USD,429.0,1355.0
40,20,1,flight,500,USD,429.0,1160.0
40,21,1,flight,900,USD,772.2,1245.0
40,22,1,flight,700,USD,600.6,935.0
40,23,1,flight,500,USD,429.0,1290.0
40,24,1,flight,120000,LKR,-1,1360.0
40,24,1,flight,120000,LKR,-1,1360.0
40,25,1,flight,420,USD,360.36,1225.0
40,26,1,flight,550,USD,471.9,950.0
40,27,1,flight,270,USD,231.66,1255.0
40,28,1,flight,700,USD,600.6,1115.0
40,29,1,flight,500,USD,429.0,1005.0
