294,Pula,puy,42,13.8333,44.8667,Croatia
295,Podgorica,tgd,117,19.2661,42.4397,Montenegro
296,Pardubice,ped,45,15.7792,50.0386,Czech Republic
297,Prague,prg,45,14.4167,50.0833,Czech Republic
299,Rhodes,rho,67,28.2225,36.4412,Greece
300,Reykjavik,reyk,77,-21.9422367,64.145981,Iceland
301,Reus,reu,166,1.1076133,41.1555564,Spain
302,Rijeka,rjk,42,14.4322,45.3297,Croatia
303,Rome,rome,84,12.4828,41.8931,Italy
304,Rimini,rmi,84,12.5683,44.0594,Italy
305,Riga,rix,95,24.1069,56.9475,Latvia
306,Rotterdam,rtm,124,4.48,51.92,Netherlands
307,Ronneby,rnb,170,15.283333,56.3,Sweden
308,Salzburg,szg,10,13.0477,47.7972,Austria
309,Sofia,sof,26,23.3241,42.6975,Bulgaria
310,Sarajevo,sjj,22,18.4167,43.8667,Bosnia and Herzegovina
311,Southampton,sou,188,-1.4,50.9,United Kingdom
312,Swansea,sws,188,-71.212,41.7571,United Kingdom
314,Poznan,poz,141,16.9167,52.4,Poland
315,Saarbruecken,saar,65,6.996379,49.234362,Germany
316,Stuttgart,str,65,9.1775,48.7761,Germany
317,Santorini,jtr,67,25.4566637,36.4071112,Greece
318,Shannon,snn,82,-8.8686,52.7137,Ireland
319,Salamanca,slm,166,-101.1972,20.5703,Spain
320,Santiago de Compostela,scq,166,-8.5457,42.8805,Spain
321,Sevilla,svq,166,-5.9731,37.3828,Spain
323,Skopje,skp,130,21.4333,41.9833,North Macedonia
325,Stavanger,svg,131,5.7333,58.9701,Norway
326,Strasbourg,sxb,61,7.7458,48.5833,France
327,Split,spu,42,16.45,43.51,Croatia
329,Stockholm,stoc,170,18.0686,59.3294,Sweden
330,Tirana,tia,2,19.82,41.33,Albania
331,Thessaloniki,skg,67,22.95,40.6333,Greece
332,Tenerife,tene,166,-16.589,28.217,Spain
334,Trieste,trs,84,13.8042,45.6361,Italy
335,Turin,trn,84,7.7,45.0667,Italy
336,Tel-Aviv,tlv,83,34.8,32.0833,Israel
337,Terceira Island,ter,142,-27.217639,38.7211653,Portugal
338,Timisoara,tsr,144,21.23,45.7597,Romania
339,Trabzon,tzx,182,39.7225,41.005,Turkey
340,Tampere,tmp,60,23.7608,61.4981,Finland
341,Turku,tku,60,22.27,60.4517,Finland
342,Toulouse,tls,61,1.444,43.6045,France
343,Tivat,tiv,117,18.7,42.43,Montenegro
345,Tallinn,tll,56,24.745,59.4372,Estonia
346,Tartu,tay,56,26.7225,58.38,Estonia
347,Umea,ume,170,20.2630745,63.8256568,Sweden
348,Vienna,vie,10,16.3731,48.2083,Austria
349,Varna,var,26,27.9169,43.2078,Bulgaria
351,Valencia,vlc,166,-68.0,10.1667,Spain
352,Valladolid,vll,166,-4.7286,41.652,Spain
353,Venice,veni,84,12.3319,45.4397,Italy
354,Verona,vero,84,10.9928,45.4386,Italy
356,Vilnius,vno,101,25.2833,54.6833,Lithuania
357,Iasi,ias,144,27.5889,47.1622,Romania
358,Vaxjo,vxo,170,14.8094385,56.8787183,Sweden
359,Visby,vby,170,18.3071,57.629,Sweden
361,Weeze,nrn,65,6.2011559,51.6267298,Germany
362,Westerland,gwt,65,8.3075,54.91,Germany
364,Warsaw,waw,141,21.0333,52.2167,Poland
365,Wroclaw,wro,141,17.0353,51.1077,Poland
366,zweibrucken,zqw,65,7.3641981,49.248655,Germany
367,Zaragoza,zaz,166,-0.883,41.6483,Spain
368,Zagreb,zag,42,15.95,45.8,Croatia
369,Zadar,zad,42,15.2167,44.1167,Croatia
370,Zurich,zrh,171,8.5410422,47.3744489,Switzerland
371,Chisinau,kiv,114,28.8575,47.0056,Moldova
372,Minsk,msqa,16,27.5618,53.9022,Belarus
373,Gomel,gme,16,30.9833,52.4417,Belarus
374,Brest,bqt,16,23.6569,52.0847,Belarus
375,Vitebsk,vtb,16,30.1667,55.1833,Belarus
376,Hrodna,gna,16,23.8167,53.6667,Belarus
377,Kiev,kiev,186,30.5241361,50.4500336,Ukraine
378,Kherson,khe,186,32.6,46.6333,Ukraine
379,Chernivtsi,cwc,186,25.9344,48.2908,Ukraine
380,Odesa,ods,186,30.7326,46.4775,Ukraine
381,Zaporizhia,ozh,186,35.1182867,47.8507859,Ukraine
382,Vinnytsia,vin,186,28.4672,49.2372,Ukraine
383,Lviv,lwo,186,24.0315,49.8419,Ukraine
384,Dnipro,dnk,186,34.9833,48.45,Ukraine
385,Kharkiv,hrk,186,36.2292,50.0,Ukraine
386,Ivano-Frankivsk,ifo,186,24.7106,48.9228,Ukraine
387,Moscow,mosc,145,37.6178,55.7558,Russia
388,Saint Petersburg,led,145,30.3167,59.95,Russia
389,Sochi,aer,145,39.7203,43.5853,Russia
390,Novosibirsk,ovb,145,82.9167,55.0333,Russia
391,Ekaterinburg,svx,145,60.6128,56.8356,Russia
392,Krasnodar,krr,145,38.9833,45.0333,Russia
393,Anapa,aaq,145,37.3167,44.8944,Russia
394,Kaliningrad,kgd,145,20.5,54.7167,Russia
396,Samara,kuf,145,50.1167,53.1833,Russia
397,Irkutsk,ikt,145,104.3,52.2833,Russia
398,Krasnoyarsk,kja,145,92.8667,56.0167,Russia
399,Ufa,ufa,145,55.9667,54.7333,Russia
400,Kazan,kzn,145,49.1144,55.7908,Russia
401,Mineralnye Vody,mrv,145,43.1125,44.2008,Russia
402,Tyumen,tjm,145,65.5333,57.15,Russia
403,Khabarovsk,khv,145,135.0667,48.4833,Russia
404,Surgut,sgc,145,73.4333,61.25,Russia
405,Vladivostok,vvo,145,131.9,43.1167,Russia
406,Yakutsk,yaku,145,129.7319,62.0272,Russia
407,Perm,pee,145,56.2489,58.0139,Russia
408,Chelyabinsk,cek,145,61.4,55.15,Russia
409,Novy Urengoy,nux,145,76.70356,66.089142,Russia
410,Murmansk,mmk,145,33.0833,68.9667,Russia
411,Nizhniy Novgorod,goj,145,44.0075,56.3269,Russia
412,Volgograd,vog,145,44.4833,48.7,Russia
413,Yuzhno-Sakhalinsk,uus,145,142.7333,46.95,Russia
414,Arkhangelsk,arh,145,40.5333,64.55,Russia
415,Omsk,oms,145,73.3833,54.9667,Russia
416,Makhachkala,mcx,145,47.4833,42.9833,Russia
417,Gelendzik,gdz,145,38.0767,44.5608,Russia
418,Petropavlovsk-Kamchatsky,pkc,145,158.65,53.0167,Russia
419,Naberezhnye Chelny,nbc,145,52.3333,55.7,Russia
420,Tomsk,tof,145,84.9522,56.4886,Russia
421,Nizhnevartovsk,njc,145,76.595,60.9389,Russia
422,Orenburg,ren,145,55.1,51.7667,Russia
423,Voronezh,voz,145,39.2106,51.6717,Russia
424,Syktyvkar,scw,145,50.8167,61.6667,Russia
425,Barnaul,bax,145,83.7872,53.3567,Russia
426,Astrakhan,asf,145,48.0167,46.3333,Russia
427,Norilsk,nsk,145,88.2167,69.3333,Russia
428,Belgorod,ego,145,36.6,50.6,Russia
429,Salehard,sly,145,66.6333,66.5333,Russia
430,Chita,hta,145,113.5,52.0333,Russia
431,Izhevsk,ijk,145,53.2167,56.85,Russia
432,Khanty-Mansiysk,hma,145,69.0,61.0,Russia
433,Saratov,sarb,145,46.0,51.5333,Russia
434,Stavropol,stw,145,41.9833,45.05,Russia
437,Kemerovo,kej,145,86.0667,55.3333,Russia
438,Abakan,aba,145,91.4167,53.7167,Russia
439,Grozny,grv,145,45.6986,43.3125,Russia
441,Vladikavkaz,ogz,145,44.65,43.0167,Russia
442,Ulyanovsk,ulya,145,48.3667,54.3167,Russia
444,Penza,pez,145,45.0,53.2,Russia
445,Saransk,skx,145,45.1833,54.1833,Russia
446,Nadym,nym,145,72.5167,65.5333,Russia
447,Magnitogorsk,mqf,145,59.0333,53.3833,Russia
448,Rostov on Don,rov,145,39.7167,47.2333,Russia
449,Cheboksary,scy,145,47.25,56.1333,Russia
451,Nalchik,nal,145,43.6167,43.4833,Russia
452,Cherepovets,cee,145,37.9167,59.1333,Russia
453,Magas,igt,145,44.8167,43.1667,Russia
454,Kirov,kvx,145,49.65,58.6,Russia
455,Naryan-Mar,nnm,145,53.0067,67.6378,Russia
456,Bratsk,btk,145,101.6167,56.1667,Russia
457,Elista,esl,145,44.2667,46.3167,Russia
458,Gorno-Altaysk,rgk,145,85.96,51.96,Russia
460,Tambov,tbw,145,41.4333,52.7167,Russia
461,Vorkuta,vkt,145,64.0333,67.5,Russia
462,Neryungri,ner,145,124.725,56.6583,Russia
463,Ivanovo,iwa,145,41.0,57.0,Russia
464,Anadyr,dyr,145,177.5167,64.7333,Russia
465,Kursk,urs,145,36.1872,51.7372,Russia
466,Kogalym,kgp,145,74.4889068,62.26798,Russia
467,Kurgan,kro,145,65.3411,55.4408,Russia
468,Petrozavodsk,pes,145,34.35,61.7833,Russia
469,Orsk,osw,145,58.5441,51.2145,Russia
471,Kaluga,klf,145,36.2667,54.5333,Russia
472,Okha,ohh,145,142.9333,53.5833,Russia
473,Briansk,bzk,145,34.3668288,53.2423778,Russia
475,Kyzyl,kyz,145,94.45,51.7167,Russia
476,Tiksi,iks,145,128.835,71.6269,Russia
477,Yaroslavl,iar,145,39.85,57.6167,Russia
478,Pevek,pwe,145,170.3167,69.7,Russia
480,Velikij Ustyug,vus,145,46.3039,60.7589,Russia
481,Aldan,adh,145,125.3833,58.6,Russia
483,Beloyarsky,eyk,145,66.6667691,63.7156353,Russia
484,Bodaybo,odo,145,114.1933,57.8506,Russia
485,Ust-Kut,ukx,145,105.7489287,56.780561,Russia
486,Usinsk,usk,145,57.5414,65.9998,Russia
487,Nyagan,nya,145,65.3833,62.1333,Russia
489,Lensk,ulk,145,114.9,60.7167,Russia
490,Batagay,bqj,145,134.635,67.656,Russia
491,Uraj,urj,145,64.7833,60.1333,Russia
492,Nikolaevsk-na-Amure,nli,145,140.7333,53.15,Russia
493,Berezovo,ezv,145,39.2975747,54.0930506,Russia
494,Bugulma,uua,145,52.7833,54.5333,Russia
498,Belaya Gora,bgn,145,146.187286,68.53701,Russia
501,Lipetsk,lpk,145,39.6,52.6167,Russia
502,Nyurba,nyr,145,118.3333,63.2833,Russia
504,Ust-Maya,ums,145,134.5433,60.4566,Russia
505,Iturup,itu,145,147.8382321,44.9906085,Russia
507,Keperveyem,kpw,145,166.1428991,67.8415768,Russia
508,Deputatsky,dpt,145,139.9468635,69.3396494,Russia
510,Ust-Nera,usr,145,143.2,64.5666,Russia
512,Terney,nei,145,136.6137293,45.0504046,Russia
513,Olenyok,onk,145,112.45,68.525,Russia
514,Chersky,cyx,145,161.33,68.7501,Russia
515,Kavalerovo,kvr,145,135.0498,44.2702,Russia
516,Igarka,iaa,145,86.5667,67.4667,Russia
517,Igrim,irm,145,64.4194,63.1933,Russia
519,Ust-Kuyga,ukg,145,135.549835,70.00177,Russia
520,Hatanga,htg,145,102.465,72.0411,Russia
521,Dalnegorsk,dhg,145,135.5661,44.5539,Russia
522,Nogliki,ngk,145,143.1667,51.8333,Russia
523,Chokurdakh,ckh,145,147.8946,70.6183,Russia
526,Tynda,tyd,145,124.7167,55.15,Russia
528,Bor,tgp,145,90.1236,61.5995,Russia
529,Zhigansk,zix,145,123.3711,66.7697,Russia
530,Dikson,dks,145,80.5451,73.507,Russia
531,Verkhnevilyuysk,vhv,145,120.3167,63.4457,Russia
532,Vilyuysk,vyi,145,121.6167,63.75,Russia
533,Dalnerechensk,dlr,145,133.7333,45.9333,Russia
534, Svetlaja,etl,145,41.0060242,65.2215948,Russia
535,Komsomolsk Na Amure,kxk,145,137.020782,50.550877,Russia
538,Plastun,tly,145,136.286379,44.7589818,Russia
540,Gagra,,64,40.27,43.28,Georgia
541,New Athos,,64,40.81,43.09,Georgia
542,Sukhumi,,64,41.0,43.0,Georgia
543,Ukhta,uct,145,53.7,63.5667,Russia
546,Pristina,prn,91,21.1667,42.6667,Kosovo
547,Thimphu,,20,89.6333,27.4833,Bhutan
548,Ulaanbaatar,uln,116,106.9172,47.9203,Mongolia
550,Agartala,ixa,78,91.2667,23.8333,India
551,Agra,agp,78,78.02,27.18,India
552,Ahmedabad,amd,78,72.58,23.03,India
553,Aizawl,ajl,78,92.72,23.7104,India
554,Allahabad,ixd,78,81.84,25.455,India
555,Amritsar,atq,78,74.85,31.6167,India
556,Aurangabad,ixu,78,75.32,19.88,India
557,Bagdogra,ixb,78,88.3200303,26.6988847,India
558,Belgaum,ixg,78,74.5,15.8667,India
560,Bhavnagar,bhu,78,72.1416449,21.7718836,India
561,Bhopal,bho,78,77.4167,23.25,India
562,Bhubaneswar,bbi,78,85.8435592,20.2667774,India
563,Bhuj,bhj,78,69.81,23.2504,India
564,Bikaner,bkb,78,73.3171367,28.0159286,India
565,Chandigarh,ixc,78,76.7911,30.7353,India
566,Coimbatore,cjb,78,76.9667,11.0,India
567,Dehradun,ded,78,78.029,30.318,India
568,Dharamsala,dhm,78,76.3167,32.2167,India
569,Dibrugarh,dib,78,95.0,27.4833,India
570,Dimapur,dmu,78,93.7283707,25.9135914,India
571,Diu,diu,78,70.9904,20.7197,India
572,Gaya,gay,78,85.0167,24.75,India
573,Chicalim,goi,78,73.8622326,15.3944786,India
574,Gorakhpur,gop,78,83.3667,26.7611,India
575,Guwahati,gau,78,91.7667,26.1667,India
576,Gwalior,gwl,78,78.1931,26.215,India
577,Hubli,hbx,78,75.125,15.36,India
578,Hyderabad,hyd,78,78.4667,17.3667,India
