579,Imphal,imf,78,93.95,24.82,India
580,Indore,idr,78,75.8472,22.7206,India
581,Jabalpur,jlr,78,79.9333,23.1667,India
582,Jaisalmer,jsa,78,70.9167,26.9167,India
583,Jalgaon,jlg,78,75.5667,21.0167,India
584,Jammu,ixj,78,74.85,32.7333,India
585,Jamnagar,jga,78,70.07,22.47,India
586,Jodhpur,jdh,78,73.0168,26.2918,India
587,Jorhat,jrh,78,94.2167,26.75,India
588,Kadapa,cdp,78,78.8216861,14.4752936,India
589,Kandla,ixy,78,76.0696792,32.6912634,India
590,Kanpur,knu,78,80.3217588,26.4609135,India
591,Andal,rdp,78,87.2411693,23.6247865,India
592,Khajuraho,hjr,78,79.9333,24.85,India
593,Kochi,cok,78,76.2833,9.9667,India
594,Kolhapur,klh,78,74.2333,16.7,India
595,Kozhikode,ccj,78,75.7788735,11.2586082,India
596,Kulu,kuu,78,77.1,31.96,India
597,Leh,ixl,78,77.5848133,34.1642029,India
599,Lucknow,lko,78,80.947,26.847,India
600,Ludhiana,luh,78,75.8486,30.9083,India
601,Madurai,ixm,78,78.1194,9.9197,India
602,Mangalore,ixe,78,74.8806,12.8703,India
603,Mysore,myq,78,76.6531,12.3086,India
604,Nagpur,nag,78,79.0831,21.1539,India
605,Nanded,ndc,78,77.3333,19.15,India
606,Nasik,isk,78,73.7833,20.0,India
607,Pantnagar,pgh,78,79.4859989,29.0264162,India
608,Pasighat,ixt,78,95.3324944,28.0589676,India
609,Patna,pat,78,85.1414,25.61,India
610,Porbandar,pbd,78,69.6047,21.6425,India
611,Port blair,ixz,78,92.75,11.6667,India
612,Puducherry,,78,79.83,11.93,India
613,Pune,pnq,78,73.8553,18.5196,India
614,Raipur,rpr,78,81.6337,21.2379,India
615,Rajahmundry,rja,78,81.7833,16.9833,India
616,Rajkot,raj,78,70.7984,22.2969,India
617,Ranchi,ixr,78,85.3347,23.3556,India
618,Salem,sxv,78,78.1667,11.65,India
619,Shillong,shl,78,91.8789,25.5744,India
620,Shimla,,78,77.1722,31.1033,India
621,Shirdi,sag,78,92.79,24.7904,India
622,Silchar,ixs,78,92.79,24.7904,India
623,Srinagar,sxr,78,74.8061,34.0911,India
624,Surat,stv,78,72.83,21.17,India
625,Tezpur,tez,78,92.8,26.6338,India
626,Thiruvananthapuram,trv,78,76.8997,8.5,India
627,Tiruchirappalli,trz,78,78.712771,10.7620859,India
628,Tirupati,tir,78,79.42,13.65,India
629,Tuticorin,tcr,78,78.1333,8.7833,India
630,Udaipur,udr,78,73.6833,24.5833,India
631,Vadodara,bdq,78,73.2,22.3,India
632,Varanasi,vns,78,83.0128,25.3189,India
633,Vidyanagar,vdy,78,75.1275701,15.3638384,India
634,Vijayawada,vga,78,80.6185102,16.5087586,India
635,Visakhapatnam,vtz,78,83.3167,17.7333,India
636,Chiang Mai,cnx,176,98.9868056,18.7882778,Thailand
637,Hat Yai,hdy,176,100.4577414,7.0026257,Thailand
638,Koh Samui,usm,176,99.9956193,9.5013944,Thailand
639,Udon Thani,uth,176,102.75,17.4164,Thailand
640,Chiang Rai,cei,176,99.8275,19.9094,Thailand
641,Khon Kaen,kkc,176,102.8297,16.4297,Thailand
642,Surat Thani,urt,176,99.3306,9.1397,Thailand
643,Ubon Ratchathani,ubp,176,104.8594,15.2281,Thailand
644,Nakhon Si Thammarat,nst,176,99.9667,8.4333,Thailand
645,Phitsanulok,phs,176,100.2636,16.8158,Thailand
646,Trang,tst,176,99.6114,7.5561,Thailand
647,Roi Et,roi,176,103.6514,16.0578,Thailand
648,Nakhon Phanom,kop,176,104.7880321,17.3952209,Thailand
649,Buri Ram,bfv,176,103.1079187,14.9955693,Thailand
650,Sakon Nakhon,sno,176,104.1456,17.1564,Thailand
651,Lampang,lpt,176,99.5,18.3,Thailand
652,Mae Sot,maq,176,98.5699283,16.7133787,Thailand
653,Ranong,unn,176,98.6389,9.9619,Thailand
654,Chumphon,cjm,176,99.18,10.4939,Thailand
655,Loei,loe,176,101.725,17.4903,Thailand
656,Narathiwat,naw,176,101.8212475,6.4277319,Thailand
657,Trat,tdx,176,102.5125,12.2417,Thailand
658,Phrae,prh,176,100.1417,18.1436,Thailand
659,Sukhothai,ths,176,99.8219,17.0142,Thailand
660,Mae Hong Son,hgn,176,97.9666073,19.3015068,Thailand
661,Hua Hin,hhq,176,99.9546036,12.5672438,Thailand
662,Pai,pyy,176,98.4405794,19.3581061,Thailand
663,Chicago,chia,189,-87.6862,41.8373,USA
664,Houston,houa,189,-95.3889,29.7863,USA
665,Phoenix,phxa,189,-112.0891,33.5722,USA
666,Philadelphia,phla,189,-75.1339,40.0077,USA
667,San Antonio,sata,189,-98.5253,29.4658,USA
668,San Diego,sana,189,-117.1225,32.8312,USA
669,Dallas,dfwa,189,-96.7662,32.7936,USA
670,San Jose,sjca,189,-121.8486,37.3019,USA
671,Austin,aus,189,-97.7522,30.3004,USA
672,Fort Worth,ftw,189,-97.3473,32.7811,USA
673,Jacksonville,jaxa,189,-81.6749,30.3322,USA
674,Columbus,cmha,189,-82.985,39.9862,USA
675,Charlotte,clta,189,-80.8304,35.208,USA
676,Indianapolis,ind,189,-86.1458,39.7771,USA
677,Seattle,seaa,189,-122.3244,47.6211,USA
678,Denver,dena,189,-104.8759,39.7621,USA
679,Washington,wasa,189,-77.0163,38.9047,USA
680,Boston,bos,189,-71.0846,42.3188,USA
681,El Paso,elpa,189,-106.4309,31.8479,USA
682,Nashville,bna,189,-86.7843,36.1715,USA
683,Detroit,dtta,189,-83.1024,42.3834,USA
684,Portland,pdx,189,-122.65,45.5372,USA
685,Oklahoma City,okca,189,-97.5136,35.4676,USA
686,Memphis,mema,189,-89.9773,35.1046,USA
687,Louisville,sdfa,189,-85.6485,38.1663,USA
688,Baltimore,bwi,189,-76.6144,39.3051,USA
689,Milwaukee,mkea,189,-87.9673,43.0642,USA
690,Albuquerque,abq,189,-106.6464,35.1053,USA
691,Tucson,tusa,189,-110.8782,32.1545,USA
692,Fresno,fat,189,-119.7941,36.7831,USA
693,Mesa,msc,189,-111.718,33.4017,USA
694,Atlanta,atla,189,-84.4224,33.7627,USA
695,Sacramento,saca,189,-121.4683,38.5667,USA
696,Kansas City,mkca,189,-94.5541,39.1239,USA
697,Colorado Springs,cosa,189,-104.7606,38.8674,USA
698,Raleigh,rdu,189,-78.6435,35.8325,USA
699,Omaha,oma,189,-96.0522,41.2627,USA
700,Long Beach,lgb,189,-118.1675,33.7981,USA
701,Virginia Beach,orf,189,-76.0435,36.7335,USA
702,Minneapolis,mspa,189,-93.2678,44.9635,USA
703,Oakland,oak,189,-122.2165,37.7903,USA
704,Tampa,tpaa,189,-82.4451,27.9942,USA
706,Tulsa,tulb,189,-95.9042,36.1284,USA
707,Bakersfield,bfl,189,-119.0359,35.3529,USA
708,New Orleans,msya,189,-89.9288,30.0687,USA
709,Wichita,icta,189,-97.3442,37.6896,USA
711,Cleveland,clea,189,-81.6804,41.4767,USA
715,Santa Ana,sna,189,-117.8819,33.7366,USA
717,Lexington,lex,189,-84.4587,38.0423,USA
718,Corpus Christi,crp,189,-97.3755,27.726,USA
721,Cincinnati,cvga,189,-84.5061,39.1413,USA
724,Pittsburgh,pita,189,-79.9762,40.4396,USA
725,Lincoln,lnk,189,-96.6788,40.809,USA
726,St. Louis,stla,189,-90.2451,38.6358,USA
728,Anchorage,anca,189,-149.1091,61.1508,USA
732,Saint Petersburg,spg,189,-82.6652,27.7931,USA
734,Fort Wayne,fwa,189,-85.1437,41.0886,USA
737,Laredo,lrd,189,-99.4875,27.5629,USA
738,Madison,msn,189,-89.3931,43.0826,USA
740,Lubbock,lbb,189,-101.8878,33.5659,USA
741,Reno,rno,189,-119.8483,39.5497,USA
743,Buffalo,buf,189,-78.8487,42.9016,USA
746,Winston-Salem,int,189,-80.2611,36.1029,USA
751,Norfolk,orfa,189,-76.259,36.8945,USA
753,Boise,boi,189,-116.2312,43.6007,USA
755,Richmond,ric,189,-77.4756,37.5295,USA
757,Spokane,gega,189,-117.433,47.6671,USA
759,Modesto,mod,189,-121.0028,37.6374,USA
761,Des Moines,dsm,189,-93.6105,41.5725,USA
762,San Bernardino,sbd,189,-117.2946,34.1417,USA
763,Baton Rouge,btr,189,-91.131,30.4418,USA
765,Salt Lake City,slc,189,-111.9306,40.7777,USA
767,Oxnard,oxr,189,-119.1815,34.1963,USA
772,Fayetteville,fyva,189,-94.166,36.0713,USA
773,Grand Rapids,grr,189,-85.6562,42.962,USA
775,Rochester,roc,189,-77.6162,43.168,USA
776,Charleston,chs,189,-79.9628,32.8153,USA
777,Palm Springs,pspa,189,-80.0968,26.6349,USA
779,Branson,bkg,189,-93.2635,36.651,USA
780,Montreal,ymqa,33,-73.5617,45.5089,Canada
781,Calgary,yyc,33,-114.0667,51.05,Canada
782,Edmonton,yeg,33,-113.4903,53.5344,Canada
783,Ottawa,yowa,33,-75.695,45.4247,Canada
784,Winnipeg,ywg,33,-97.1464,49.8844,Canada
785,Quebec City,yqba,33,-71.2081,46.8139,Canada
786,Hamilton,yhm,33,-79.8692,43.2567,Canada
787,Kitchener,ykf,33,-80.4728,43.4186,Canada
789,Victoria,yyja,33,-123.3647,48.4283,Canada
790,Halifax,yhza,33,-63.5906,44.6475,Canada
792,Windsor,yqg,33,-83.0,42.2833,Canada
793,Saskatoon,yxe,33,-106.6833,52.1333,Canada
795,Regina,yqr,33,-104.6067,50.4547,Canada
796,St. John's,yyt,33,-52.7971,47.4817,Canada
797,Kelowna,ylw,33,-119.4956,49.8881,Canada
800,Rishikesh,,78,78.267612,30.086928,India
801,Gokarna,,78,74.318841,14.547859,India
802,Arambol,,78,73.69811692,15.69776815,India
803,Tiruvannamalai,,78,79.0761989,12.2343228,India
804,Darjeeling,,78,88.263176,27.0377554,India
805,Haridwar,,78,78.1452985,29.9384473,India
806,Kanyakumari,,78,77.5499338,8.079252,India
807,Buddha Gaya,,78,84.9831416,24.6904398,India
808,Sarnath,,78,83.025214,25.371556,India
809,Kushinagar,,78,83.9162322,26.7438272,India
810,Shrawasti,,78,81.886684,27.68320155,India
811,Rajgir,,78,85.4207368,25.0299973,India
812,Sankasya,,78,76.36429,30.37004,India
813,Tirumala,,78,79.350898,13.680736,India
814,Badrinath,,78,79.493763,30.743309,India
815,Kedarnath,,78,79.066894,30.734627,India
816,Prayagraj,,78,81.846311,25.435801,India
818,Mathura,,78,77.673673,27.492413,India
819,Vrindavan,,78,77.659339,27.565009,India
820,Somnath,,78,70.401157,20.888047,India
821,Dwarka,,78,68.968456,22.244197,India
822,Jammu,,78,74.857026,32.726602,India
823,Ujjain,,78,75.788516,23.176467,India
824,Shirdi,,78,74.476212,19.764536,India
825,Palolem,,78,74.023219,15.009965,India
826,Varkala,,78,76.716336,8.737868,India
827,Alwar,,78,76.634574,27.552991,India
828,Amritapuri,,78,76.489564,9.094938,India
2000,Chernihiv,,186,,,Ukraine
2001,Cherkasy,,186,,,Ukraine
2002,Zhytomyr,,186,,,Ukraine
2003,Rivne,,186,,,Ukraine
2004,Lutsk,,186,,,Ukraine
2005,Khmelnytskyi,,186,,,Ukraine
2006,Ternopil,,186,,,Ukraine
2007,Mukachevo,,186,,,Ukraine
2008,Uzhgorod,,186,,,Ukraine
2009,Poltava,,186,,,Ukraine
2010,Uman,,186,,,Ukraine
2011,Mykolaiv,,186,,,Ukraine
2014,Voznesensk,,186,,,Ukraine
2015,Yuzhnoukrainsk,,186,,,Ukraine
2016,Kryvyi Rih,,186,,,Ukraine
2017,Pyatigorsk,,145,,,Russia
2018,Dombay,,145,,,Russia
2019,Arkhyz,,145,,,Russia
2020,Yessentuki,,145,,,Russia
2021,Yalta,,145,,,Ukraine
2022,Simferopol,,145,,,Ukraine
2023,Sevastopol,,145,,,Russia
2023,Kerch,,186,,,Ukraine
,Mariupol,,186,,,Ukraine
,Novokuznetsk ,,145,,,Russia
,Blagoveshchensk ,,145,,,Russia
,Noyabrsk ,,145,,,Russia
