path_id,from_id,to_id,transport_id,price_min_EUR,duration_min
2270001,227,8,1,157,765
2270002,227,9,1,341,805
2270003,227,10,1,83,1550
2270004,227,11,1,507,1190
2270005,227,12,1,461,2545
2270006,227,13,1,304,775
2270007,227,15,1,507,930
2270008,227,16,1,2450,2460
2270009,227,17,1,51,595
2270010,227,18,1,415,975
2270011,227,20,1,461,940
2270012,227,21,1,406,845
2270013,227,22,1,406,615
2270014,227,23,1,395,995
2270015,227,25,1,277,820
2270016,227,26,1,138,535
2270017,227,27,1,507,1410
2270018,227,28,1,157,660
2270019,227,29,1,129,1245
2270020,227,30,1,553,840
2270021,227,31,1,60,495
2270022,227,32,1,212,805
2270023,227,33,1,258,550
2270024,227,34,1,157,750
2270025,227,35,1,69,575
2270026,227,36,1,507,1455
2270027,227,37,1,360,1030
2270028,227,38,1,323,867
2270029,227,39,1,323,970
2270030,227,40,1,332,1035
2270031,227,41,1,452,815
2270032,227,42,1,350,780
2270033,227,43,1,430,1035
2270034,227,44,1,231,755
2270035,227,48,1,538,1250
2270036,227,49,1,466,1045
2270037,227,50,1,573,1065
2270038,227,51,1,538,1240
2270039,227,53,1,911,2110
2270040,227,55,1,440,1010
2270041,227,56,1,271,1055
2270042,227,57,1,418,1035
2270043,227,58,1,157,670
2270044,227,60,1,876,1145
2270045,227,61,1,599,1200
2270046,227,62,1,378,1048
2270047,227,63,1,268,795
2270048,227,64,1,432,1090
2270049,227,66,1,384,1035
2270050,227,67,1,613,1230
2270051,227,68,1,595,1095
2270052,227,70,1,767,1740
2270053,227,71,1,437,1270
2270054,227,72,1,609,1735
2270055,227,73,1,609,1725
2270056,227,75,1,533,1245
2270057,227,76,1,455,1245
2270058,227,77,1,461,1025
2270059,227,78,1,166,505
2270060,227,79,1,577,1345
2270061,227,80,1,516,1320
2270062,227,81,1,507,1190
2270063,227,82,1,599,955
2270064,227,83,1,521,1360
2270065,227,85,1,681,1130
2270066,227,87,1,461,1145
2270067,227,88,1,641,1105
2270068,227,89,1,573,1100
2270069,227,90,1,530,1145
2270070,227,91,1,350,910
2270071,227,92,1,749,1160
2270072,227,93,1,361,765
2270073,227,94,1,512,1190
2270074,227,96,1,453,1070
2270075,227,97,1,817,1175
2270076,227,98,1,502,1610
2270077,227,99,1,422,1020
2270078,227,101,1,34,385
2270079,227,103,1,45,790
2270080,227,104,1,40,415
2270081,227,105,1,35,155
2270082,227,106,1,60,305
2270083,227,107,1,101,520
2270084,227,108,1,46,560
2270085,227,109,1,60,830
2270086,227,111,1,75,265
