path_id,from_id,to_id,transport_id,price_min_EUR,duration_min
380001,38,8,1,599,960
380002,38,9,1,692,930
380003,38,10,1,692,1318
380004,38,11,1,599,1495
380005,38,13,1,332,1110
380006,38,15,1,922,1430
380007,38,16,1,1905,2055
380008,38,17,1,323,950
380009,38,18,1,553,1265
380010,38,20,1,646,1165
380011,38,21,1,461,1135
380012,38,22,1,692,990
380013,38,23,1,677,1375
380014,38,25,1,378,1170
380015,38,26,1,369,850
380016,38,27,1,433,1565
380017,38,29,1,507,1035
380018,38,30,1,1014,1060
380019,38,31,1,332,1015
380020,38,32,1,369,970
380021,38,33,1,332,1015
380022,38,35,1,369,1175
380023,38,36,1,184,757
380024,38,37,1,78,369
380025,38,39,1,69,310
380026,38,40,1,92,332
380027,38,41,1,69,65
380028,38,41,2,18,285
380029,38,41,3,37,340
380030,38,42,1,51,144
380031,38,42,2,89,1170
380032,38,42,3,101,1302
380033,38,43,1,457,1090
380034,38,44,1,397,1040
380035,38,48,1,538,1255
380036,38,49,1,573,1035
380037,38,51,1,502,1166
380038,38,53,1,911,1685
380039,38,55,1,553,1340
380040,38,56,1,361,1275
380041,38,57,1,621,1165
380042,38,58,1,461,845
380043,38,60,1,599,1350
380044,38,61,1,408,1405
380045,38,62,1,110,548
380046,38,63,1,76,160
380047,38,64,1,414,635
380048,38,66,1,564,1130
380049,38,67,1,808,1500
380050,38,68,1,633,1350
380051,38,70,1,472,1145
380052,38,71,1,421,1415
380053,38,72,1,512,1482
380054,38,73,1,480,1350
380055,38,75,1,597,1480
380056,38,76,1,547,1405
380057,38,78,1,507,960
380058,38,79,1,767,1585
380059,38,80,1,607,1580
380060,38,81,1,553,1305
380061,38,83,1,484,1250
380062,38,85,1,749,1150
380063,38,87,1,507,1150
380064,38,88,1,836,1485
380065,38,89,1,573,1030
380066,38,90,1,641,1470
380067,38,91,1,361,1130
380068,38,92,1,507,1345
380069,38,93,1,621,1070
380070,38,94,1,597,1675
380071,38,95,1,507,830
380072,38,96,1,558,1330
380073,38,97,1,817,1340
380074,38,98,1,502,1365
380075,38,99,1,461,1115
380076,38,101,1,305,665
380077,38,103,1,360,971
380078,38,104,1,290,740
380079,38,105,1,310,740
380080,38,106,1,370,845
380081,38,107,1,319,661
380082,38,108,1,309,775
380083,38,111,1,270,505
380084,38,112,1,294,965
380085,38,113,1,319,790
380086,38,114,1,466,825
380087,38,116,1,210,662
380088,38,117,1,553,931
380089,38,119,1,248,635
380090,38,120,1,282,600
380091,38,122,1,293,722
380092,38,123,1,295,740
380093,38,124,1,270,645
380094,38,126,1,323,735
380095,38,127,1,269,650
380096,38,128,1,380,655
380097,38,129,1,310,675
380098,38,130,1,290,660
380099,38,131,1,298,720
380100,38,132,1,344,870
380101,38,134,1,323,730
380102,38,135,1,300,830
380103,38,136,1,370,770
380104,38,137,1,300,670
380105,38,140,1,280,635
380106,38,142,1,361,784
380107,38,145,1,310,650
380108,38,146,1,480,865
380109,38,147,1,399,662
380110,38,150,1,340,630
380111,38,151,1,480,730
380112,38,152,1,310,760
380113,38,153,1,433,875
380114,38,160,1,310,710
380115,38,161,1,260,665
380116,38,162,1,248,470
380117,38,163,1,393,785
380118,38,164,1,277,845
380119,38,165,1,316,675
380120,38,166,1,260,864
380121,38,167,1,305,802
380122,38,171,1,729,1015
380123,38,172,1,330,800
380124,38,174,1,229,535
380125,38,175,1,450,705
380126,38,176,1,380,831
380127,38,177,1,350,675
380128,38,178,1,428,830
380129,38,179,1,430,745
380130,38,180,1,330,705
380131,38,181,1,310,720
380132,38,183,1,277,635
380133,38,184,1,293,610
380134,38,186,1,330,774
380135,38,189,1,290,720
380136,38,191,1,249,710
380137,38,192,1,260,605
380138,38,193,1,403,671
380139,38,194,1,497,815
380140,38,196,1,500,640
380141,38,197,1,280,660
380142,38,200,1,550,805
380143,38,201,1,330,700
380144,38,202,1,410,670
380145,38,203,1,293,670
380146,38,204,1,751,860
380147,38,205,1,320,735
380148,38,206,1,393,785
380149,38,207,1,368,740
380150,38,212,1,360,861
380151,38,213,1,229,720
380152,38,214,1,229,725
380153,38,215,1,375,864
380154,38,218,1,320,945
380155,38,219,1,459,715
380156,38,222,1,327,650
380157,38,224,1,305,734
380158,38,225,1,200,445
380159,38,227,1,490,810
380160,38,228,1,410,833
380161,38,230,1,350,845
380162,38,231,1,370,875
380163,38,233,1,240,650
380164,38,235,1,360,613
380165,38,236,1,310,700
380166,38,240,1,290,645
380167,38,242,1,337,866
380168,38,243,1,339,495
380169,38,246,1,460,750
380170,38,247,1,180,665
380171,38,248,1,260,644
380172,38,249,1,360,675
380173,38,251,1,850,840
380174,38,252,1,320,695
380175,38,257,1,393,910
380176,38,259,1,310,680
380177,38,261,1,340,765
380178,38,262,1,284,851
380179,38,263,1,406,765
380180,38,264,1,293,715
380181,38,265,1,463,655
380182,38,266,1,270,730
380183,38,267,1,370,735
380184,38,269,1,320,770
380185,38,270,1,320,705
380186,38,273,1,350,825
380187,38,274,1,300,769
380188,38,275,1,460,725
380189,38,277,1,149,630
380190,38,279,1,396,851
380191,38,280,1,350,892
380192,38,284,1,320,733
380193,38,285,1,400,755
380194,38,286,1,320,900
380195,38,287,1,430,710
380196,38,288,1,480,835
380197,38,290,1,300,570
380198,38,291,1,310,590
380199,38,293,1,210,630
380200,38,295,1,320,720
380201,38,297,1,292,725
380202,38,299,1,550,835
