path_id,from_id,to_id,transport_id,price_min_EUR,duration_min
970001,97,8,1,369,770
970002,97,10,1,369,1225
970003,97,11,1,111,305
970004,97,12,1,120,1360
970005,97,13,1,166,820
970006,97,15,1,267,740
970007,97,16,1,395,390
970008,97,17,1,286,950
970009,97,18,1,258,650
970010,97,20,1,397,680
970011,97,21,1,360,1380
970012,97,22,1,461,825
970013,97,23,1,124,560
970014,97,25,1,267,1740
970015,97,26,1,553,1125
970016,97,27,1,88,340
970017,97,28,1,461,1040
970018,97,29,1,314,1230
970019,97,30,1,1199,1245
970020,97,31,1,443,1120
970021,97,32,1,387,835
970022,97,33,1,452,1190
970023,97,34,1,461,1115
970024,97,35,1,461,1150
970025,97,36,1,461,725
970026,97,37,1,424,810
970027,97,38,1,692,1258
970028,97,39,1,507,1052
970029,97,40,1,452,860
970030,97,41,1,692,1327
970031,97,42,1,507,1060
970032,97,43,1,511,985
970033,97,48,1,129,320
970034,97,49,1,194,240
970035,97,51,1,208,460
970036,97,53,1,164,670
970037,97,55,1,135,680
970038,97,56,1,147,790
970039,97,57,1,147,630
970040,97,58,1,507,1195
970041,97,62,1,447,800
970042,97,63,1,584,1020
970043,97,64,1,989,1845
970044,97,66,1,147,615
970045,97,67,1,120,390
970046,97,68,1,179,340
970047,97,70,1,324,905
970048,97,71,1,59,320
970049,97,72,1,250,735
970050,97,73,1,653,725
970051,97,75,1,107,420
970052,97,76,1,103,480
970053,97,77,1,37,95
970054,97,78,1,507,1015
970055,97,79,1,547,360
970056,97,80,1,146,444
970057,97,81,1,101,295
970058,97,83,1,97,220
970059,97,87,1,212,100
970060,97,89,1,244,360
970061,97,90,1,125,325
970062,97,91,1,135,570
970063,97,93,1,248,530
970064,97,94,1,256,235
970065,97,96,1,188,235
970066,97,98,1,153,180
970067,97,101,1,621,1165
970068,97,104,1,300,1025
970069,97,105,1,600,1345
970070,97,107,1,578,935
970071,97,108,1,538,1005
970072,97,109,1,750,1310
970073,97,111,1,470,960
970074,97,116,1,550,1040
970075,97,119,1,621,1205
970076,97,120,1,621,1175
970077,97,122,1,621,1105
970078,97,123,1,650,955
970079,97,124,1,480,1020
970080,97,128,1,600,1170
970081,97,129,1,650,1180
970082,97,130,1,550,1075
970083,97,131,1,651,1035
970084,97,132,1,605,1850
970085,97,134,1,507,1150
970086,97,137,1,550,1185
970087,97,145,1,600,1050
970088,97,146,1,380,1075
970089,97,147,1,440,835
970090,97,150,1,650,1280
970091,97,151,1,800,1160
970092,97,152,1,550,1255
970093,97,153,1,507,1150
970094,97,154,1,900,1180
970095,97,160,1,600,1135
970096,97,161,1,550,990
970097,97,162,1,550,1120
970098,97,166,1,564,1070
970099,97,174,1,500,930
970100,97,176,1,800,1285
970101,97,177,1,700,1100
970102,97,178,1,1024,1190
970103,97,179,1,950,1360
970104,97,180,1,700,1285
970105,97,181,1,600,1125
970106,97,189,1,600,1165
970107,97,191,1,426,1125
970108,97,192,1,500,995
970109,97,193,1,434,1045
970110,97,194,1,1072,1205
970111,97,196,1,550,1055
970112,97,197,1,550,1030
970113,97,201,1,430,800
970114,97,203,1,564,1250
970115,97,205,1,650,1085
970116,97,212,1,553,1405
970117,97,214,1,511,1180
970118,97,218,1,410,1485
970119,97,225,1,641,915
970120,97,227,1,1000,1210
970121,97,228,1,750,1250
970122,97,230,1,700,1170
970123,97,231,1,500,1065
970124,97,233,1,500,1010
970125,97,235,1,650,1115
970126,97,236,1,550,1210
970127,97,240,1,550,1195
970128,97,242,1,842,1035
970129,97,243,1,621,1105
970130,97,247,1,500,860
970131,97,248,1,550,1025
970132,97,249,1,650,1150
970133,97,252,1,500,1005
970134,97,253,1,650,1140
970135,97,259,1,550,1145
970136,97,261,1,650,1230
970137,97,263,1,847,1175
970138,97,264,1,564,1310
970139,97,265,1,677,1815
970140,97,269,1,650,1145
970141,97,270,1,550,1135
970142,97,275,1,750,1135
970143,97,277,1,443,1025
970144,97,282,1,700,1125
970145,97,284,1,600,1125
970146,97,290,1,650,1310
970147,97,291,1,650,1150
970148,97,293,1,550,990
970149,97,297,1,584,1080
970150,97,300,1,599,1200
970151,97,303,1,550,1005
970152,97,305,1,507,1030
970153,97,309,1,461,1140
970154,97,314,1,490,1210
970155,97,316,1,550,1070
970156,97,317,1,350,1140
970157,97,318,1,500,1470
970158,97,320,1,550,1200
970159,97,321,1,750,1190
970160,97,325,1,605,1025
970161,97,329,1,576,905
970162,97,332,1,800,1300
970163,97,335,1,600,1120
970164,97,336,1,648,890
970165,97,337,1,650,1450
970166,97,338,1,553,1130
970167,97,339,1,344,1180
970168,97,341,1,470,885
970169,97,342,1,550,1125
970170,97,345,1,600,1055
970171,97,347,1,753,1055
970172,97,348,1,500,910
970173,97,351,1,600,1285
970174,97,356,1,553,1080
970175,97,359,1,842,1825
970176,97,370,1,550,1025
970177,97,371,1,599,1285
970178,97,547,1,157,1125
970179,97,550,1,147,915
970180,97,552,1,350,695
970181,97,553,1,147,1555
970182,97,626,1,203,800
970183,97,663,1,507,1010
