path_id,from_id,to_id,transport_id,price_min_EUR,duration_min
790001,79,8,1,304,635
790002,79,9,1,314,630
790003,79,10,1,378,1160
790004,79,11,1,42,230
790005,79,13,1,286,540
790006,79,15,1,157,495
790007,79,16,1,885,810
790008,79,17,1,166,735
790009,79,18,1,166,385
790010,79,20,1,415,505
790011,79,21,1,784,1330
790012,79,22,1,415,575
790013,79,23,1,135,345
790014,79,25,1,692,1120
790015,79,26,1,397,890
790016,79,27,1,78,255
790017,79,28,1,424,760
790018,79,29,1,369,1030
790019,79,30,1,876,930
790020,79,31,1,332,875
790021,79,32,1,350,775
790022,79,33,1,461,1035
790023,79,34,1,461,760
790024,79,35,1,461,990
790025,79,36,1,461,1025
790026,79,37,1,738,1175
790027,79,39,1,553,1405
790028,79,41,1,646,1755
790029,79,43,1,484,1015
790030,79,48,1,201,690
790031,79,49,1,136,545
790032,79,53,10,15,90
790033,79,55,1,102,360
790034,79,56,1,135,565
790035,79,57,1,113,350
790036,79,58,1,378,1050
790037,79,63,1,550,1500
790038,79,64,1,1169,1645
790039,79,66,1,102,375
790040,79,67,1,61,220
790041,79,70,1,354,725
790042,79,71,1,137,345
790043,79,72,1,231,645
790044,79,73,1,154,575
790045,79,75,1,13,70
790046,79,75,2,16,555
790047,79,77,1,88,305
790048,79,78,1,360,885
790049,79,80,1,73,270
790050,79,81,1,42,120
790051,79,83,1,156,480
790052,79,85,1,259,380
790053,79,87,1,138,390
790054,79,89,1,165,530
790055,79,90,1,56,190
790056,79,91,1,147,445
790057,79,93,1,158,470
790058,79,94,1,14,50
790059,79,94,2,6,260
790060,79,96,2,1,50
790061,79,97,1,544,425
790062,79,98,1,33,140
790063,79,98,3,3193,2955
790064,79,99,1,109,345
790065,79,101,1,564,1170
790066,79,104,1,270,1075
790067,79,111,1,430,1000
790068,79,113,1,442,985
790069,79,114,1,442,1035
790070,79,119,1,564,1170
790071,79,123,1,400,1085
790072,79,128,1,390,1110
790073,79,134,1,443,1055
790074,79,135,1,424,1100
790075,79,146,1,600,1220
790076,79,147,1,484,1090
790077,79,150,1,600,1225
790078,79,151,1,650,1310
790079,79,152,1,450,1115
790080,79,153,1,692,1085
790081,79,162,1,320,1105
790082,79,163,1,589,1045
790083,79,171,1,675,1060
790084,79,176,1,750,1480
790085,79,180,1,600,1345
790086,79,183,1,553,1225
790087,79,184,1,564,1120
790088,79,200,1,330,1140
790089,79,201,1,410,1210
790090,79,203,1,564,1240
790091,79,205,1,600,1230
790092,79,206,1,466,985
790093,79,207,1,319,845
790094,79,213,1,831,1120
790095,79,225,1,463,920
790096,79,227,1,950,1350
790097,79,228,1,750,1470
790098,79,231,1,380,1015
790099,79,235,1,500,1125
790100,79,248,1,410,1115
790101,79,253,1,550,1135
790102,79,257,1,540,1045
790103,79,267,1,430,1150
790104,79,275,1,650,1205
790105,79,277,1,354,1140
790106,79,284,1,950,1195
790107,79,285,1,550,1070
790108,79,290,1,650,1325
790109,79,291,1,500,1265
790110,79,293,1,380,1055
790111,79,295,1,600,1110
790112,79,299,1,350,1305
790113,79,300,1,646,1215
790114,79,303,1,400,1110
790115,79,309,1,378,1095
790116,79,310,1,387,1160
790117,79,318,1,650,1225
790118,79,323,1,461,1095
790119,79,329,1,443,1120
790120,79,330,1,599,1235
790121,79,331,1,450,1070
790122,79,332,1,800,1350
790123,79,336,1,432,835
790124,79,337,1,650,1550
790125,79,339,1,270,900
790126,79,343,1,700,1200
790127,79,348,1,380,1040
790128,79,349,1,599,1120
790129,79,356,1,507,1225
790130,79,359,1,665,1375
790131,79,364,1,490,1060
790132,79,371,1,424,1070
790133,79,546,1,553,1110
790134,79,547,1,129,625
790135,79,552,1,192,660
790136,79,554,1,158,1045
790137,79,663,1,599,1610
