path_id,from_id,to_id,transport_id,price_min_EUR,duration_min
1930001,193,8,1,194,460
1930002,193,9,1,258,540
1930003,193,10,1,194,1175
1930004,193,11,1,341,980
1930005,193,12,1,369,1905
1930006,193,13,1,221,575
1930007,193,15,1,507,770
1930008,193,16,1,1157,1105
1930009,193,17,1,138,510
1930010,193,18,1,304,740
1930011,193,20,1,332,715
1930012,193,21,1,277,540
1930013,193,22,1,267,490
1930014,193,23,1,294,820
1930015,193,25,1,240,585
1930016,193,26,1,138,385
1930017,193,27,1,378,1115
1930018,193,28,1,166,535
1930019,193,29,1,203,635
1930020,193,30,1,341,665
1930021,193,31,1,37,405
1930022,193,32,1,221,575
1930023,193,33,1,221,435
1930024,193,34,1,240,445
1930025,193,35,1,148,525
1930026,193,36,1,424,1240
1930027,193,37,1,304,875
1930028,193,38,1,406,749
1930029,193,39,1,387,850
1930030,193,40,1,304,835
1930031,193,41,1,341,770
1930032,193,42,1,175,680
1930033,193,43,1,349,830
1930034,193,44,1,175,595
1930035,193,48,1,330,1005
1930036,193,51,1,344,925
1930037,193,53,1,547,1265
1930038,193,55,1,305,835
1930039,193,56,1,203,870
1930040,193,57,1,282,775
1930041,193,58,1,148,455
1930042,193,60,1,507,965
1930043,193,61,1,449,1110
1930044,193,62,1,412,770
1930045,193,63,1,158,660
1930046,193,64,1,396,1040
1930047,193,66,1,248,835
1930048,193,67,1,362,975
1930049,193,68,1,409,1155
1930050,193,70,1,590,1560
1930051,193,71,1,353,1240
1930052,193,72,1,577,1525
1930053,193,73,1,448,1480
1930054,193,75,1,362,1105
1930055,193,76,1,334,1085
1930056,193,77,1,295,885
1930057,193,78,1,175,415
1930058,193,79,1,453,1100
1930059,193,80,1,364,1120
1930060,193,81,1,323,920
1930061,193,82,1,354,755
1930062,193,83,1,320,855
1930063,193,85,1,507,880
1930064,193,87,1,360,930
1930065,193,89,1,358,805
1930066,193,90,1,530,930
1930067,193,91,1,248,695
1930068,193,92,1,461,950
1930069,193,93,1,260,650
1930070,193,94,1,341,920
1930071,193,96,1,334,900
1930072,193,97,1,599,1115
1930073,193,98,1,335,815
1930074,193,99,1,327,930
1930075,193,101,1,96,215
1930076,193,103,1,75,510
1930077,193,104,1,85,205
1930078,193,105,1,130,205
1930079,193,106,1,35,450
1930080,193,107,1,56,165
1930081,193,108,1,31,145
1930082,193,109,1,140,300
1930083,193,111,1,60,95
1930084,193,112,1,108,465
1930085,193,113,1,113,320
1930086,193,114,1,142,225
1930087,193,116,1,50,100
1930088,193,117,1,37,330
1930089,193,118,1,51,135
1930090,193,118,2,88,1815
1930091,193,119,1,17,245
1930092,193,120,1,51,245
1930093,193,122,1,68,240
1930094,193,123,1,28,125
1930095,193,124,1,50,80
1930096,193,124,2,40,875
1930097,193,126,1,35,240
1930098,193,126,2,32,760
1930099,193,127,1,35,210
1930100,193,128,1,35,190
1930101,193,129,1,65,280
1930102,193,130,1,40,270
1930103,193,131,1,47,85
1930104,193,132,1,102,320
1930105,193,134,1,32,260
1930106,193,134,2,69,2669
1930107,193,135,1,60,145
1930108,193,135,2,59,1890
1930109,193,136,1,21,235
1930110,193,137,1,27,275
1930111,193,139,1,113,480
1930112,193,140,1,100,225
1930113,193,142,1,96,320
1930114,193,143,1,62,120
1930115,193,145,1,45,205
1930116,193,146,1,29,315
1930117,193,147,1,35,55
1930118,193,147,2,16,260
1930119,193,147,3,1,229
1930120,193,150,1,23,280
1930121,193,151,1,30,130
1930122,193,152,1,27,315
1930123,193,153,1,42,265
1930124,193,153,2,65,2392
1930125,193,154,1,120,250
1930126,193,159,1,22,335
1930127,193,160,1,70,225
1930128,193,160,2,90,990
1930129,193,161,1,80,100
1930130,193,162,1,30,140
1930131,193,163,1,120,355
1930132,193,164,1,28,280
1930133,193,166,1,26,120
1930134,193,171,1,162,565
1930135,193,172,1,40,230
1930136,193,174,1,80,100
1930137,193,175,1,80,200
1930138,193,176,1,65,425
1930139,193,177,1,80,245
1930140,193,178,1,79,300
1930141,193,179,1,40,240
1930142,193,180,1,80,480
1930143,193,181,1,90,205
1930144,193,183,1,20,385
1930145,193,184,1,21,295
1930146,193,186,1,70,340
1930147,193,187,1,35,515
1930148,193,189,1,60,305
1930149,193,191,1,9,70
