path_id,from_id,to_id,transport_id,price_min_EUR,duration_min
700001,70,8,1,692,1290
700002,70,9,1,646,1360
700003,70,10,1,692,1695
700004,70,11,1,461,795
700005,70,12,1,507,1390
700006,70,13,1,553,1195
700007,70,15,1,646,1005
700008,70,16,1,3675,1235
700009,70,17,1,461,1240
700010,70,18,1,452,1025
700011,70,20,1,876,1340
700012,70,21,1,646,1685
700013,70,22,1,646,1230
700014,70,23,1,461,990
700015,70,25,1,553,1725
700016,70,26,1,830,1420
700017,70,27,1,314,745
700018,70,29,1,692,1755
700019,70,30,1,1660,1490
700020,70,31,1,876,1465
700021,70,32,1,646,1225
700022,70,33,1,646,1470
700023,70,34,1,738,1360
700024,70,35,1,784,1395
700025,70,36,1,249,510
700026,70,37,1,378,725
700027,70,38,1,461,1023
700028,70,39,1,443,913
700029,70,40,1,387,725
700030,70,41,1,738,1090
700031,70,42,1,507,1100
700032,70,43,1,484,1115
700033,70,44,1,553,1250
700034,70,48,1,502,920
700035,70,49,1,430,660
700036,70,50,1,609,940
700037,70,51,1,538,840
700038,70,53,1,668,875
700039,70,55,1,507,1055
700040,70,56,1,497,1185
700041,70,57,1,564,965
700042,70,63,1,447,1079
700043,70,64,1,755,1060
700044,70,66,1,564,975
700045,70,67,1,446,1025
700046,70,68,1,558,1030
700047,70,69,1,553,1160
700048,70,71,1,421,940
700049,70,73,1,141,230
700050,70,75,1,426,780
700051,70,76,1,334,795
700052,70,77,1,397,855
700053,70,78,1,810,1450
700054,70,79,1,334,865
700055,70,80,1,334,560
700056,70,81,1,360,805
700057,70,82,1,653,735
700058,70,83,1,484,1200
700059,70,85,1,1179,695
700060,70,87,1,452,675
700061,70,88,1,530,1015
700062,70,89,1,394,865
700063,70,90,1,446,805
700064,70,91,1,531,1005
700065,70,92,1,599,1010
700066,70,93,1,519,1080
700067,70,94,1,320,670
700068,70,95,1,692,1030
700069,70,96,1,349,625
700070,70,97,1,408,1025
700071,70,98,1,335,870
700072,70,99,1,461,670
700073,70,101,1,734,1620
700074,70,103,1,440,1845
700075,70,104,1,599,1560
700076,70,105,1,750,1690
700077,70,106,1,900,1705
700078,70,107,1,739,1645
700079,70,108,1,739,1620
700080,70,109,1,900,1675
700081,70,111,1,550,1465
700082,70,112,1,638,1695
700083,70,113,1,932,1625
700084,70,114,1,1031,1535
700085,70,115,1,950,1895
700086,70,116,1,700,1485
700087,70,117,1,1199,1690
700088,70,118,1,507,1910
700089,70,119,1,700,1640
700090,70,120,1,677,1590
700091,70,121,1,621,1940
700092,70,122,1,734,1560
700093,70,123,1,784,1635
700094,70,124,1,835,1525
700095,70,126,1,800,1560
700096,70,127,1,672,1630
700097,70,128,1,650,1495
700098,70,129,1,700,1610
700099,70,130,1,1600,1645
700100,70,131,1,744,1635
700101,70,132,1,1024,1800
700102,70,134,1,692,1655
700103,70,135,1,784,1620
700104,70,136,1,800,1845
700105,70,137,1,650,1580
700106,70,139,1,709,1885
700107,70,140,1,700,1555
700108,70,142,1,1072,1605
700109,70,145,1,700,1675
700110,70,146,1,800,1625
700111,70,147,1,672,1530
700112,70,150,1,750,1645
700113,70,151,1,950,1580
700114,70,152,1,750,1560
700115,70,153,1,876,1710
700116,70,154,1,1000,1630
700117,70,159,1,750,1660
700118,70,160,1,750,1565
700119,70,161,1,800,1560
700120,70,162,1,550,1400
700121,70,163,1,834,1630
700122,70,164,1,646,1610
700123,70,165,1,677,1565
