8,153.0,3705,5530202,3090197,2070002
9,110.0,740,5530002
10,141.0,5163,5530249,5500245,5540040,560167,2140351,3640003
11,78.0,955,5530004
12,149.0,4010,5530249,5500245,5540040,560005
13,101.0,560,5530005
14,126.0,3505,5530051,710007
15,122.0,3515,5530249,5500245,5540038,550006
16,193.0,3724,5530061,820009
17,110.0,620,5530007
18,30.0,4035,5530249,5500245,5540258,5510001
20,144.0,3495,5530249,5500245,5540040,560015,250011
21,170.0,4094,5530249,5500038,570052,660011
22,145.0,4320,5530249,5500245,5540040,560228,3140013
23,23.0,405,5530249,5500011
24,96.0,570,5530012
25,94.0,3355,5530249,5500245,5540040,560015
26,122.0,4130,5530249,5500245,5540040,560167,2140017
27,110.0,655,5530015
28,131.0,4450,5530249,5500245,5540040,560228,3140019
29,126.0,2738,5530002,90022
30,218.0,4375,5530249,5500245,5540040,560167,2140021
31,109.0,4100,5530249,5500245,5540040,560228,3140022
32,124.0,832,5530032,440024
33,123.0,3581,5530202,3090197,2070028,340025
34,118.0,2805,5530202,3090197,2070028
35,140.0,3946,5530202,3090197,2070028,340025,330027
36,366.0,5113,5530249,5500245,5540040,560167,2140315,3290031,400027
37,290.0,5200,5530249,5500245,5540040,560167,2140315,3290031,400029
38,253.0,2170,5530148,2130321,3480295,2770029
39,283.0,5115,5530249,5500245,5540040,560167,2140315,3290031,400032
40,265.0,4765,5530249,5500245,5540040,560167,2140315,3290031
41,256.0,4545,5530249,5500245,5540040,560167,2140315,3290032
42,232.0,4534,5530249,5500245,5540040,560111,1300033
43,246.0,4175,5530249,5500245,5540073,910033
44,122.0,675,5530032
45,123.0,1775,5530202,3090127,1340036
48,152.0,1065,5530067,890037
50,135.0,990,5530035
51,136.0,1443,5530067,890043
52,130.0,1572,5530202,3090106,1170214,3360039
53,110.0,1030,5530055,750062,790069,960040
55,30.0,3160,5530249,5500245,5540038
56,30.0,2935,5530249,5500245,5540040
57,31.0,3405,5530249,5500038
58,130.0,5270,5530249,5500245,5540040,560228,3140022,310138,1710063,780046
59,166.0,1397,5530075,980046,610043
60,164.0,1085,5530075,980046,610071,850045
61,142.0,910,5530075,980046
62,300.0,5903,5530249,5500245,5540040,560228,3140157,1910296,3580004
63,256.0,5229,5530249,5500245,5540040,560111,1300033,420052
64,382.0,2180,5530202,3090240,2520201,2050049
