path_id,from_id,to_id,transport_id,price_min_EUR,duration_min
2750001,275,8,1,148,2610
2750002,275,9,1,258,740
2750003,275,10,1,92,1315
2750004,275,11,1,507,1070
2750005,275,12,1,415,1965
2750006,275,13,1,175,595
2750007,275,15,1,433,745
2750008,275,16,1,1497,1850
2750009,275,17,1,55,465
2750010,275,18,1,350,810
2750011,275,20,1,406,755
2750012,275,21,1,304,715
2750013,275,22,1,332,485
2750014,275,23,1,181,885
2750015,275,25,1,194,750
2750016,275,26,1,120,380
2750017,275,27,1,452,1205
2750018,275,28,1,138,485
2750019,275,29,1,88,645
2750020,275,30,1,461,705
2750021,275,31,1,46,475
2750022,275,32,1,231,540
2750023,275,33,1,120,415
2750024,275,34,1,65,505
2750025,275,35,1,60,590
2750026,275,36,1,553,1263
2750027,275,37,1,378,870
2750028,275,38,1,323,810
2750029,275,39,1,304,1010
2750030,275,40,1,387,860
2750031,275,41,1,387,752
2750032,275,42,1,258,685
2750033,275,43,1,376,840
2750034,275,44,1,60,555
2750035,275,48,1,502,970
2750036,275,49,1,430,1060
2750037,275,50,1,573,1015
2750038,275,51,1,502,1065
2750039,275,53,1,607,1260
2750040,275,55,1,373,860
2750041,275,56,1,271,880
2750042,275,57,1,316,860
2750043,275,58,1,51,415
2750044,275,60,1,646,1095
2750045,275,61,1,640,1125
2750046,275,62,1,344,910
2750047,275,63,1,261,895
2750048,275,64,1,450,1010
2750049,275,66,1,294,820
2750050,275,67,1,502,1020
2750051,275,68,1,558,1095
2750052,275,70,1,649,1690
2750053,275,71,1,421,1160
2750054,275,72,1,577,1495
2750055,275,73,1,544,1385
2750056,275,75,1,490,1085
2750057,275,76,1,395,1025
2750058,275,78,1,149,305
2750059,275,79,1,455,1100
2750060,275,80,1,455,1060
2750061,275,81,1,461,995
2750062,275,82,1,531,955
2750063,275,83,1,484,1300
2750064,275,85,1,640,1065
2750065,275,87,1,433,915
2750066,275,88,1,558,955
2750067,275,89,1,502,925
2750068,275,90,1,585,990
2750069,275,91,1,316,720
2750070,275,92,1,1910,1080
2750071,275,93,1,305,585
2750072,275,94,1,448,960
2750073,275,96,1,383,845
2750074,275,97,1,681,1075
2750075,275,98,1,418,840
2750076,275,99,1,395,965
2750077,275,101,1,62,315
2750078,275,103,1,70,540
2750079,275,104,1,50,285
2750080,275,105,1,80,220
2750081,275,106,1,50,245
2750082,275,107,1,74,320
2750083,275,108,1,28,355
2750084,275,109,1,30,65
2750085,275,111,1,60,145
2750086,275,113,1,88,385
2750087,275,114,1,113,375
2750088,275,116,1,75,125
2750089,275,118,1,120,280
2750090,275,119,1,56,285
2750091,275,120,1,56,155
2750092,275,122,1,51,150
2750093,275,123,1,28,250
2750094,275,124,1,55,140
2750095,275,126,1,70,260
2750096,275,127,1,27,255
2750097,275,128,1,50,90
2750098,275,129,1,40,365
2750099,275,130,1,35,65
2750100,275,131,1,144,390
2750101,275,132,1,112,470
2750102,275,134,1,25,250
2750103,275,135,1,27,230
2750104,275,137,1,35,110
2750105,275,140,1,60,95
2750106,275,142,1,40,375
2750107,275,147,1,80,155
2750108,275,150,1,30,360
2750109,275,151,2,16,285
2750110,275,151,3,18,208
2750111,275,151,8,15,255
2750112,275,152,1,35,80
2750113,275,153,1,28,290
2750114,275,154,1,110,270
2750115,275,156,1,60,250
2750116,275,159,1,30,365
2750117,275,160,1,120,220
2750118,275,161,1,85,120
2750119,275,162,1,51,190
2750120,275,163,1,83,530
2750121,275,164,1,35,190
2750122,275,166,1,29,325
2750123,275,171,1,59,540
2750124,275,172,1,55,305
2750125,275,174,1,95,115
2750126,275,176,1,40,390
2750127,275,177,1,95,70
2750128,275,178,1,102,490
2750129,275,179,1,40,395
2750130,275,180,1,75,465
2750131,275,181,1,70,200
2750132,275,183,1,65,365
2750133,275,184,1,68,425
2750134,275,186,1,55,265
2750135,275,189,1,65,60
2750136,275,189,10,34,660
2750137,275,191,1,21,255
2750138,275,192,1,40,80
2750139,275,193,1,62,315
2750140,275,194,1,102,350
2750141,275,196,1,80,135
2750142,275,197,1,55,250
2750143,275,200,1,100,385
2750144,275,201,1,35,310
2750145,275,203,1,68,560
2750146,275,204,1,125,830
2750147,275,206,1,118,315
2750148,275,207,1,162,255
2750149,275,212,1,32,585
2750150,275,213,1,23,295
2750151,275,214,1,26,280
2750152,275,215,1,75,350
2750153,275,218,1,35,545
2750154,275,219,1,40,350
2750155,275,222,1,34,375
2750156,275,224,1,62,315
2750157,275,225,1,45,150
2750158,275,227,1,50,490
2750159,275,228,1,110,375
2750160,275,230,1,45,210
2750161,275,231,1,55,355
2750162,275,233,1,80,130
2750163,275,235,1,75,310
2750164,275,236,1,70,420
2750165,275,237,1,35,960
2750166,275,239,1,45,130
2750167,275,240,1,40,80
2750168,275,242,1,106,475
2750169,275,243,1,62,165
2750170,275,246,1,80,255
2750171,275,247,1,120,95
2750172,275,248,1,65,135
2750173,275,249,1,120,290
2750174,275,252,1,25,70
2750175,275,253,1,80,275
2750176,275,257,1,110,375
2750177,275,259,1,65,200
2750178,275,263,1,79,345
2750179,275,265,1,73,435
2750180,275,266,1,110,230
2750181,275,267,1,30,60
2750182,275,269,1,45,125
2750183,275,270,1,50,55
2750184,275,273,1,65,970
2750185,275,274,1,50,470
2750186,275,277,1,88,195
2750187,275,282,1,35,385
2750188,275,284,1,60,185
2750189,275,285,1,29,70
2750190,275,287,1,30,55
2750191,275,290,1,40,540
2750192,275,291,1,30,275
2750193,275,293,1,24,265
2750194,275,295,1,30,270
2750195,275,297,1,40,125
2750196,275,299,1,30,445
2750197,275,300,1,51,400
2750198,275,303,1,45,55
2750199,275,305,1,88,190
2750200,275,308,1,85,95
2750201,275,309,1,55,245
2750202,275,311,1,73,275
2750203,275,314,1,28,305
2750204,275,316,1,70,95
2750205,275,317,1,110,235
2750206,275,318,1,35,425
2750207,275,320,1,27,310
2750208,275,321,1,40,280
2750209,275,323,1,46,325
2750210,275,325,1,79,375
2750211,275,326,1,65,110
2750212,275,327,1,60,215
2750213,275,329,1,62,190
2750214,275,330,1,78,285
2750215,275,331,1,32,290
2750216,275,332,1,120,400
2750217,275,334,1,90,180
2750218,275,335,1,25,75
2750219,275,336,1,129,355
2750220,275,337,1,40,625
2750221,275,338,1,22,230
2750222,275,339,1,44,420
2750223,275,340,1,90,335
2750224,275,341,1,70,380
2750225,275,342,1,60,90
2750226,275,345,1,100,290
2750227,275,347,1,106,430
2750228,275,348,1,79,105
2750229,275,349,1,37,445
2750230,275,351,1,60,200
2750231,275,352,1,35,350
2750232,275,353,1,28,70
2750233,275,356,1,60,290
2750234,275,357,1,32,360
2750235,275,359,1,42,485
2750236,275,362,1,95,335
2750237,275,364,1,55,145
2750238,275,365,1,19,305
2750239,275,367,1,27,545
2750240,275,368,1,17,295
2750241,275,370,1,95,90
2750242,275,371,1,42,360
2750243,275,546,1,28,320
2750244,275,547,1,350,875
2750245,275,550,1,378,915
2750246,275,552,1,406,820
2750247,275,553,1,339,810
2750248,275,554,1,361,920
2750249,275,626,1,135,795
2750250,275,663,1,267,740
