NTY,Pilanesberg International Airport,Pilanesberg,ZA,South Africa,-25.3338,27.1734
PTG,Polokwane International Airport,Potgietersrus,ZA,South Africa,-23.8453,29.4586
PCF,Potchefstroom Airport,Potchefstroom,ZA,South Africa,-26.671,27.0819
UTW,Queenstown Airport,Queenstown,ZA,South Africa,-31.9202,26.8822
RCB,Richards Bay Airport,Richards Bay,ZA,South Africa,-28.741,32.0921
RVO,Reivilo Airport,Reivilo,ZA,South Africa,-27.5472,24.1725
ROD,Robertson Airport,Robertson,ZA,South Africa,-33.8122,19.9028
SBU,Springbok Airport,Springbok,ZA,South Africa,-29.6893,17.9396
ZEC,Secunda Airport,Secunda,ZA,South Africa,-26.5241,29.1701
GSS,Sabi Sabi Airport,Belfast,ZA,South Africa,-24.9415,31.4446
SIS,Sishen Airport,Sishen,ZA,South Africa,-27.6486,22.9993
SZK,Skukuza Airport,Skukuza,ZA,South Africa,-24.9609,31.5887
TDT,Tanda Tula Airport,Welverdiend,ZA,South Africa,-24.5336,31.3
THY,Thohoyandou Airport,Thohoyandou,ZA,South Africa,-23.0769,30.3836
TCU,Thaba Nchu Tar Airport,Homeward,ZA,South Africa,-29.3178,26.8228
LTA,Tzaneen Airport,Tzaneen,ZA,South Africa,-23.8244,30.3293
ULD,Prince Mangosuthu Buthelezi Airport,Ulundi,ZA,South Africa,-28.3206,31.4165
UTN,Pierre Van Ryneveld Airport,Upington,ZA,South Africa,-28.3991,21.2602
ULX,Ulusaba Airport,Ulusaba,ZA,South Africa,-24.7854,31.3549
UTT,K. D. Matanzima Airport,Mthatha,ZA,South Africa,-31.5479,28.6743
VRU,Vryburg Airport,Vyrburg,ZA,South Africa,-26.9824,24.7288
VIR,Virginia Airport,Durban,ZA,South Africa,-29.7706,31.0584
VRE,Vredendal Airport,Vredendal,ZA,South Africa,-31.641,18.5448
VYD,Vryheid Airport,Vryheid,ZA,South Africa,-27.7869,30.7964
PRY,Wonderboom Airport,Pretoria,ZA,South Africa,-25.6539,28.2242
WKF,Waterkloof Air Force Base,Pretoria,ZA,South Africa,-25.83,28.2225
WEL,Welkom Airport,Welkom,ZA,South Africa,-27.998,26.6696
FRW,Francistown Airport,Francistown,BW,Botswana,-21.1596,27.4745
GNZ,Ghanzi Airport,Ghanzi,BW,Botswana,-21.6925,21.6581
BBK,Kasane Airport,Kasane,BW,Botswana,-17.8329,25.1624
KHW,Khwai River Lodge Airport,Khwai River Lodge,BW,Botswana,-19.15,23.783
MUB,Maun Airport,Maun,BW,Botswana,-19.9726,23.4311
GBE,Sir Seretse Khama International Airport,Gaborone,BW,Botswana,-24.5552,25.9182
SWX,Shakawe Airport,Shakawe,BW,Botswana,-18.3739,21.8326
TLD,Limpopo Valley Airport,Tuli Lodge,BW,Botswana,-22.1892,29.1269
TBY,Tshabong Airport,Tshabong,BW,Botswana,-26.0333,22.4
BZV,Maya-Maya Airport,Brazzaville,CG,Congo,-4.2517,15.253
DJM,Djambala Airport,Djambala,CG,Congo,-2.533,14.75
KNJ,Kindamba Airport,Kindamba,CG,Congo,-3.95,14.517
LCO,Lague Airport,Lague,CG,Congo,-2.45,14.533
MUY,Mouyondzi Airport,Mouyondzi,CG,Congo,-4.0149,13.9661
SIB,Sibiti Airport,Sibiti,CG,Congo,-3.683,13.35
NKY,Yokangassi Airport,Nkayi,CG,Congo,-4.217,13.283
ANJ,Zanaga Airport,Zanaga,CG,Congo,-2.85,13.817
MSX,Mossendjo Airport,Mossendjo,CG,Congo,-2.95,12.7
BOE,Boundji Airport,Boundji,CG,Congo,-1.033,15.383
EWO,Ewo Airport,Ewo,CG,Congo,-0.883,14.8
GMM,Gamboma Airport,Gamboma,CG,Congo,-1.8294,15.8852
ION,Impfondo Airport,Impfondo,CG,Congo,1.617,18.067
KEE,Kelle Airport,Kelle,CG,Congo,-0.083,14.533
MKJ,Makoua Airport,Makoua,CG,Congo,-0.017,15.583
FTX,Owando Airport,Owando,CG,Congo,-0.5314,15.9501
SOE,Souanke Airport,Souanke,CG,Congo,2.067,14.133
BTB,Betou Airport,Betou,CG,Congo,3.05,18.5
KMK,Makabana Airport,Makabana,CG,Congo,-3.483,12.617
DIS,Ngot Nzoungou Airport,Dolisie,CG,Congo,-4.2063,12.6599
PNR,Pointe Noire Airport,Pointe Noire,CG,Congo,-4.816,11.8866
MTS,Matsapha Airport,Manzini,SZ,Eswatini,-26.529,31.3075
CRF,Carnot Airport,Carnot,CF,Central African Republic,4.937,15.894
BGF,Bangui M'Poko International Airport,Bangui,CF,Central African Republic,4.3985,18.5188
BGU,Bangassou Airport,Bangassou,CF,Central African Republic,4.785,22.781
IRO,Birao Airport,Birao,CF,Central African Republic,10.2364,22.7169
BEM,Bossembele Airport,Bossembele,CF,Central African Republic,5.267,17.633
BBY,Bambari Airport,Bambari,CF,Central African Republic,5.8469,20.6475
NDL,N'Dele Airport,N'Dele,CF,Central African Republic,8.4272,20.6352
BOP,Bouar Airport,Bouar,CF,Central African Republic,5.958,15.637
BIV,Bria Airport,Bria,CF,Central African Republic,6.5278,21.9894
BSN,Bossangoa Airport,Bossangoa,CF,Central African Republic,6.492,17.429
BBT,Berberati Airport,Berberati,CF,Central African Republic,4.2216,15.7864
ODA,Ouadda Airport,Ouadda,CF,Central African Republic,8.0106,22.3986
AIG,Yalinga Airport,Yalinga,CF,Central African Republic,6.52,23.26
IMO,Zemio Airport,Zemio,CF,Central African Republic,5.05,25.15
MKI,M'Boki Airport,Mboki,CF,Central African Republic,5.333,25.9319
BTG,Batangafo Airport,Batangafo,CF,Central African Republic,7.3141,18.3088
GDI,Gordil Airport,Melle,CF,Central African Republic,9.583,21.733
BMF,Bakouma Airport,Bakouma,CF,Central African Republic,5.694,22.801
ODJ,Ouanda Djalle Airport,Ouanda Djalle,CF,Central African Republic,8.9,22.783
RFA,Rafai Airport,Rafai,CF,Central African Republic,4.9886,23.9278
BCF,Bouca Airport,Bouca,CF,Central African Republic,6.517,18.267
BOZ,Bozoum Airport,Bozoum,CF,Central African Republic,6.3442,16.3219
SSG,Malabo Airport,Malabo,GQ,Equatorial Guinea,3.7553,8.7087
ASI,RAF Ascension Island,Ascension Island,SH,"Saint Helena, Ascension and Tristan da Cunha",-7.9696,-14.3937
MRU,Sir Seewoosagur Ramgoolam International Airport,Port Louis,MU,Mauritius,-20.4302,57.6836
RRG,Sir Charles Gaetan Duval Airport,Port Mathurin,MU,Mauritius,-19.7577,63.361
NKS,Nkongsamba Airport,Nkongsamba,CM,Cameroon,4.95,9.933
KBI,Kribi Airport,Kribi,CM,Cameroon,2.8739,9.9778
TKC,Tiko Airport,Tiko,CM,Cameroon,4.0892,9.3605
DLA,Douala International Airport,Douala,CM,Cameroon,4.0061,9.7195
MMF,Mamfe Airport,Mamfe,CM,Cameroon,5.7042,9.3064
BLC,Bali Airport,Bali,CM,Cameroon,5.8953,10.0339
KLE,Kaele Airport,Kaele,CM,Cameroon,10.0925,14.4456
OUR,Batouri Airport,Batouri,CM,Cameroon,4.475,14.3625
GXX,Yagoua Airport,Yagoua,CM,Cameroon,10.3561,15.2372
MVR,Salak Airport,Maroua,CM,Cameroon,10.4514,14.2574
FOM,Foumban Nkounja Airport,Foumban,CM,Cameroon,5.6369,10.7508
NGE,N'Gaoundere Airport,N'Gaoundere,CM,Cameroon,7.357,13.5592
BTA,Bertoua Airport,Bertoua,CM,Cameroon,4.5486,13.7261
GOU,Garoua International Airport,Garoua,CM,Cameroon,9.3359,13.3701
DSC,Dschang Airport,Dschang,CM,Cameroon,5.45,10.067
BFX,Bafoussam Airport,Bafoussam,CM,Cameroon,5.5369,10.3546
BPC,Bamenda Airport,Bamenda,CM,Cameroon,6.0392,10.1226
EBW,Ebolowa Airport,Ebolowa,CM,Cameroon,2.876,11.185
YAO,Yaounde Airport,Yaounde,CM,Cameroon,3.836,11.5235
NSI,Yaounde Nsimalen International Airport,Yaounde,CM,Cameroon,3.7226,11.5533
MMQ,Mbala Airport,Mbala,ZM,Zambia,-8.8592,31.3364
CIP,Chipata Airport,Chipata,ZM,Zambia,-13.5583,32.5872
JEK,Jeki Airstrip,Lower Zambezi National Park,ZM,Zambia,-15.6333,29.6033
ZKP,Kasompe Airport,Kasompe,ZM,Zambia,-12.5728,27.8939
LUN,Kenneth Kaunda International Airport,Lusaka,ZM,Zambia,-15.3308,28.4526
KLB,Kalabo Airport,Kalabo,ZM,Zambia,-14.9983,22.6454
KMZ,Kaoma Airport,Kaoma,ZM,Zambia,-14.8,24.783
KAA,Kasama Airport,Kasama,ZM,Zambia,-10.2167,31.1333
ZKB,Kasaba Bay Airport,Kasaba Bay,ZM,Zambia,-8.525,30.663
LVI,Livingstone Airport,Livingstone,ZM,Zambia,-17.8218,25.8227
LXU,Lukulu Airport,Lukulu,ZM,Zambia,-14.3748,23.2495
MNS,Mansa Airport,Mansa,ZM,Zambia,-11.137,28.8726
MFU,Mfuwe Airport,Mfuwe,ZM,Zambia,-13.2589,31.9366
MNR,Mongu Airport,Mongu,ZM,Zambia,-15.2545,23.1623
ZGM,Ngoma Airport,Ngoma,ZM,Zambia,-15.9658,25.9333
NLA,Ndola Airport,Ndola,ZM,Zambia,-12.9981,28.6649
SXG,Senanga Airport,Senanga,ZM,Zambia,-16.1,23.267
KIW,Southdowns Airport,Kitwe,ZM,Zambia,-12.9005,28.1499
SJQ,Sesheke Airport,Sesheke,ZM,Zambia,-17.4763,24.3047
SLI,Solwesi Airport,Solwesi,ZM,Zambia,-12.1737,26.3651
BBZ,Zambezi Airport,Zambezi,ZM,Zambia,-13.5361,23.1085
HAH,Prince Said Ibrahim International Airport,Moroni,KM,Comoros,-11.5337,43.2719
YVA,Iconi Airport,Moroni,KM,Comoros,-11.7108,43.2439
AJN,Ouani Airport,Ouani,KM,Comoros,-12.1317,44.4303
DZA,Dzaoudzi Pamandzi International Airport,Dzaoudzi,YT,Mayotte,-12.8047,45.2811
RUN,Roland Garros Airport,St Denis,RE,Réunion,-20.8871,55.5103
ZSE,Pierrefonds Airport,St Pierre,RE,Réunion,-21.3209,55.425
WML,Malaimbandy Airport,Malaimbandy,MG,Madagascar,-20.3554,45.5434
ATJ,Antsirabe Airport,Antsirabe,MG,Madagascar,-19.8392,47.0637
WAQ,Antsalova Airport,Antsalova,MG,Madagascar,-18.7013,44.6149
VVB,Mahanoro Airport,Mahanoro,MG,Madagascar,-19.833,48.8
TNR,Ivato Airport,Antananarivo,MG,Madagascar,-18.7969,47.4788
JVA,Ankavandra Airport,Ankavandra,MG,Madagascar,-18.805,45.2735
BMD,Belo sur Tsiribihina Airport,Belo sur Tsiribihina,MG,Madagascar,-19.6867,44.5419
MXT,Maintirano Airport,Maintirano,MG,Madagascar,-18.05,44.033
ILK,Atsinanana Airport,Ilaka,MG,Madagascar,-19.583,48.803
TVA,Morafenobe Airport,Morafenobe,MG,Madagascar,-17.8501,44.9205
WTA,Tambohorano Airport,Tambohorano,MG,Madagascar,-17.4761,43.9728
WTS,Tsiroanomandidy Airport,Tsiroanomandidy,MG,Madagascar,-18.7597,46.0541
VAT,Vatomandry Airport,Vatomandry,MG,Madagascar,-19.3833,48.95
WAM,Ambatondrazaka Airport,Ambatondrazaka,MG,Madagascar,-17.7954,48.4426
WMR,Mananara Nord Airport,Mananara Nord,MG,Madagascar,-16.1639,49.7738
WBD,Avaratra Airport,Befandriana,MG,Madagascar,-15.2,48.483
WPB,Port Berge Airport,Port Berge,MG,Madagascar,-15.5843,47.6236
IVA,Ambanja Airport,Ambanja,MG,Madagascar,-13.6457,48.4594
NOS,Fascene Airport,Nosy Be,MG,Madagascar,-13.3121,48.3148
DWB,Soalala Airport,Soalala,MG,Madagascar,-16.1017,45.3588
WMP,Mampikony Airport,Mampikony,MG,Madagascar,-16.0723,47.6442
TTS,Tsaratanana Airport,Tsaratanana,MG,Madagascar,-16.7511,47.619
WAI,Ambalabe Airport,Antsohihy,MG,Madagascar,-14.8988,47.9939
WMA,Mandritsara Airport,Mandritsara,MG,Madagascar,-15.833,48.8333
WBO,Antsoa Airport,Beroroha,MG,Madagascar,-21.607,45.136
WMD,Mandabe Airport,Mandabe,MG,Madagascar,-21.0463,44.9404
FTU,Tolanaro Airport,Tolanaro,MG,Madagascar,-25.0381,46.9561
IHO,Ihosy Airport,Ihosy,MG,Madagascar,-22.4047,46.1649
MJA,Manja Airport,Manja,MG,Madagascar,-21.4261,44.3165
OVA,Bekily Airport,Bekily,MG,Madagascar,-24.2357,45.3045
TDV,Samangoky Airport,Tanandava,MG,Madagascar,-21.7,43.733
VND,Vangaindrano Airport,Vangaindrano,MG,Madagascar,-23.3508,47.5817
BKU,Betioky Airport,Betioky,MG,Madagascar,-23.733,44.389
AMP,Ampanihy Airport,Ampanihy,MG,Madagascar,-24.6997,44.7342
WAK,Ankazoabo Airport,Ankazoabo,MG,Madagascar,-22.2964,44.5315
AZZ,Ambriz Airport,Ambriz,AO,Angola,-7.8622,13.1161
SSY,Mbanza Congo Airport,Mbanza Congo,AO,Angola,-6.2699,14.247
BUG,Benguela Airport,Benguela,AO,Angola,-12.609,13.4037
CAB,Cabinda Airport,Cabinda,AO,Angola,-5.597,12.1884
CFF,Cafunfo Airport,Cafunfo,AO,Angola,-8.7836,17.9897
PGI,Chitato Airport,Chitato,AO,Angola,-7.3589,20.8047
CBT,Catumbela Airport,Catumbela,AO,Angola,-12.4792,13.4869
CTI,Cuito Cuanavale Airport,Cuito Cuanavale,AO,Angola,-15.1603,19.1561
CAV,Cazombo Airport,Cazombo,AO,Angola,-11.8931,22.9164
DUE,Dundo Airport,Chitato,AO,Angola,-7.4009,20.8185
VPE,Ngjiva Pereira Airport,Ngiva,AO,Angola,-17.0435,15.6838
NOV,Nova Lisboa Airport,Huambo,AO,Angola,-12.8089,15.7605
SVP,Kuito Airport,Kuito,AO,Angola,-12.4046,16.9474
LAD,Quatro De Fevereiro Airport,Luanda,AO,Angola,-8.8584,13.2312
MEG,Malanje Airport,Malanje,AO,Angola,-9.5251,16.3124
SPP,Menongue Airport,Menongue,AO,Angola,-14.6576,17.7198
MSZ,Namibe Airport,Namibe,AO,Angola,-15.2612,12.1468
GXG,Negage Airport,Negage,AO,Angola,-7.7545,15.2877
PBN,Porto Amboim Airport,Port Amboim,AO,Angola,-10.722,13.7655
VHC,Saurimo Airport,Saurimo,AO,Angola,-9.6891,20.4319
SZA,Soyo Airport,Soyo,AO,Angola,-6.1411,12.3718
NDD,Sumbe Airport,Sumbe,AO,Angola,-11.1679,13.8475
UAL,Luau Airport,Luau,AO,Angola,-10.7158,22.2311
SDD,Lubango Airport,Lubango,AO,Angola,-14.9247,13.575
LUO,Luena Airport,Luena,AO,Angola,-11.7681,19.8977
UGO,Uige Airport,Uige,AO,Angola,-7.6031,15.0278
CEO,Waco Kungo Airport,Waco Kungo,AO,Angola,-11.4264,15.1014
XGN,Xangongo Airport,Xangongo,AO,Angola,-16.7554,14.9653
ARZ,N'zeto Airport,N'zeto,AO,Angola,-7.2594,12.8631
BGB,Booue Airport,Booue,GA,Gabon,-0.1,11.95
KDN,Ndende Airport,Ndende,GA,Gabon,-2.4,11.367
FOU,Fougamou Airport,Fougamou,GA,Gabon,-1.283,10.617
MBC,M'Bigou Airport,M'Bigou,GA,Gabon,-1.883,11.933
MGX,Moabi Airport,Moabi,GA,Gabon,-2.433,11.0
KDJ,Ville Airport,N'Djole,GA,Gabon,-0.183,10.75
KOU,Koulamoutou Airport,Koulamoutou,GA,Gabon,-1.1846,12.4413
MJL,Mouilla Ville Airport,Mouila,GA,Gabon,-1.8451,11.0567
OYE,Oyem Airport,Oyem,GA,Gabon,1.5431,11.5814
OKN,Okondja Airport,Okondja,GA,Gabon,-0.6652,13.6731
LBQ,Lambarene Airport,Lambarene,GA,Gabon,-0.7044,10.2457
MVX,Minvoul Airport,Minvoul,GA,Gabon,2.15,12.133
BMM,Bitam Airport,Bitam,GA,Gabon,2.0756,11.4932
MFF,Moanda Airport,Moanda,GA,Gabon,-1.533,13.267
MKB,Mekambo Airport,Mekambo,GA,Gabon,1.017,13.933
POG,Port Gentil Airport,Port Gentil,GA,Gabon,-0.7117,8.7544
OMB,Omboue Hopital Airport,Omboue,GA,Gabon,-1.5747,9.2627
MKU,Makokou Airport,Makokou,GA,Gabon,0.5792,12.8909
LBV,Leon M Ba Airport,Libreville,GA,Gabon,0.4586,9.4123
MZC,Mitzic Airport,Mitzic,GA,Gabon,0.783,11.55
MVB,M'Vengue El Hadj Omar Bongo Ondimba International Airport,Franceville,GA,Gabon,-1.6562,13.438
LTL,Lastourville Airport,Lastourville,GA,Gabon,-0.8267,12.7486
TCH,Tchibanga Airport,Tchibanga,GA,Gabon,-2.85,11.017
MYB,Mayumba Airport,Mayumba,GA,Gabon,-3.4584,10.6741
TMS,Sao Tome International Airport,Sao Tome,ST,Sao Tome and Principe,0.3782,6.7122
ANO,Angoche Airport,Angoche,MZ,Mozambique,-16.1819,39.9452
BEW,Beira Airport,Beira,MZ,Mozambique,-19.7964,34.9076
FXO,Cuamba Airport,Cuamba,MZ,Mozambique,-14.815,36.53
VPY,Chimoio Airport,Chimoio,MZ,Mozambique,-19.1513,33.429
IHC,Inhaca Airport,Inhaca,MZ,Mozambique,-25.9971,32.9294
INH,Inhambane Airport,Inhambabe,MZ,Mozambique,-23.8764,35.4085
VXC,Lichinga Airport,Lichinga,MZ,Mozambique,-13.274,35.2663
LFB,Lumbo Airport,Lumbo,MZ,Mozambique,-15.0331,40.6717
MPM,Maputo Airport,Maputo,MZ,Mozambique,-25.9208,32.5726
MUD,Mueda Airport,Mueda,MZ,Mozambique,-11.6729,39.5631
MZB,Mocimboa da Praia Airport,Mocimboa da Praia,MZ,Mozambique,-11.3618,40.3549
MNC,Nacala Airport,Nacala,MZ,Mozambique,-14.4882,40.7122
APL,Nampula Airport,Nampula,MZ,Mozambique,-15.1056,39.2818
POL,Pemba Airport,Pemba/Porto Amelia,MZ,Mozambique,-12.9918,40.524
UEL,Quelimane Airport,Quelimane,MZ,Mozambique,-17.8555,36.8691
TET,Chingozi Airport,Tete,MZ,Mozambique,-16.1048,33.6402
VNX,Vilankulo Airport,Vilanculo,MZ,Mozambique,-22.0184,35.3133
VJB,Xai-Xai Airport,Xai-Xai,MZ,Mozambique,-25.0378,33.6274
DES,Desroches Airport,Desroches Island,SC,Seychelles,-5.6967,53.6558
SEZ,Seychelles International Airport,Mahe Island,SC,Seychelles,-4.6743,55.5218
PRI,Praslin Airport,Praslin Island,SC,Seychelles,-4.3193,55.6914
BDI,Bird Island Airport,Bird Island,SC,Seychelles,-3.7247,55.2053
DEI,Denis Island Airport,Denis Island,SC,Seychelles,-3.8022,55.6669
FRK,Fregate Island Airport,Fregate Island,SC,Seychelles,-4.583,55.95
SRH,Sarh Airport,Sarh,TD,Chad,9.1444,18.3744
OGR,Bongor Airport,Bongor,TD,Chad,10.2881,15.3811
LTC,Lai Airport,Lai,TD,Chad,9.4,16.3
ATV,Ati Airport,Ati,TD,Chad,13.2389,18.3133
NDJ,N'Djamena International Airport,N'Djamena,TD,Chad,12.1337,15.034
BKR,Bokoro Airport,Bokoro,TD,Chad,12.383,17.067
OTC,Bol Airport,Bol,TD,Chad,13.4433,14.7394
MVO,Mongo Airport,Mongo,TD,Chad,12.167,18.675
AMC,Am Timan Airport,Am Timan,TD,Chad,11.034,20.274
PLF,Pala Airport,Pala,TD,Chad,9.3781,14.925
OUT,Bousso Airport,Bousso,TD,Chad,10.483,16.717
AMO,Mao Airport,Mao,TD,Chad,14.1456,15.3144
BUQ,Joshua Mqabuko Nkomo International Airport,Bulawayo,ZW,Zimbabwe,-20.0174,28.6179
CHJ,Chipinge Airport,Chipinge,ZW,Zimbabwe,-20.2067,32.6283
BFO,Buffalo Range Airport,Chiredzi,ZW,Zimbabwe,-21.0081,31.5786
VFA,Victoria Falls International Airport,Victoria Falls,ZW,Zimbabwe,-18.0959,25.839
HRE,Harare International Airport,Harare,ZW,Zimbabwe,-17.9318,31.0928
KAB,Kariba International Airport,Kariba,ZW,Zimbabwe,-16.5198,28.885
MVZ,Masvingo International Airport,Masvingo,ZW,Zimbabwe,-20.0553,30.8591
GWE,Thornhill Air Base,Gweru,ZW,Zimbabwe,-19.4364,29.8619
HWN,Hwange National Park Airport,Hwange,ZW,Zimbabwe,-18.6299,27.021
WKI,Hwange Airport,Hwange,ZW,Zimbabwe,-18.3625,26.5167
BLZ,Chileka International Airport,Blantyre,MW,Malawi,-15.6791,34.974
CMK,Club Makokola Airport,Club Makokola,MW,Malawi,-14.3069,35.1325
DWA,Dwangwa Airport,Dwangwa,MW,Malawi,-12.5183,34.1319
KGJ,Karonga Airport,Karonga,MW,Malawi,-9.9536,33.893
KBQ,Kasungu Airport,Kasungu,MW,Malawi,-13.0146,33.4686
LLW,Lilongwe International Airport,Lilongwe,MW,Malawi,-13.7894,33.781
LIX,Likoma Island Airport,Likoma Island,MW,Malawi,-12.083,34.733
MAI,Mangochi Airport,Mangochi,MW,Malawi,-14.483,35.267
MYZ,Monkey Bay Airport,Monkey Bay,MW,Malawi,-14.0836,34.9197
LMB,Salima Airport,Salima,MW,Malawi,-13.7559,34.5842
ZZU,Mzuzu Airport,Mzuzu,MW,Malawi,-11.4447,34.0118
LEF,Lebakeng Airport,Lebakeng,LS,Lesotho,-29.8908,28.6556
LRB,Leribe Airport,Leribe,LS,Lesotho,-28.8556,28.0528
LES,Lesobeng Airport,Lesobeng,LS,Lesotho,-29.7829,28.3167
MFC,Mafeteng Airport,Mafeteng,LS,Lesotho,-29.8011,27.2436
MKH,Mokhotlong Airport,Mokhotlong,LS,Lesotho,-29.2818,29.0728
MSU,Moshoeshoe I International Airport,Maseru,LS,Lesotho,-29.4623,27.5525
NKU,Nkaus Airport,Nkaus,LS,Lesotho,-30.0217,28.1969
PEL,Pelaneng Airport,Pelaneng,LS,Lesotho,-29.1206,28.5053
UTG,Quthing Airport,Quthing,LS,Lesotho,-30.4075,27.6933
UNE,Qacha's Nek Airport,Qacha's Nek,LS,Lesotho,-30.1117,28.6719
SHK,Sehonghong Airport,Sehonghong,LS,Lesotho,-29.7309,28.7689
SKQ,Sekakes Airport,Sekakes,LS,Lesotho,-30.0389,28.3703
SOK,Semonkong Airport,Semonkong,LS,Lesotho,-29.8386,28.06
SHZ,Seshutes Airport,Seshutes,LS,Lesotho,-29.2676,28.5523
THB,Thaba-Tseka Airport,Thaba-Tseka,LS,Lesotho,-29.5228,28.6158
TKO,Tlokoeng Airport,Tlokoeng,LS,Lesotho,-29.233,28.883
ADI,Arandis Airport,Arandis,,,-22.4622,14.98
GOG,Gobabis Airport,Gobabis,,,-22.5044,18.9731
GFY,Grootfontein Airport,Grootfontein,,,-19.6022,18.1227
MPA,Katima Mulilo Airport,Mpacha,,,-17.6344,24.1767
KMP,Keetmanshoop Airport,Keetmanshoop,,,-26.5398,18.1114
LUD,Luderitz Airport,Luderitz,,,-26.6874,15.2429
OKU,Mokuti Lodge Airport,Mokuti Lodge,,,-18.8128,17.0594
NNI,Namutoni Airport,Namutoni,,,-18.8064,16.9272
OND,Ondangwa Airport,Ondangwa,,,-17.8782,15.9526
OMG,Omega Airport,Omega,,,-18.0303,22.1897
OMD,Oranjemund Airport,Oranjemund,,,-28.5847,16.4467
OKF,Okaukuejo Airport,Okaukuejo,,,-19.1492,15.9119
NDU,Rundu Airport,Rundu,,,-17.9565,19.7194
SWP,Swakopmund Airport,Swakopmund,,,-22.6619,14.5681
TSB,Tsumeb Airport,Tsumeb,,,-19.2619,17.7325
WVB,Walvis Bay Airport,Walvis Bay,,,-22.9799,14.6453
ERS,Eros Airport,Windhoek,,,-22.6122,17.0804
WDH,Hosea Kutako International Airport,Windhoek,,,-22.4799,17.4709
FIH,Ndjili International Airport,Kinshasa,CD,"Congo, The Democratic Republic of the",-4.3857,15.4446
BOA,Boma Airport,Boma,CD,"Congo, The Democratic Republic of the",-5.854,13.064
LZI,Luozi Airport,Luozi,CD,"Congo, The Democratic Republic of the",-4.95,14.133
MAT,Tshimpi Airport,Matadi,CD,"Congo, The Democratic Republic of the",-5.7996,13.4404
NKL,Nkolo Fuma Airport,Nkolo Fuma,CD,"Congo, The Democratic Republic of the",-5.45,14.833
INO,Inongo Airport,Inongo,CD,"Congo, The Democratic Republic of the",-1.9472,18.2858
NIO,Nioki Airport,Nioki,CD,"Congo, The Democratic Republic of the",-2.7175,17.6847
KRZ,Basango Mboliasa Airport,Kiri,CD,"Congo, The Democratic Republic of the",-1.435,19.024
IDF,Idiofa Airport,Idiofa,CD,"Congo, The Democratic Republic of the",-5.0,19.6
LUS,Lusanga Airport,Lusanga,CD,"Congo, The Democratic Republic of the",-4.8,18.717
MSM,Masi Manimba Airport,Masi Manimba,CD,"Congo, The Democratic Republic of the",-4.783,17.85
MDK,Mbandaka Airport,Mbandaka,CD,"Congo, The Democratic Republic of the",0.0226,18.2887
BSU,Basankusu Airport,Basankusu,CD,"Congo, The Democratic Republic of the",1.2247,19.7889
LIE,Libenge Airport,Libenge,CD,"Congo, The Democratic Republic of the",3.633,18.633
GMA,Gemena Airport,Gemena,CD,"Congo, The Democratic Republic of the",3.2354,19.7713
BMB,Bumbar Airport,Bumbar,CD,"Congo, The Democratic Republic of the",2.1828,22.4817
BNB,Boende Airport,Boende,CD,"Congo, The Democratic Republic of the",-0.217,20.85
IKL,Ikela Airport,Ikela,CD,"Congo, The Democratic Republic of the",-1.2,23.283
FKI,Bangoka International Airport,Kisangani,CD,"Congo, The Democratic Republic of the",0.4816,25.338
YAN,Yangambi Airport,Yangambi,CD,"Congo, The Democratic Republic of the",0.783,24.467
RUE,Rughenda Airfield,Butembo,CD,"Congo, The Democratic Republic of the",0.1171,29.313
GOM,Goma International Airport,Goma,CD,"Congo, The Democratic Republic of the",-1.6708,29.2385
BNC,Beni Airport,Beni,CD,"Congo, The Democratic Republic of the",0.575,29.4739
KND,Kindu Airport,Kindu,CD,"Congo, The Democratic Republic of the",-2.9192,25.9154
KLY,Kinkungwa Airport,Kalima,CD,"Congo, The Democratic Republic of the",-2.578,26.734
PUN,Punia Airport,Punia,CD,"Congo, The Democratic Republic of the",-1.367,26.333
FBM,Lubumbashi International Airport,Lubumbashi,CD,"Congo, The Democratic Republic of the",-11.5913,27.5309
PWO,Pweto Airport,Pweto,CD,"Congo, The Democratic Republic of the",-8.467,28.883
KEC,Kasenga Airport,Kasenga,CD,"Congo, The Democratic Republic of the",-10.35,28.633
MNO,Manono Airport,Manono,CD,"Congo, The Democratic Republic of the",-7.2889,27.3944
BDV,Moba Airport,Moba,CD,"Congo, The Democratic Republic of the",-7.067,29.783
KBO,Kabalo Airport,Kabalo,CD,"Congo, The Democratic Republic of the",-6.083,26.917
KOO,Kongolo Airport,Kongolo,CD,"Congo, The Democratic Republic of the",-5.3944,26.99
KAP,Kapanga Airport,Kapanga,CD,"Congo, The Democratic Republic of the",-8.35,22.583
KNM,Kaniama Airport,Kaniama,CD,"Congo, The Democratic Republic of the",-7.583,24.15
KGA,Kananga Airport,Kananga,CD,"Congo, The Democratic Republic of the",-5.9001,22.4692
LZA,Luiza Airport,Luiza,CD,"Congo, The Democratic Republic of the",-7.183,22.4
TSH,Tshikapa Airport,Tshikapa,CD,"Congo, The Democratic Republic of the",-6.4383,20.7947
LJA,Lodja Airport,Lodja,CD,"Congo, The Democratic Republic of the",-3.417,23.45
LBO,Lusambo Airport,Lusambo,CD,"Congo, The Democratic Republic of the",-4.9617,23.3783
MEW,Mweka Airport,Mweka,CD,"Congo, The Democratic Republic of the",-4.85,21.55
BAN,Basongo Airport,Basongo,CD,"Congo, The Democratic Republic of the",-4.317,20.433
PFR,Ilebo Airport,Ilebo,CD,"Congo, The Democratic Republic of the",-4.333,20.583
