18,13.0,4130,6260282,5510001
23,22.0,4825,6260044,570281,5500011
55,11.0,2538,6260040
56,12.0,2660,6260284,5520043
57,4.0,915,6260044
66,4.0,1006,6260053
91,7.0,1890,6260078
93,13.0,2935,6260081
550,17.0,4465,6260044,570281
551,12.0,2750,6260282
552,9.0,2120,6260284
554,13.0,2840,6260044,570287
