18,4.0,1770,5540258,5510001
23,13.0,2675,5540257,5500011
55,4.0,895,5540038
56,4.0,670,5540040
57,9.0,1900,5540042
66,10.0,2205,5540050
91,6.0,1265,5540073
93,4.0,455,5540075
550,8.0,2315,5540257
551,3.0,390,5540258
552,7.0,1335,5540260
626,14.0,2804,5540042,570290
