11,3179.0,3675,790072,980005
16,3546.0,12932,790072,980005,110065,810064,770044,590005,850009
18,3617.0,14072,790072,980005,110065,810064,770044,590005,850009,160006
23,3662.0,18932,790072,980005,110065,810064,770044,590005,850009,160006,180074,930280,5500011
48,3683.0,13445,790072,980005,110065,810064,770044,590002,610066,820041,510040,500030
50,3652.0,12785,790072,980005,110065,810064,770044,590002,610066,820041,510040
51,3649.0,12744,790072,980005,110065,810064,770044,590002,610066,820041
53,13.0,70,790069,960040
55,3652.0,16812,790072,980005,110065,810064,770044,590005,850009,160006,180074,930041
56,3648.0,16022,790072,980005,110065,810064,770044,590005,850009,160006,180074,930044
57,3656.0,17487,790072,980005,110065,810064,770044,590005,850009,160006,180074,930047
59,3469.0,8334,790072,980005,110065,810064,770044
60,3499.0,9687,790072,980005,110065,810064,770044,590005,850045
61,3493.0,8821,790072,980005,110065,810064,770044,590002
66,3657.0,17792,790072,980005,110065,810064,770044,590005,850009,160006,180074,930055
67,3181.0,3720,790072,980053
75,12.0,560,790067,940060
76,30.0,2110,790069,960040,530051
77,3213.0,6206,790072,980005,110065,810064
80,57.0,4190,790069,960040,530051,760065
81,3188.0,4035,790072,980005,110065
82,3512.0,10044,790072,980005,110065,810064,770044,590002,610066
85,3496.0,9666,790072,980005,110065,810064,770044,590005
88,3170.0,3075,790072,980075
89,3672.0,13260,790072,980005,110065,810064,770044,590002,610066,820041,510071
90,3182.0,3690,790072,980078
91,3653.0,16692,790072,980005,110065,810064,770044,590005,850009,160006,180074,930080
92,3499.0,9690,790072,980005,110065,810064,770044,590005,850078
93,3646.0,15752,790072,980005,110065,810064,770044,590005,850009,160006,180074
94,5.0,260,790067
96,1.0,50,790069
98,3166.0,2955,790072
550,3657.0,18572,790072,980005,110065,810064,770044,590005,850009,160006,180074,930280
551,3648.0,15862,790072,980005,110065,810064,770044,590005,850009,160006,180074,930282
552,3651.0,16587,790072,980005,110065,810064,770044,590005,850009,160006,180074,930285
554,3650.0,16162,790072,980005,110065,810064,770044,590005,850009,160006,180074,930288
626,3658.0,18231,790072,980005,110065,810064,770044,590005,850009,160006,180074,930290
