18,11.0,3238,660278,5510001
23,20.0,4204,660045,570281,5500011
55,9.0,1965,660040
56,11.0,2478,660042
57,2.0,294,660045
91,6.0,1370,660078
93,11.0,1915,660081
550,15.0,3844,660045,570281
551,10.0,1858,660278
552,8.0,1860,660281
554,10.0,2225,660284
626,4.0,973,660287
