18,7.0,2618,910278,5510001
23,19.0,4010,910284,5540257,5500011
55,9.0,1772,910041
56,6.0,1005,910043
57,6.0,1315,910045
66,6.0,1375,910054
93,7.0,932,910079
550,14.0,3650,910284,5540257
551,6.0,1238,910278
552,3.0,385,910281
554,6.0,1335,910284
626,10.0,2348,910054,660287
