18,6.0,2250,5520286,5510001
23,20.0,3995,5520043,560079,930280,5500011
55,9.0,2015,5520040
56,3.0,540,5520043
57,9.0,1885,5520045
66,8.0,1975,5520054
91,3.0,485,5520080
93,4.0,815,5520043,560079
550,15.0,3635,5520043,560079,930280
551,5.0,870,5520286
554,7.0,1415,5520289
626,9.0,2120,5520291
