11,3211.0,5805,760041,530054,790072,980005
16,3578.0,15062,760041,530054,790072,980005,110065,810064,770044,590005,850009
18,3649.0,16202,760041,530054,790072,980005,110065,810064,770044,590005,850009,160006
23,3694.0,21062,760041,530054,790072,980005,110065,810064,770044,590005,850009,160006,180074,930280,5500011
48,3715.0,15575,760041,530054,790072,980005,110065,810064,770044,590002,610066,820041,510040,500030
50,3684.0,14915,760041,530054,790072,980005,110065,810064,770044,590002,610066,820041,510040
51,3681.0,14874,760041,530054,790072,980005,110065,810064,770044,590002,610066,820041
53,17.0,2040,760041
55,3684.0,18942,760041,530054,790072,980005,110065,810064,770044,590005,850009,160006,180074,930041
56,3680.0,18152,760041,530054,790072,980005,110065,810064,770044,590005,850009,160006,180074,930044
57,3688.0,19617,760041,530054,790072,980005,110065,810064,770044,590005,850009,160006,180074,930047
59,3501.0,10464,760041,530054,790072,980005,110065,810064,770044
60,3531.0,11817,760041,530054,790072,980005,110065,810064,770044,590005,850045
61,3525.0,10951,760041,530054,790072,980005,110065,810064,770044,590002
66,3689.0,19922,760041,530054,790072,980005,110065,810064,770044,590005,850009,160006,180074,930055
67,3213.0,5850,760041,530054,790072,980053
75,44.0,2690,760041,530054,790067,940060
77,3245.0,8336,760041,530054,790072,980005,110065,810064
79,32.0,2130,760041,530054
80,27.0,2080,760065
81,3220.0,6165,760041,530054,790072,980005,110065
82,3544.0,12174,760041,530054,790072,980005,110065,810064,770044,590002,610066
85,3528.0,11796,760041,530054,790072,980005,110065,810064,770044,590005
88,3202.0,5205,760041,530054,790072,980075
89,3704.0,15390,760041,530054,790072,980005,110065,810064,770044,590002,610066,820041,510071
90,3214.0,5820,760041,530054,790072,980078
91,3685.0,18822,760041,530054,790072,980005,110065,810064,770044,590005,850009,160006,180074,930080
92,3531.0,11820,760041,530054,790072,980005,110065,810064,770044,590005,850078
93,3678.0,17882,760041,530054,790072,980005,110065,810064,770044,590005,850009,160006,180074
94,37.0,2390,760041,530054,790067
96,32.0,2139,760041,530069
98,3198.0,5085,760041,530054,790072
550,3689.0,20702,760041,530054,790072,980005,110065,810064,770044,590005,850009,160006,180074,930280
551,3680.0,17992,760041,530054,790072,980005,110065,810064,770044,590005,850009,160006,180074,930282
552,3683.0,18717,760041,530054,790072,980005,110065,810064,770044,590005,850009,160006,180074,930285
554,3682.0,18292,760041,530054,790072,980005,110065,810064,770044,590005,850009,160006,180074,930288
626,3690.0,20361,760041,530054,790072,980005,110065,810064,770044,590005,850009,160006,180074,930290
