11,13.0,720,980005
16,380.0,9977,980005,110065,810064,770044,590005,850009
18,451.0,11117,980005,110065,810064,770044,590005,850009,160006
23,496.0,15977,980005,110065,810064,770044,590005,850009,160006,180074,930280,5500011
48,517.0,10490,980005,110065,810064,770044,590002,610066,820041,510040,500030
50,486.0,9830,980005,110065,810064,770044,590002,610066,820041,510040
51,483.0,9789,980005,110065,810064,770044,590002,610066,820041
53,3206.0,3025,980066,790069,960040
55,486.0,13857,980005,110065,810064,770044,590005,850009,160006,180074,930041
56,482.0,13067,980005,110065,810064,770044,590005,850009,160006,180074,930044
57,490.0,14532,980005,110065,810064,770044,590005,850009,160006,180074,930047
59,303.0,5379,980005,110065,810064,770044
60,333.0,6732,980005,110065,810064,770044,590005,850045
61,327.0,5866,980005,110065,810064,770044,590002
66,491.0,14837,980005,110065,810064,770044,590005,850009,160006,180074,930055
67,15.0,765,980053
75,3200.0,2661,980083,940060
76,3223.0,5065,980066,790069,960040,530051
77,47.0,3251,980005,110065,810064
79,3193.0,2955,980066
80,3250.0,7145,980066,790069,960040,530051,760065
81,22.0,1080,980005,110065
82,346.0,7089,980005,110065,810064,770044,590002,610066
85,330.0,6711,980005,110065,810064,770044,590005
88,4.0,120,980075
89,506.0,10305,980005,110065,810064,770044,590002,610066,820041,510071
90,16.0,735,980078
91,487.0,13737,980005,110065,810064,770044,590005,850009,160006,180074,930080
92,333.0,6735,980005,110065,810064,770044,590005,850078
93,480.0,12797,980005,110065,810064,770044,590005,850009,160006,180074
94,3193.0,2361,980083
96,3194.0,3005,980066,790069
550,491.0,15617,980005,110065,810064,770044,590005,850009,160006,180074,930280
551,482.0,12907,980005,110065,810064,770044,590005,850009,160006,180074,930282
552,485.0,13632,980005,110065,810064,770044,590005,850009,160006,180074,930285
554,484.0,13207,980005,110065,810064,770044,590005,850009,160006,180074,930288
626,492.0,15276,980005,110065,810064,770044,590005,850009,160006,180074,930290
