18,1.0,1380,5510001
23,16.0,3085,5510011,5540257,5500011
55,5.0,1295,5510002
56,1.0,230,5510003
57,9.0,1845,5510004
66,10.0,1895,5510005
91,6.0,1382,5510006
93,1.0,189,5510008
550,11.0,2725,5510011,5540257
552,4.0,835,5510003,560277
554,3.0,410,5510011
626,12.0,2850,5510012
