37,272.0,4310,420035,400029
38,92.0,1155,420030
39,229.0,3655,420033
40,247.0,3875,420035
41,109.0,1440,420030,380032
62,435.0,6520,420052,630049
63,24.0,695,420052
663,87.0,1172,420274
