28,55.0,960,310019
32,47.0,1777,310035,440024
44,45.0,1620,310035
45,39.0,1440,310037
52,22.0,569,310138,1710040
58,21.0,1170,310138,1710063,780046
78,15.0,720,310138,1710063
84,50.0,990,310071
86,50.0,1500,310074
171,13.0,300,310138
336,24.0,565,310138,1710243
