18,3.0,1625,560274,5510001
23,17.0,3455,560079,930280,5500011
55,7.0,1445,560040
57,10.0,2205,560042
66,11.0,2485,560050
91,6.0,1015,560075
93,1.0,275,560079
550,12.0,3095,560079,930280
551,2.0,245,560274
552,3.0,605,560277
554,4.0,665,560280
626,12.0,2725,560277,5520291
