18,10.0,3183,570282,5510001
23,18.0,3910,570281,5500011
55,7.0,1655,570041
56,10.0,2225,570043
66,2.0,299,570052
91,6.0,1347,570078
93,10.0,2020,570081
550,13.0,3550,570281
551,9.0,1803,570282
552,9.0,1910,570284
554,9.0,1925,570287
626,5.0,904,570290
