28,101.0,2580,440022,310019
31,46.0,1620,440022
32,2.0,157,440024
45,7.0,243,440038
52,68.0,2189,440022,310138,1710040
58,67.0,2790,440022,310138,1710063,780046
78,61.0,2340,440022,310138,1710063
84,41.0,983,440070
86,36.0,978,440038,450073
171,59.0,1920,440022,310138
336,70.0,2185,440022,310138,1710243
