18,3.0,1490,930282,5510001
23,16.0,3180,930280,5500011
55,6.0,1060,930041
56,2.0,270,930044
57,10.0,1735,930047
66,11.0,2040,930055
91,7.0,940,930080
550,11.0,2820,930280
551,2.0,110,930282
552,5.0,835,930285
554,4.0,410,930288
626,12.0,2479,930290
