18,7.0,2535,550279,5510001
23,12.0,2480,550278,5500011
56,7.0,1455,550041
57,8.0,1625,550043
66,9.0,1935,550051
91,9.0,1842,550076
93,7.0,1195,550078
550,7.0,2120,550278
551,6.0,1155,550279
552,10.0,1990,550281
554,4.0,765,550284
626,11.0,2645,550286
