37,25.0,435,400029
38,308.0,5724,400284,6630034,410030
39,18.0,350,400032
41,292.0,5429,400284,6630034
42,247.0,3955,400035
62,682.0,10475,400035,420052,630049
63,271.0,4650,400035,420052
663,219.0,3704,400284
