26,72,1,764,1100
33,113,2,46,1440
52,171,2,9,260
63,72,1,891,1280
63,78,1,511,615
63,101,1,318,565
63,103,1,340,840
63,104,1,280,570
63,105,1,310,605
63,106,1,380,615
63,106,1,400,615
63,107,1,376,590
63,108,1,350,610
63,109,1,470,595
63,111,1,310,425
63,112,1,380,915
63,113,1,405,700
63,114,1,456,710
63,116,1,210,435
63,117,1,351,715
63,118,1,474,740
63,119,1,295,560
63,120,1,261,520
63,121,1,318,610
63,122,1,318,525
63,123,1,273,595
63,123,1,275,595
63,123,1,280,595
63,124,1,200,555
63,126,1,410,585
63,127,1,336,570
63,128,1,260,470
63,129,1,370,580
63,130,1,340,610
63,131,1,361,590
63,132,1,408,750
63,134,1,360,655
63,135,1,303,620
63,136,1,394,725
63,136,1,400,725
63,137,1,250,575
63,140,1,270,565
63,140,1,273,565
63,142,1,352,560
63,145,1,340,580
63,146,1,410,665
63,147,1,215,445
63,147,1,220,445
63,150,1,360,545
63,152,1,320,650
63,153,1,322,685
63,154,1,420,710
63,155,1,340,715
63,160,1,373,590
63,160,1,380,590
63,161,1,300,565
63,162,1,216,380
63,162,1,220,380
63,163,1,456,735
63,163,1,460,735
63,164,1,398,670
63,164,1,400,670
63,165,1,329,520
63,166,1,250,390
63,167,1,307,595
63,171,1,484,755
63,172,1,310,575
63,174,1,314,450
63,174,1,320,450
63,175,1,430,585
63,175,1,435,585
63,175,1,440,585
63,176,1,320,665
63,177,1,430,595
63,177,1,440,595
63,178,1,446,760
63,179,1,160,420
63,180,1,290,550
63,181,1,352,615
63,181,1,370,615
63,183,1,247,580
63,183,1,250,580
63,184,1,261,395
63,186,1,330,605
63,186,1,340,605
63,189,1,320,600
63,191,1,256,600
63,192,1,390,575
63,192,1,395,575
63,192,1,400,575
63,193,1,162,565
63,194,1,568,650
63,196,1,202,560
63,196,1,210,560
63,197,1,330,570
63,200,1,490,675
63,201,1,330,610
63,202,1,440,575
63,203,1,329,580
63,204,1,694,750
63,205,1,300,585
63,206,1,430,705
63,207,1,354,580
63,207,1,370,580
63,209,1,420,610
63,212,1,275,655
63,213,1,235,610
63,213,1,249,610
63,214,1,320,615
63,214,1,332,615
63,214,1,340,615
63,215,1,446,640
63,215,1,470,640
63,218,1,280,805
63,219,1,415,605
63,219,1,440,605
63,219,1,450,605
63,222,1,284,520
63,224,1,307,510
63,225,1,204,420
63,225,1,239,420
63,225,1,240,420
63,227,1,500,660
63,228,1,360,695
63,230,1,380,770
63,231,1,450,730
63,233,1,290,570
63,235,1,220,415
63,236,1,370,590
63,240,1,283,565
63,240,1,290,565
63,242,1,386,635
63,243,1,239,410
63,245,1,320,605
63,246,1,440,590
63,246,1,450,595
63,246,1,450,590
63,247,1,249,465
63,247,1,250,465
63,247,1,253,465
63,248,1,290,445
63,249,1,300,550
63,250,1,650,590
63,251,1,850,820
63,252,1,220,590
63,252,1,223,590
63,252,1,360,575
63,253,1,410,690
63,257,1,456,745
63,257,1,470,745
63,259,1,270,595
63,259,1,406,590
63,261,1,330,655
63,262,1,305,620
63,262,1,309,620
63,263,1,386,585
63,265,1,352,645
63,266,1,310,580
63,267,1,360,615
63,268,1,379,935
63,269,1,280,540
63,270,1,320,590
63,273,1,266,655
63,274,1,290,590
63,275,1,450,630
63,276,1,455,650
63,277,1,188,590
63,277,1,190,590
63,279,1,352,745
63,280,1,569,685
63,282,1,420,580
63,284,1,430,585
63,285,1,340,635
63,286,1,310,850
63,287,1,450,590
63,288,1,800,740
63,288,1,850,740
63,290,1,320,345
63,291,1,250,410
63,293,1,240,435
63,295,1,500,685
63,295,1,522,685
63,297,1,415,570
63,297,1,420,570
63,299,1,490,690
63,300,1,237,335
63,301,1,350,745
63,302,1,500,660
63,303,1,300,500
63,305,1,408,605
63,305,1,410,605
63,306,1,330,700
63,307,1,350,610
63,308,1,440,565
63,309,1,320,675
63,309,1,322,675
63,310,1,460,620
63,310,1,465,620
63,311,1,284,555
63,314,1,256,585
63,316,1,320,585
63,316,1,324,585
63,316,1,330,585
63,317,1,360,695
63,318,1,350,545
63,320,1,280,590
63,321,1,370,530
63,323,1,470,645
63,323,1,474,645
63,325,1,418,595
63,326,1,557,590
63,326,1,600,590
63,327,1,294,610
63,329,1,350,480
63,330,1,522,660
63,330,1,550,660
63,331,1,460,680
63,331,1,465,680
63,331,1,465,660
63,332,1,400,710
63,334,1,370,635
63,335,1,273,600
63,335,1,280,600
63,336,1,645,630
63,337,1,280,340
63,338,1,351,600
63,339,1,253,745
63,340,1,360,750
63,341,1,350,690
63,342,1,250,575
63,343,1,500,740
63,345,1,320,590
63,347,1,359,625
63,348,1,290,485
63,348,1,298,485
63,348,1,299,485
63,348,1,300,485
63,348,1,303,485
63,349,1,389,650
63,351,1,290,605
63,351,1,300,605
63,353,1,320,495
63,353,1,322,495
63,353,1,330,495
63,354,1,450,590
63,356,1,294,630
63,357,1,379,755
63,359,1,404,715
63,364,1,299,495
63,364,1,310,495
63,364,1,311,495
63,364,1,313,495
63,365,1,290,590
63,365,1,299,590
63,367,1,350,765
63,368,1,322,530
63,368,1,340,530
63,368,1,341,530
63,370,1,283,455
63,370,1,290,455
63,370,1,294,455
63,371,1,569,670
63,546,1,455,660
72,63,1,902,1147
72,101,1,738,1565
72,103,1,1100,1525
72,104,1,360,1350
72,105,1,800,1615
72,106,1,950,1515
72,107,1,853,1590
72,107,1,874,1590
72,108,1,928,1565
72,109,1,950,1715
72,111,1,500,1395
72,112,1,557,1415
72,113,1,658,1345
72,114,1,800,1305
72,114,1,810,1305
72,116,1,550,1500
72,117,1,853,1540
72,119,1,500,1615
72,120,1,738,1425
72,122,1,795,1530
72,123,1,600,1410
72,123,1,616,1410
72,123,1,619,1410
72,123,1,620,1410
72,123,1,622,1410
72,124,1,622,1350
72,124,1,641,1350
72,124,1,645,1350
72,124,1,650,1350
72,126,1,900,1520
72,127,1,740,1605
72,128,1,490,1480
72,128,1,500,1480
72,129,1,800,1550
72,130,1,460,1495
72,131,1,807,1580
72,134,1,711,1310
72,135,1,694,1365
72,135,1,700,1365
72,135,1,711,1365
72,136,1,800,1475
72,137,1,420,1525
72,140,1,709,1530
72,140,1,709,1485
72,140,1,759,1530
72,142,1,965,1600
72,145,1,800,1480
72,146,1,800,1475
72,147,1,600,1450
72,147,1,628,1450
72,147,1,632,1450
72,150,1,900,1600
72,151,1,900,1430
72,152,1,500,1410
72,153,1,616,1415
72,153,1,620,1415
72,154,1,1200,1550
72,160,1,850,1515
72,161,1,650,1375
72,162,1,550,1435
72,162,1,557,1435
72,163,1,700,1405
72,163,1,709,1405
72,164,1,550,1460
72,164,1,569,1460
72,166,1,488,1530
72,167,1,738,1730
72,171,1,752,1320
72,174,1,480,1375
72,174,1,486,1375
72,174,1,490,1375
72,175,1,1000,1565
72,176,1,900,1710
72,177,1,600,1505
72,179,1,1100,1665
72,180,1,800,1675
72,181,1,800,1485
72,183,1,759,1555
72,184,1,625,1485
72,186,1,900,1720
72,187,1,1000,1655
72,189,1,700,1470
72,191,1,662,1570
72,192,1,650,1365
72,192,1,658,1365
72,193,1,672,1590
72,193,1,673,1590
72,193,1,712,1590
72,193,1,718,1590
72,194,1,1363,1550
72,196,1,538,1385
72,196,1,550,1385
72,196,1,565,1385
72,197,1,750,1495
72,200,1,470,1380
72,201,1,550,1360
72,202,1,950,1555
72,202,1,1000,1555
72,203,1,738,1555
72,204,1,1364,1730
72,205,1,800,1600
72,206,1,474,1315
72,206,1,500,1315
72,206,1,506,1315
72,207,1,550,1230
72,207,1,557,1230
72,207,1,569,1230
72,207,1,759,1325
72,209,1,550,1650
72,212,1,806,1815
72,213,1,577,1515
72,213,1,580,1515
72,213,1,600,1515
72,214,1,744,1405
72,214,1,746,1405
72,214,1,747,1405
72,214,1,750,1405
72,215,1,850,1585
72,218,1,650,1810
72,219,1,1000,1565
72,224,1,795,1520
72,224,1,852,1520
72,225,1,465,1400
72,225,1,466,1400
72,225,1,568,1405
72,227,1,1300,1660
72,228,1,950,1725
72,231,1,650,1275
72,233,1,650,1405
72,233,1,650,1510
72,235,1,600,1455
72,236,1,539,1520
72,236,1,550,1520
72,239,1,900,1750
72,240,1,506,1525
72,240,1,550,1525
72,243,1,500,1420
72,243,1,511,1420
72,245,1,750,1645
72,246,1,1000,1560
72,247,1,539,1370
72,247,1,550,1370
72,247,1,557,1370
72,248,1,550,1430
72,248,1,600,1430
72,249,1,550,1515
72,251,1,1900,1740
72,252,1,500,1370
72,252,1,506,1370
72,253,1,600,1480
72,257,1,850,1315
72,257,1,860,1315
72,259,1,650,1535
72,261,1,900,1605
72,262,1,628,1575
72,262,1,632,1575
72,263,1,1079,1570
72,264,1,625,1475
72,265,1,1022,1610
72,267,1,460,1405
72,270,1,550,1485
72,273,1,806,1970
72,274,1,800,1575
72,275,1,900,1540
72,277,1,570,1455
72,277,1,583,1455
72,279,1,705,1560
72,282,1,850,1745
72,284,1,750,1570
72,285,1,650,1495
72,286,1,800,2090
72,287,1,950,1425
72,288,1,761,1325
72,291,1,480,1620
72,293,1,436,1410
72,293,1,440,1410
72,295,1,600,1420
72,297,1,750,1495
72,297,1,788,1495
72,297,1,790,1495
72,299,1,480,1540
72,300,1,522,1560
72,303,1,460,1345
72,305,1,600,1575
72,305,1,616,1575
72,307,1,763,1620
72,308,1,950,1435
72,309,1,550,1370
72,309,1,569,1370
72,310,1,800,1355
72,310,1,806,1355
72,311,1,852,1645
72,314,1,598,1565
72,316,1,1062,1475
72,316,1,1068,1475
72,317,1,440,1290
72,318,1,950,1640
72,320,1,700,1650
72,321,1,700,1595
72,323,1,1100,1435
72,323,1,1138,1435
